event_year,event_date,classification,record_kind,school_name_source,institution_name_ipeds,unitid,unitid_match_method,opeid8,opeid6,state,sector,institutional_category,tracker_category,student_headcount,student_headcount_year,ipeds_first_seen_year,ipeds_last_seen_year,ipeds_last_act,ipeds_last_closedat,institution_status,is_active,source_group,source_file,source_section,event_label,source_title,source_url,classification_basis,sch_type,closed_count,pgm_length,notes
2024,2024-06-14,branch_campus,closure,Johns Hopkins University - J.W. Ray Elementary School/Learning Center,Johns Hopkins University,162928,opeid6,00207792,2077,TX,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",39148,2024,2008,2024,A,-2,Active - institution active,Yes,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,Johns Hopkins University - J.W. Ray Elementary School/Learning Center
2024,2024-06-14,branch_campus,closure,Johns Hopkins University - Uplift Summit International Preparatory,Johns Hopkins University,162928,opeid6,00207791,2077,TX,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",39148,2024,2008,2024,A,-2,Active - institution active,Yes,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,Johns Hopkins University - Uplift Summit International Preparatory
2024,2024-06-14,branch_campus,closure,Johns Hopkins University - Uplift Heights Prep,Johns Hopkins University,162928,opeid6,00207786,2077,TX,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",39148,2024,2008,2024,A,-2,Active - institution active,Yes,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,Johns Hopkins University - Uplift Heights Prep
2024,2024-06-14,branch_campus,closure,Johns Hopkins University - Uplift Grand Preparatory,Johns Hopkins University,162928,opeid6,00207789,2077,TX,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",39148,2024,2008,2024,A,-2,Active - institution active,Yes,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,Johns Hopkins University - Uplift Grand Preparatory
2024,2024-06-14,branch_campus,closure,Johns Hopkins University - Uplift Heights Preparatory,Johns Hopkins University,162928,opeid6,00207790,2077,TX,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",39148,2024,2008,2024,A,-2,Active - institution active,Yes,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,Johns Hopkins University - Uplift Heights Preparatory
2024,2024-06-14,branch_campus,closure,Johns Hopkins University - University of Dallas,Johns Hopkins University,162928,opeid6,00207793,2077,TX,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",39148,2024,2008,2024,A,-2,Active - institution active,Yes,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,Johns Hopkins University - University of Dallas
2024,2024-06-14,branch_campus,closure,Johns Hopkins University - Raytheon Dallas,Johns Hopkins University,162928,opeid6,00207782,2077,TX,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",39148,2024,2008,2024,A,-2,Active - institution active,Yes,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,Johns Hopkins University - Raytheon Dallas
2024,2024-06-17,branch_campus,closure,Union Institute & University - Los Angeles Center,Union Institute & University,206279,opeid6,01092303,10923,CA,Private not-for-profit,4-year or above,4-year or above,1098,2023,2008,2023,A,-2,,A,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,Union Institute & University - Los Angeles Center
2024,2024-06-21,branch_campus,closure,Medical Career and Technical College - Danville,Medical Career & Technical College,488217,opeid6,04249001,42490,KY,Private for-profit,Less than 2 years,Less than 2 years,243,2023,2016,2024,A,-2,,A,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,Medical Career and Technical College - Danville
2024,2024-06-21,branch_campus,closure,Sullivan University - Ft Knox,Sullivan University,157793,opeid6,00461902,4619,KY,Private for-profit,4-year or above,4-year or above,3855,2023,2008,2024,A,-2,,A,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,Sullivan University - Ft Knox
2024,2024-06-30,branch_campus,closure,College of Biblical Studies-Tree of Life Missionary Baptist Church,College of Biblical Studies-Houston,388520,opeid6,03422405,34224,IN,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",694,2024,2008,2024,A,-2,Active - institution active,Yes,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,College of Biblical Studies-Tree of Life Missionary Baptist Church
2024,2024-06-30,branch_campus,closure,College of Biblical Studies-Northside New Era Missionary Baptist Churc,College of Biblical Studies-Houston,388520,opeid6,03422404,34224,IN,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",694,2024,2008,2024,A,-2,Active - institution active,Yes,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,College of Biblical Studies-Northside New Era Missionary Baptist Churc
2024,2024-06-30,branch_campus,closure,College of Biblical Studies-College Park Church,College of Biblical Studies-Houston,388520,opeid6,03422403,34224,IN,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",694,2024,2008,2024,A,-2,Active - institution active,Yes,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,College of Biblical Studies-College Park Church
2024,2024-06-30,branch_campus,closure,Salon Professional Academy (The) - Elevate Salon Institute,Elevate Salon Institute,494001,opeid8,04173801,41738,NC,Private for-profit,Less than 2 years,Less than 2 years,150,2023,2019,2024,D,06/30/2024,,A,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,Salon Professional Academy (The) - Elevate Salon Institute
2024,2024-06-30,branch_campus,closure,Pueblo Community College - Bayfield Site,Pueblo Community College,127884,opeid6,02116315,21163,CO,Public,4-year or above,4-year or above,8548,2023,2008,2024,A,-2,,A,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,Pueblo Community College - Bayfield Site
2024,2024-06-30,branch_campus,closure,University of Wisconsin - Oshkosh - Fond du Lac,University of Wisconsin Colleges Flex,491303,opeid8,00392060,3920,WI,Public,At least 2 but less than 4 years,At least 2 but less than 4 years,374,2018,2017,2019,C,-2,,C,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,University of Wisconsin - Oshkosh - Fond du Lac
2024,2024-07-01,branch_campus,closure,Fort Scott Community College-Pittsburg Site-PEC,Fort Scott Community College,155098,opeid6,00191603,1916,KS,Public,At least 2 but less than 4 years,At least 2 but less than 4 years,2059,2023,2008,2024,A,-2,,A,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,Fort Scott Community College-Pittsburg Site-PEC
2024,2024-07-01,branch_campus,closure,Pennsylvania Western University - Venango Campus,Pennsylvania Western University,498571,opeid6,00331607,3316,PA,Public,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",13624,2024,2022,2024,A,-2,Active - institution active,Yes,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,Pennsylvania Western University - Venango Campus
2024,2024-07-01,branch_campus,closure,Saint Louis University - Jesuit College Preparatory School of Dallas,Saint Louis University,179159,opeid6,00250612,2506,TX,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",19321,2024,2008,2024,A,-2,Active - institution active,Yes,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,Saint Louis University - Jesuit College Preparatory School of Dallas
2024,2024-07-01,branch_campus,closure,Saint Louis University - Strake Jesuit,Saint Louis University,179159,opeid6,00250615,2506,TX,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",19321,2024,2008,2024,A,-2,Active - institution active,Yes,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,Saint Louis University - Strake Jesuit
2024,2024-07-01,branch_campus,closure,Webster University,Webster University,179894,,,,Missouri,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",10103,2024,2008,2024,A,-2,Active - institution active,Yes,accreditation_actions,accreditation_tracker_actions_joined.csv,HLC,Accreditation closure / teach-out action,July 2024 Actions | The Higher Learning Commission,https://www.hlcommission.org/for-students/accreditation-actions/july-2024/,Accreditation action about institution-wide closure/teach-out or branch/main-campus teach-out (program-only teach-outs excluded).,,,,"Accreditation action references institution-level closure/teach-out or branch/main-campus teach-out. Approved the institution’s teach-out plan for closing five additional locations: Fort Eisenhower, 271 Heritage Park Lane, Building 35200, Fort Eisenhower, GA 30905 Fort Bliss, Building 632 Taylor Road, Fort Bliss, TX 79906 Colorado Springs Metropolitan, 5475 Tech Center Drive, Suite 110, Colorado Springs, CO Astana International University, Kabanbay Batyr Avenue, Nur-Sultan City, Z05H0T3, Republic of Kazakhstan PSB Academy, Marina Square, 6 Raffles Blvd, #03-200, Singapore 03594."
2024,2024-07-16,branch_campus,closure,Durham Technical Community College - American Tobacco,Durham Technical Community College,198455,opeid6,00544803,5448,NC,Public,At least 2 but less than 4 years,At least 2 but less than 4 years,7235,2023,2008,2024,A,-2,,A,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,Durham Technical Community College - American Tobacco
2024,2024-08-01,branch_campus,closure,Ottawa University,,,,,,Kansas,,,,,,,,,,,,accreditation_actions,accreditation_tracker_actions_joined.csv,HLC,Accreditation closure / teach-out action,August 2024 Actions | The Higher Learning Commission,https://www.hlcommission.org/for-students/accreditation-actions/august-2024/,Accreditation action about institution-wide closure/teach-out or branch/main-campus teach-out (program-only teach-outs excluded).,,,,"Accreditation action references institution-level closure/teach-out or branch/main-campus teach-out. Action also mentions reopening at a new location. Approved the institution’s request to close the additional location, OU Wisconsin, 245 South Executive Drive, Suite 110, Brookfield, WI 53005, and reopen at: OU Wisconsin, 15800 West Bluemound Rd., First Floor Suite 117, Brookfield, WI 53005."
2024,2024-08-01,branch_campus,closure,Saint Louis University - Missouri Council of School Administrators,Saint Louis University,179159,opeid6,00250614,2506,MO,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",19321,2024,2008,2024,A,-2,Active - institution active,Yes,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,Saint Louis University - Missouri Council of School Administrators
2024,2024-08-09,branch_campus,closure,Virginia Highlands Community College - Small Business Incubator,Virginia Highlands Community College,233903,opeid6,00709901,7099,VA,Public,At least 2 but less than 4 years,At least 2 but less than 4 years,2669,2023,2008,2024,A,-2,,A,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,Virginia Highlands Community College - Small Business Incubator
2024,2024-08-09,branch_campus,closure,Virginia Highlands Community College - Diesel Mechanic,Virginia Highlands Community College,233903,opeid6,00709903,7099,VA,Public,At least 2 but less than 4 years,At least 2 but less than 4 years,2669,2023,2008,2024,A,-2,,A,peps_closures_2024_sheet,closures_sep24.xlsx,PEPS closures in 2024,PEPS closure row,,,PEPS closure row from September 2024 workbook.,,,,Virginia Highlands Community College - Diesel Mechanic
2024,2024-10-01,branch_campus,closure,Nebraska Indian Community College,,,,,,Nebraska,,,,,,,,,,,,accreditation_actions,accreditation_tracker_actions_joined.csv,HLC,Accreditation closure / teach-out action,October 2024 Actions | The Higher Learning Commission,https://www.hlcommission.org/for-students/accreditation-actions/october-2024/,Accreditation action about institution-wide closure/teach-out or branch/main-campus teach-out (program-only teach-outs excluded).,,,,"Accreditation action references institution-level closure/teach-out or branch/main-campus teach-out. Approved the teach-out of an additional location: Pawnee Nation College, 891 Little Dee Drive, PO Box 390, Pawnee, OK 74058."
2024,2024-11-01,branch_campus,closure,Baldwin Wallace University,Baldwin Wallace University,201195,,,,Ohio,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",3646,2024,2008,2024,A,-2,Active - institution active,Yes,accreditation_actions,accreditation_tracker_actions_joined.csv,HLC,Accreditation closure / teach-out action,November 2024 Actions | The Higher Learning Commission,https://www.hlcommission.org/for-students/accreditation-actions/november-2024/,Accreditation action about institution-wide closure/teach-out or branch/main-campus teach-out (program-only teach-outs excluded).,,,,"Accreditation action references institution-level closure/teach-out or branch/main-campus teach-out. Approved the institution’s provisional plan for a teach out of students enrolled at the following additional location: 4400 Richmond Road, Warrensville Heights, OH 44128."
2025,02/28/25,branch_campus,closure,University of Saint Joseph - Wethersfield (Wethersfield High School),University of Saint Joseph,130314,opeid6,00140939,1409,Connecticut,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",2249,2024,2008,2024,A,-2,Active - institution active,Yes,monthly_closed_school_report,MONTHLY_CLOSED_REPORT_SECTION_1_2026040107063586645.zip,Section I + Section II,Monthly closed school report,,,Section I monthly federal closed-school report.,,,,
2025,05/16/25,branch_campus,closure,Moraine Park Technical College - Jackson Regional Center,Moraine Park Technical College,239372,opeid6,00925605,9256,WI,Public,At least 2 but less than 4 years,At least 2 but less than 4 years,7953,2024,2008,2024,A,-2,,A,monthly_closed_school_report,MONTHLY_CLOSED_REPORT_SECTION_1_2026040107063586645.zip,Section I + Section II,Monthly closed school report,,,Section I monthly federal closed-school report.,,,,
2025,05/31/25,branch_campus,closure,Brookline College - Albuquerque Separate Educational Center,Brookline College-Phoenix,104090,opeid6,02218811,22188,AZ,Private for-profit,4-year or above,4-year or above,1127,2024,2008,2024,A,-2,,A,monthly_closed_school_report,MONTHLY_CLOSED_REPORT_SECTION_1_2026040107063586645.zip,Section I + Section II,Monthly closed school report,,,Section I monthly federal closed-school report.,,,,
2025,06/20/25,branch_campus,closure,Baton Rouge Community College - Frazier,Baton Rouge Community College,437103,opeid6,03730307,37303,LA,Public,At least 2 but less than 4 years,At least 2 but less than 4 years,15384,2024,2008,2024,A,-2,,A,monthly_closed_school_report,MONTHLY_CLOSED_REPORT_SECTION_1_2026040107063586645.zip,Section I + Section II,Monthly closed school report,,,Section I monthly federal closed-school report.,,,,
2025,06/24/25,branch_campus,closure,University of Saint Joseph - Plainville High School,University of Saint Joseph,130314,opeid6,00140920,1409,Connecticut,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",2249,2024,2008,2024,A,-2,Active - institution active,Yes,monthly_closed_school_report,MONTHLY_CLOSED_REPORT_SECTION_1_2026040107063586645.zip,Section I + Section II,Monthly closed school report,,,Section I monthly federal closed-school report.,,,,
2025,08/15/25,branch_campus,closure,East Texas A&M University - Collin Higher Education Center,East Texas A&M University,224554,opeid6,00356505,3565,Texas,Public,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",14935,2024,2008,2024,A,-2,Active - institution active,Yes,monthly_closed_school_report,MONTHLY_CLOSED_REPORT_SECTION_1_2026040107063586645.zip,Section I + Section II,Monthly closed school report,,,Section I monthly federal closed-school report.,,,,
2025,08/24/25,branch_campus,closure,Saint Leo University - Hernando County School District,Saint Leo University,137032,opeid6,00152692,1526,Florida,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",13292,2024,2008,2024,A,-2,Active - institution active,Yes,monthly_closed_school_report,MONTHLY_CLOSED_REPORT_SECTION_1_2026040107063586645.zip,Section I + Section II,Monthly closed school report,,,Section I monthly federal closed-school report.,,,,
2025,09/01/25,branch_campus,closure,Montreat College - Charlotte campus,Montreat College,199032,opeid6,00294807,2948,North Carolina,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",1287,2024,2008,2024,A,-2,Active - institution active,Yes,monthly_closed_school_report,MONTHLY_CLOSED_REPORT_SECTION_1_2026040107063586645.zip,Section I + Section II,Monthly closed school report,,,Section I monthly federal closed-school report.,,,,
2025,11/09/25,branch_campus,closure,West Virginia Junior College - Bridgeport,West Virginia Junior College-Bridgeport,442383,opeid8,01057302,10573,WV,Private for-profit,At least 2 but less than 4 years,At least 2 but less than 4 years,213,2024,2008,2024,A,-2,,A,monthly_closed_school_report,MONTHLY_CLOSED_REPORT_SECTION_1_2026040107063586645.zip,Section I + Section II,Monthly closed school report,,,Section I monthly federal closed-school report.,,,,
2025,12/13/25,branch_campus,closure,Santa Barbara City College - Cosmetology Academy,Santa Barbara City College,122889,opeid6,00128501,1285,CA,Public,At least 2 but less than 4 years,At least 2 but less than 4 years,18903,2024,2008,2024,A,-2,,A,monthly_closed_school_report,MONTHLY_CLOSED_REPORT_SECTION_1_2026040107063586645.zip,Section I + Section II,Monthly closed school report,,,Section I monthly federal closed-school report.,,,,
2025,2025-02-01,branch_campus,closure,Alverno College,Alverno College,238193,,,,Wisconsin,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",2104,2024,2008,2024,A,-2,Active - institution active,Yes,accreditation_actions,accreditation_tracker_actions_joined.csv,HLC,Accreditation closure / teach-out action,February 2025 Actions | The Higher Learning Commission,https://www.hlcommission.org/for-students/accreditation-actions/february-2025/,Accreditation action about institution-wide closure/teach-out or branch/main-campus teach-out (program-only teach-outs excluded).,,,,"Accreditation action references institution-level closure/teach-out or branch/main-campus teach-out. Approved the institution’s provisional plan to teach out students at the branch campus at Ann Arbor, 4090 Geddes Road, Ann Arbor, MI 48105, including teach-out agreements with the following institutions: Madonna University, MI Lourdes University, OH Siena Heights University, MI Rochester Christian University, MI University of Detroit Mercy, MI"
2025,2025-02-01,branch_campus,closure,Drury University,Drury University,177214,,,,Missouri,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",1715,2024,2008,2024,A,-2,Active - institution active,Yes,accreditation_actions,accreditation_tracker_actions_joined.csv,HLC,Accreditation closure / teach-out action,February 2025 Actions | The Higher Learning Commission,https://www.hlcommission.org/for-students/accreditation-actions/february-2025/,Accreditation action about institution-wide closure/teach-out or branch/main-campus teach-out (program-only teach-outs excluded).,,,,"Accreditation action references institution-level closure/teach-out or branch/main-campus teach-out. Approved the institution’s provisional plan to teach out students at the branch campus: Rolla, 1034 South Bishop Avenue, Rolla, MO 65401."
2025,2025-03-01,branch_campus,closure,Concordia University-Saint Paul,Concordia University-Saint Paul,173328,,,,Minnesota,Private not-for-profit,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",7743,2024,2008,2024,A,-2,Active - institution active,Yes,accreditation_actions,accreditation_tracker_actions_joined.csv,HLC,Accreditation closure / teach-out action,March 2025 Actions | The Higher Learning Commission,https://www.hlcommission.org/for-students/accreditation-actions/march-2025/,Accreditation action about institution-wide closure/teach-out or branch/main-campus teach-out (program-only teach-outs excluded).,,,,"Accreditation action references institution-level closure/teach-out or branch/main-campus teach-out. Approved the institution’s provisional plan to teach out students at an additional location: Barnes Road Site, 9600 SW Barnes Road, Suite 300, Portland, Oregon 97225."
2025,2025-05-01,branch_campus,closure,DeVry University,,,,,,Illinois,,,,,,,,,,,,accreditation_actions,accreditation_tracker_actions_joined.csv,HLC,Accreditation closure / teach-out action,May 2025 Actions | The Higher Learning Commission,https://www.hlcommission.org/for-students/accreditation-actions/may-2025/,Accreditation action about institution-wide closure/teach-out or branch/main-campus teach-out (program-only teach-outs excluded).,,,,"Accreditation action references institution-level closure/teach-out or branch/main-campus teach-out. Action also mentions reopening at a new location. Approved the institution’s request to close an additional location at DeVry University – Irving, 4800 Regent Blvd., Ste. 200, Irving, TX 75063, and reopen it at 100 East Royal Lane, Suite 105, Irving, TX 75039."
2025,2025-05-01,branch_campus,closure,Missouri University of Science and Technology,Missouri University of Science and Technology,178411,,,,Missouri,Public,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",7655,2024,2008,2024,A,-2,Active - institution active,Yes,accreditation_actions,accreditation_tracker_actions_joined.csv,HLC,Accreditation closure / teach-out action,May 2025 Actions | The Higher Learning Commission,https://www.hlcommission.org/for-students/accreditation-actions/may-2025/,Accreditation action about institution-wide closure/teach-out or branch/main-campus teach-out (program-only teach-outs excluded).,,,,"Accreditation action references institution-level closure/teach-out or branch/main-campus teach-out. Action also mentions reopening at a new location. Approved the institution’s request to close an additional location at 12837 Flushing Meadows Drive, Suite 210, St. Louis, MO 63131, and reopen it at Global St. Louis Location, 2127 Innerbelt Business Center Drive, St. Louis, MO 63114."
2025,2025-05-01,branch_campus,closure,Tohono O’odham Community College,,,,,,Arizona,,,,,,,,,,,,accreditation_actions,accreditation_tracker_actions_joined.csv,HLC,Accreditation closure / teach-out action,May 2025 Actions | The Higher Learning Commission,https://www.hlcommission.org/for-students/accreditation-actions/may-2025/,Accreditation action about institution-wide closure/teach-out or branch/main-campus teach-out (program-only teach-outs excluded).,,,,"Accreditation action references institution-level closure/teach-out or branch/main-campus teach-out. Action also mentions reopening at a new location. Approved the institution’s request to close an additional location at Many Houses Site, 4520 N. Central Avenue, Suite 555, Phoenix, AZ 85012, and reopen it at Phoenix Center, 4041 N Central Ave., Building B, Phoenix, AZ 85012."
2025,2025-05-01,branch_campus,closure,Trinidad State College,,,,,,Colorado,,,,,,,,,,,,accreditation_actions,accreditation_tracker_actions_joined.csv,HLC,Accreditation closure / teach-out action,May 2025 Actions | The Higher Learning Commission,https://www.hlcommission.org/for-students/accreditation-actions/may-2025/,Accreditation action about institution-wide closure/teach-out or branch/main-campus teach-out (program-only teach-outs excluded).,,,,"Accreditation action references institution-level closure/teach-out or branch/main-campus teach-out. Action also mentions reopening at a new location. Approved the institution’s request to close an additional location at 5675 South Academy Blvd, Colorado Springs, CO 80906, and reopen it at Pinello Ranch, 4940 South Highway 85/87, Colorado Springs, CO 80911."
2025,2025-06-01,branch_campus,closure,Western Oklahoma State College,,,,,,Oklahoma,,,,,,,,,,,,accreditation_actions,accreditation_tracker_actions_joined.csv,HLC,Accreditation closure / teach-out action,June 2025 Actions | The Higher Learning Commission,https://www.hlcommission.org/for-students/accreditation-actions/june-2025/,Accreditation action about institution-wide closure/teach-out or branch/main-campus teach-out (program-only teach-outs excluded).,,,,"Accreditation action references institution-level closure/teach-out or branch/main-campus teach-out. Action also mentions reopening at a new location. Approved the institution’s request to close an additional location: Western Oklahoma State College/Great Plains Regional Medical Center, 1800 W. 1st Street, Suite 104, Elk City, OK 73644, and reopen at 222 W. 3rd Street, Elk City, OK 73644."
2025,2025-09-01,branch_campus,closure,Ozarks Technical Community College,,,,,,Missouri,,,,,,,,,,,,accreditation_actions,accreditation_tracker_actions_joined.csv,HLC,Accreditation closure / teach-out action,September 2025 Actions | The Higher Learning Commission,https://www.hlcommission.org/for-students/accreditation-actions/september-2025/,Accreditation action about institution-wide closure/teach-out or branch/main-campus teach-out (program-only teach-outs excluded).,,,,"Accreditation action references institution-level closure/teach-out or branch/main-campus teach-out. Approved the teach-out of an additional location: Ozark Correctional Center, 929 Honor Camp Lane, Fordland, MO 65652."
2025,2025-11-01,branch_campus,closure,Navajo Technical University,,,,,,New Mexico,,,,,,,,,,,,accreditation_actions,accreditation_tracker_actions_joined.csv,HLC,Accreditation closure / teach-out action,November 2025 Actions | The Higher Learning Commission,https://www.hlcommission.org/for-students/accreditation-actions/november-2025-actions/,Accreditation action about institution-wide closure/teach-out or branch/main-campus teach-out (program-only teach-outs excluded).,,,,"Accreditation action references institution-level closure/teach-out or branch/main-campus teach-out. Action also mentions reopening at a new location. Approved the institution’s request to close an additional location: 1/4 Mile off Navajo Route #7, Route 7, Chinle, AZ 86503 and reopen at 1/4 W Highway 191, BIA Route 102, Chinle, AZ 86503."
2025,2025-11-01,branch_campus,closure,Oakton College,,,,,,Illinois,,,,,,,,,,,,accreditation_actions,accreditation_tracker_actions_joined.csv,HLC,Accreditation closure / teach-out action,November 2025 Actions | The Higher Learning Commission,https://www.hlcommission.org/for-students/accreditation-actions/november-2025-actions/,Accreditation action about institution-wide closure/teach-out or branch/main-campus teach-out (program-only teach-outs excluded).,,,,"Accreditation action references institution-level closure/teach-out or branch/main-campus teach-out. Action also mentions reopening at a new location. Approved the institution’s request to close an additional location: Stateville Correctional Facility, 16830 S. Broadway St., PO Box 112, Joliet, IL 60434 and reopen at Sheridan Correctional Center, 4017 E. 2603 Road, Sheridan, IL 60551."
2026,2026-01-01,branch_campus,closure,Central Baptist Theological Seminary,,,,,,Kansas,,,,,,,,,,,,accreditation_actions,accreditation_tracker_actions_joined.csv,HLC,Accreditation closure / teach-out action,January 2026 Actions | The Higher Learning Commission,https://www.hlcommission.org/for-students/accreditation-actions/january-2026-actions/,Accreditation action about institution-wide closure/teach-out or branch/main-campus teach-out (program-only teach-outs excluded).,,,,"Accreditation action references institution-level closure/teach-out or branch/main-campus teach-out. Action also mentions reopening at a new location. Approved the institution’s request to close an additional location: CBTS-Atlanta, 1000 University Center Lane, Lawrenceville, GA 30043 and reopen at 943 Buford Hwy NE, Sugar Hill, GA 30518."
2026,2026-01-01,branch_campus,closure,Indiana University-South Bend,Indiana University-South Bend,151342,,,,Indiana,Public,"Degree-granting, primarily baccalaureate or above","Degree-granting, primarily baccalaureate or above",8049,2024,2008,2024,A,-2,Active - institution active,Yes,accreditation_actions,accreditation_tracker_actions_joined.csv,HLC,Accreditation closure / teach-out action,January 2026 Actions | The Higher Learning Commission,https://www.hlcommission.org/for-students/accreditation-actions/january-2026-actions/,Accreditation action about institution-wide closure/teach-out or branch/main-campus teach-out (program-only teach-outs excluded).,,,,"Accreditation action references institution-level closure/teach-out or branch/main-campus teach-out. Action also mentions reopening at a new location. Approved the institution’s request to close an additional location: Bais Yaakov of Indiana, 206 W. 8th St., Mishawaka, IN 46544 and reopen at Bais Yaakov High School of Indiana, 19685 Johnson Road, South Bend, IN 46614"
