action_id,source_unitid,source_institution_name,source_accreditor,source_action_date,source_action_type,source_action_label_raw,source_generated_statement,source_source_url,source_source_title,source_row_origin,override_unitid,override_institution_name,override_accreditor,override_action_date,override_action_type,override_action_label_raw,override_generated_statement,override_source_url,override_source_title,first_seen,review_status,reviewer,reviewer_notes,reviewed_at,grandfathered
847c38d80346,156471,Galen College of Nursing-Louisville,SACSCOC,2025-12-07,removed,"Vogt: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on December 7, 2025: The SACSCOC Board of Trustees removed the institution from Warning.",Removed from warning,https://ope.ed.gov/dapip/#/institution-profile/117496,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
7f502ecce6a4,156541,University of the Cumberlands,SACSCOC,2024-06-13,notice,"Cockrum: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on June 13, 2024: The SACSCOC Board of Trustees continued accreditation following the review of an off- campus instructional site located at Williamsburg Independent High School in Williamsburg, Kentucky (approved June 2023).","Continued accreditation following review of the off-campus instructional site at Williamsburg Independent High School in Williamsburg, Kentucky.",https://ope.ed.gov/dapip/#/institution-profile/117502,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,reject,MV,,2026-05-15,TRUE
266d2c1b035d,156541,University of the Cumberlands,SACSCOC,2023-06-15,notice,"Cockrum: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on June 15, 2023: The SACSCOC Board of Trustees continued accreditation following the review of an off- campus instructional site located at the University of the Cumberlands Palla Institute in Hyderabad, Telangana, India (approved July 2021).","Continued accreditation following review of the off-campus instructional site at the University of the Cumberlands Palla Institute in Hyderabad, Telangana, India.",https://ope.ed.gov/dapip/#/institution-profile/117502,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,reject,MV,,2026-05-15,TRUE
b68f3e1a3099,156745,Georgetown College,SACSCOC,2023-12-03,warning,"Allen: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on December 3, 2023: The SACSCOC Board of Trustees (Board) reviewed the institution’s First Monitoring Report and recommended denial of reaffirmation, continued accreditation, and that the institution be continued on Warning for twelve months for failure to comply with Core Requirement 13.1 (Financial resources) and Standard 13.3 (Financial responsibility) of the Principles of Accreditation. A Special Committee was not authorized to visit the institution.",Continued the institution on warning for twelve months for failure to comply with Core Requirement 13.1 (Financial resources) and Standard 13.3 (Financial responsibility),https://ope.ed.gov/dapip/#/institution-profile/117575,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
484e4f3def7a,156745,Georgetown College,SACSCOC,2024-12-01,probation,placed on Probation Good Cause,"Denied approval of 2 programs because the institution did not provide an acceptable plan and supporting documentation to show compliance with Core Requirement 13.1 (Financial resources), Standard 13.3 (Financial responsibility), and Core Requirement 4.1 (Governing board characteristics).",https://web.archive.org/web/20241220085302id_/https://sacscoc.org/institutions/accreditation-actions-and-disclosures/december-2024-accreditation-actions-and-public-disclosure-statements/,December 2024 Accreditation Actions and Public Disclosure Statements - SACSCOC,scraper,,,,,,,Denied approval of 2 programs because the institution did not provide an acceptable plan and supporting documentation to show compliance with Core Requirement 13.1 (Financial resources) and Standard 13.3 (Financial responsibility).,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
87581e1b2fe9,156745,Georgetown College,SACSCOC,2022-12-04,warning,"Allen: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on December 4; 2022: The SACSCOC Board of Trustees continued accreditation , denied reaffirmation, and placed the institution on Warning for twelve months for failure to comply with Core Requirement 13.1 (Financial resources) and Standard 13.3 (Financial responsibility). A Special Committee was not authorized to visit the institution.",Placed on warning for twelve months for failure to comply with Core Requirement 13.1 (Financial resources) and Standard 13.3 (Financial responsibility),https://ope.ed.gov/dapip/#/institution-profile/117575,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
cbab29c6c8be,156745,Georgetown College,SACSCOC,2025-12-01,removed,removed from Probation Good Cause,Removed from probation for good cause,https://sacscoc.org/institutions/accreditation-actions-and-disclosures/december-2025-accreditation-actions-and-public-disclosure-statements/,December 2025 Accreditation Actions and Public Disclosure Statements - SACSCOC,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
caf264231cce,157058,Kentucky State University,SACSCOC,2025-12-07,notice,Probation is the most serious public sanction imposed by the SACSCOC Board of Trustees short of loss of accreditation.,Placed on probation for good cause for twelve months for failure to comply with Standard 13.6 (Federal and state responsibilities),https://ope.ed.gov/dapip/#/institution-profile/117706,DAPIP Institutional Accreditation Action,scraper,,,,,probation,"Akakpo: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on December 7, 2025: The SACSCOC Board of Trustees placed the institution on Probation for Good Cause. For twelve months for failure to comply with Standard 13.6 (Federal and state responsibilities).",,,,2026-05-15,reject,MV,,2026-06-05,TRUE
a804846da635,157058,Kentucky State University,SACSCOC,2023-12-03,warning,"Akakpo: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on December 3, 2023: The SACSCOC Board of Trustees reviewed the institution’s Special Report and recommended that the institution be placed on Warning for 12 months for failure to comply with Core Requirement 4.1 (Governing board characteristics), Core Requirement 13.1 (Financial resources), Core Requirement 13.2 (Financial documents), Standard 4.2.","Recommended warning for 12 months for failure to comply with standards concerning governance, financial resources, financial documents, Board/administrative distinction, CEO evaluation/selection, and Board self-evaluation",https://ope.ed.gov/dapip/#/institution-profile/117706,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
354e0258bf5d,157058,Kentucky State University,SACSCOC,2024-12-01,warning,continued on Warning,"Recommended warning for 12 months for failure to comply with standards concerning governance, financial resources, financial documents, Board/administrative distinction, CEO evaluation/selection, and Board self-evaluation",https://web.archive.org/web/20241220085302id_/https://sacscoc.org/institutions/accreditation-actions-and-disclosures/december-2024-accreditation-actions-and-public-disclosure-statements/,December 2024 Accreditation Actions and Public Disclosure Statements - SACSCOC,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
e8de4fc1d693,157076,Kentucky Wesleyan College,SACSCOC,2020-09-03,probation,Probation or Equivalent or a More Severe Status: Probation,Placed on probation,https://ope.ed.gov/dapip/#/institution-profile/117715,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
ef1425d7180f,157076,Kentucky Wesleyan College,SACSCOC,2019-06-13,warning,Probation or Equivalent or a More Severe Status: Warning,Placed on warning,https://ope.ed.gov/dapip/#/institution-profile/117715,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
21b1977a5219,157076,Kentucky Wesleyan College,SACSCOC,2021-12-05,removed,Accreditation Reaffirmed: Probation Removed,Probation removed,https://ope.ed.gov/dapip/#/institution-profile/117715,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
e2d6a39b00e8,157076,Kentucky Wesleyan College,SACSCOC,2021-06-06,removed,Accreditation Reaffirmed:  Warning Removed,Warning removed,https://ope.ed.gov/dapip/#/institution-profile/117715,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
3d627ffb75e8,157447,Northern Kentucky University,SACSCOC,2019-12-08,warning,Probation or Equivalent or a More Severe Status: Warning,Placed on warning,https://ope.ed.gov/dapip/#/institution-profile/117928,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
7ca334e65914,157447,Northern Kentucky University,SACSCOC,2020-12-01,removed,reaffirmed and removed from Warning,Removed from warning,https://web.archive.org/web/20210117150616id_/https://sacscoc.org/institutions/accreditation-actions-and-disclosures/december-2020-accreditation-actions-and-public-disclosure-statements/,December 2020 Accreditation Actions and Public Disclosure Statements - SACSCOC,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
c1cdc56bec0b,157863,Union Commonwealth University,SACSCOC,2025-12-07,notice,"Washington: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on December 7, 2025: The SACSCOC Board of Trustees denied reaffirmation of accreditation, continued accreditation, and placed the institution on Warning. For twelve months for failure to comply with Core Requirement 6.1 (Full-time faculty), Core Requirement 7.1 (Institutional planning), Core Requirement 13.1 (Financial resources), Core Requirement 13.2 (Financial documents), Standard 4.2.a (Mission review), Standard 4.2.c (CEO evaluation/selection), Standard 6.2.b (Program faculty), Standard 8.2.a (Student outcomes: educational programs), Standard 8.2.c (Student outcomes: academic and student services), Standard 10.9 (Cooperative academic arrangements), Standard 13.3 (Financial responsibility), Standard 13.4 (Control of finances), Standard 13.5 (Control of sponsored research/external funds), Standard 13.6 (Federal and state responsibilities).","Denied reaffirmation and placed on warning for twelve months for failure to comply with standards concerning faculty, institutional planning, financial resources, financial documents, mission, and CEO evaluation/selection",https://ope.ed.gov/dapip/#/institution-profile/118204,DAPIP Institutional Accreditation Action,scraper,,,,,warning,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
14901f6bb8ec,158802,Dillard University,SACSCOC,2024-06-13,warning,"Guillory: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on June 13, 2024: The SACSCOC Board of Trustees continued accreditation and placed the institution on Warning for twelve months for failure to comply with Core Requirement 11.1 (Library and learn/n g/information resources) of the Principles of Accreditation (Principles) following review of membership at Level Ill, offering the Master of Science in Nursing. A Special Committee was not authorized to visit the institution.",Continued accreditation and placed the institution on warning for twelve months for failure to comply with Core Requirement 11.1 (Library and learning/information resources),https://ope.ed.gov/dapip/#/institution-profile/118480,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
544e7716e926,158802,Dillard University,SACSCOC,2025-06-12,removed,Accreditation Reaffirmed:  Warning Removed,Warning removed,https://ope.ed.gov/dapip/#/institution-profile/118480,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
266b81e9e4f1,159656,Loyola University New Orleans,SACSCOC,2019-12-08,removed,Accreditation Reaffirmed: Probation Removed,Probation removed,https://ope.ed.gov/dapip/#/institution-profile/118806,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
ac57b03d42bd,160621,Southern University and A & M College,SACSCOC,2020-06-08,removed,Accreditation Reaffirmed: Probation Removed,Probation removed,https://ope.ed.gov/dapip/#/institution-profile/119243,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
8004ff078a7d,160621,Southern University and A & M College,SACSCOC,2020-06-08,removed,Accreditation Reaffirmed:  Warning Removed,Warning removed,https://ope.ed.gov/dapip/#/institution-profile/119243,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
3f3ada4f2ffe,160630,Southern University at New Orleans,SACSCOC,2019-06-11,probation,Probation or Equivalent or a More Severe Status: Probation,Placed on probation,https://ope.ed.gov/dapip/#/institution-profile/119252,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
4300ba76f33b,160630,Southern University at New Orleans,SACSCOC,2020-09-01,removed,removed from Probation,Removed from probation,https://web.archive.org/web/20201026214205id_/https://sacscoc.org/institutions/accreditation-actions-and-disclosures/september-2020-accreditation-actions-and-public-disclosure-statements/,September 2020 Accreditation Actions and Public Disclosure Statements - SACSCOC,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
b112b55eba6a,161518,Saint Joseph's College of Maine,NECHE,2024-12-13,notice,"At its meeting on November 21, 2024, the New England Commission of Higher Education (NECHE) issued Saint Joseph’s College of Maine (SJC) a Notation because the Commission found that the College is in danger of not meeting the Commission’s Standard on Institutional Resources,…","Received a notation because the Commission found that the College is in danger of not meeting the Commission’s Standard on Institutional Resources,",https://www.neche.org/commission-statements/joint-statement-by-saint-josephs-college-of-maine-and-the-commission-december-13-2024/,"Joint Statement by Saint Joseph’s College of Maine and the Commission December 13, 2024",scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
dc025de75b47,163286,University of Maryland-College Park,MSCHE,2019-06-27,warning,To note that the institution remains accredited while on warning.,"Placed on Warning because of insufficient evidence of compliance with Standard VII (Governance, Leadership, and Administration)",https://ope.ed.gov/dapip/#/institution-profile/120218,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
df3aafc79e4e,164492,Anna Maria College,NECHE,2026-04-27,notice,"On April 23, 2026, Anna Maria College announced that its Board of Trustees had voted on April 22, 2026 to cease academic operations at the end of the Spring 2026 semester.",Anna Maria College announced that its Board of Trustees had voted to cease academic operations at the end of the Spring 2026 semester.,https://www.neche.org/commission-statements/joint-statement-by-anna-maria-college-and-the-commission-april-2026/,Joint Statement by Anna Maria College and the Commission April 2026,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
e48dd9346250,164492,Anna Maria College,NECHE,2025-03-21,notice,"At its meeting on March 6, 2025, the New England Commission of Higher Education (NECHE) issued Anna Maria College a Notation because the Commission found that the College is in danger of not meeting the Commission’s Standard on Institutional Resources, specifically whether the…",Received a notation because the Commission found that the College is in danger of not meeting the Commission’s Standard on Institutional Resources,https://www.neche.org/commission-statements/joint-statement-by-anna-maria-college-and-the-commission-march-21-2025/,"Joint Statement by Anna Maria College and the Commission March 21, 2025",scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
504211cbf59c,164492,Anna Maria College,NECHE,2026-04-24,adverse_action,Voluntary Withdrawal Received,Voluntarily Surrendered Accreditation,https://ope.ed.gov/dapip/#/institution-profile/120607,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
8608972632f5,165644,Eastern Nazarene College,NECHE,2021-04-20,notice,"At its meeting on March 5, 2021, the New England Commission of Higher Education (NECHE) voted to issue a Notation to Eastern Nazarene College (ENC) because the Commission found that the College is in danger of not meeting the Commission’s standard on Institutional Resources.",Received a notation over Institutional Resources concerns,https://www.neche.org/commission-statements/joint-statement-by-eastern-nazarene-college-and-the-commission-april-20-2021/,"Joint Statement by Eastern Nazarene College and the Commission, April 20, 2021",scraper,,,,,,,,,,2026-05-15,approved,MV,,2026-06-05,TRUE
77d81191565a,165644,Eastern Nazarene College,NECHE,2024-07-05,adverse_action,Voluntary Withdrawal Received,Voluntarily Surrendered Accreditation,https://ope.ed.gov/dapip/#/institution-profile/120999,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
a44155778256,165866,Framingham State University,NECHE,2025-06-05,adverse_action,Accepted Teach Out Plan,Accepted Teach Out Plan,https://www.neche.org/recent-commission-actions/,Recent Commission Actions - New England Commission Higher Education,scraper,,,,,,,,,,2026-05-15,reject,MV,,2026-05-15,TRUE
3714d6a69f71,166018,Hampshire College,NECHE,2026-03-24,show_cause,"On March 5, 2026, the New England Commission of Higher Education (NECHE) took action to require Hampshire College to show cause at the Commission’s June 2026 meeting why the institution should not be placed on probation or why its accreditation should not be withdrawn should…",Asked to Show Cause for possible Probation or Withdrawal over Standard 7 (Institutional Resources) concerns,https://www.neche.org/commission-statements/joint-statement-by-hampshire-college-and-the-commission-march-24-2026/,"Joint Statement by Hampshire College and the Commission March 24, 2026",scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
2cae0e572ff5,166018,Hampshire College,NECHE,2019-05-31,notice,"JOINT PRESS RELEASE New England Commission of Higher Education and Hampshire College At its meeting on May 30, 2019, the New England Commission of Higher Education (NECHE) met with representatives of Hampshire College to consider the College’s show-cause response regarding why it should not be placed on probation or have its accreditation withdrawn because the Commission had reason to believe that Hampshire College is not meeting the Commission’s Standards on Organization and Governance and Institutional Resources.",Received heightened monitoring or focused review because the institution is in danger of being found not to meet the Commission's standards on Organization and Governance and Institutional Resources.,https://ope.ed.gov/dapip/#/institution-profile/121141,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
d3ccb64fbc98,166018,Hampshire College,NECHE,2026-04-15,adverse_action,Voluntary Withdrawal Received,Voluntarily Surrendered Accreditation,https://ope.ed.gov/dapip/#/institution-profile/121141,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
baa3253bcbed,166054,Hellenic College-Holy Cross Greek Orthodox School of Theology,NECHE,2019-11-21,probation,"on probation for a period not to exceed two years because the Commission found that Hellenic College, Inc.",Placed on Probation,https://ope.ed.gov/dapip/#/institution-profile/121178,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
37ff6ce5f765,166054,Hellenic College-Holy Cross Greek Orthodox School of Theology,NECHE,2021-03-05,removed,"from probation for failure to meet the standards on Institutional Resources and Planning and Evaluation, and to remove the Notations with respect to the standards on Organization and Governance and The Academic Program.",Probation removed,https://ope.ed.gov/dapip/#/institution-profile/121178,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
171c0963a7e8,166054,Hellenic College-Holy Cross Greek Orthodox School of Theology,NECHE,2019-05-31,notice,"to show cause why it should not be placed on probation or have its accreditation withdrawn because the Commission had reason to believe that Hellenic College, Inc.",Received heightened monitoring or focused review because Concerns Hellenic College may no longer meet the standards on Planning and Evaluation and Institutional Resources.,https://ope.ed.gov/dapip/#/institution-profile/121178,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
2afcc02484db,166911,Montserrat College of Art,NECHE,2025-01-27,notice,"At its meeting on January 17, 2025, the New England Commission of Higher Education (NECHE) issued Montserrat College of Art a Notation because the Commission found that the College is in danger of not meeting its Standard on Institutional Resources due to the decline in…",Received a notation because the Commission found that the College is in danger of not meeting its Standard on Institutional Resources,https://www.neche.org/commission-statements/joint-statement-by-montserrat-college-of-art-and-the-commission-january-27-2025/,"Joint Statement by Montserrat College of Art and the Commission January 27, 2025",scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
e2f3f2a3158c,170091,Great Lakes Christian College,HLC,2022-11-03,probation,Summary of the Action: The Institution has been placed on Probation because it is out of compliance with the Criteria for Accreditation.,Placed on Probation because it is out of compliance with standards concerning outcomes and financial resources and planning.,https://ope.ed.gov/dapip/#/institution-profile/122579,DAPIP Institutional Accreditation Action,scraper,,,,,,,"Placed on Probation because it is out of compliance with Core Components 4.C, 5.A, 5.B, and 5.C.",,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
88ee691c1ec3,170091,Great Lakes Christian College,HLC,2024-10-31,removed,Summary of the Action: The Board determined that the Institution is no longer out of compliance with the Criteria for Accreditation and removed the Institution from Probation and assigned interim monitoring.,Probation removed,https://ope.ed.gov/dapip/#/institution-profile/122579,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
1d133c03a249,171881,Kuyper College,HLC,2019-06-27,removed,Comprehensive Evaluation: The Board maintained the Institution on the Standard Pathway with its next comprehensive evaluation for reaffirmation of accreditation in 2022-23.,Warning removed,https://ope.ed.gov/dapip/#/institution-profile/123059,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,reject,MV,"Procedural pathway language, not a warning-removal action.",2026-06-05,TRUE
7b8c172240e8,175430,Blue Mountain Christian University,SACSCOC,2025-12-07,notice,"McMillin: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on December 7, 2025: The SACSCOC Board of Trustees denied reaffirmation of accreditation, continued accreditation, and placed the institution on Warning: For twelve (12) months for failure to comply with Core Requirement 13.1 (Financial resources) and Standard 13.3 (Financial responsibility) of the Principles of Accreditation. A Special Committee was not authorized to visit the institution.",Denied reaffirmation and placed on warning for twelve (12) months for failure to comply with Core Requirement 13.1 (Financial resources) and Standard 13.3 (Financial responsibility),https://ope.ed.gov/dapip/#/institution-profile/124520,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
1c0508dcec0c,176017,University of Mississippi,SACSCOC,2025-04-05,notice,"Based only on those reviewed standards, the institution is requested to submit a Referral Report due September 8, 2025, addressing the following referenced standard(s) of the Principles: Standard 5.4 (Qualified administrative/academic officers) This standard expects an institution to employ administrative and academic officers with appropriate experience and qualifications to lead the institution.",Requested Referral Report on Qualified administrative/academic officers,https://ope.ed.gov/dapip/#/institution-profile/124779,DAPIP Institutional Accreditation Action,scraper,,,,,,The institution had been placed on and later removed from heightened cash monitoring payment method due to late submittal of FY 2022 audit.,The institution had been placed on and later removed from heightened cash monitoring payment method due to late submittal of FY 2022 audit.,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
5750f93fd0cc,176664,Mission University,HLC,2019-02-28,removed,Summary of the Action: The Board determined that the Institution is no longer out of compliance with the Criteria for Accreditation and removed the Institution from Probation and assigned interim monitoring.,Probation removed,https://ope.ed.gov/dapip/#/institution-profile/125046,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
80061d6cdb13,177065,Columbia College,HLC,2023-08-01,other,"Approved Columbia College’s request to offer the following certificate program: Emergency and Disaster Management Certificate (Pre-Associates Certificate, 18 credit hours, CIP Code 43.0302)","Approved Columbia College’s request to offer the following certificate program: Emergency and Disaster Management Certificate (Pre-Associates Certificate, 18 credit hours, CIP Code 43.0302)",https://www.hlcommission.org/for-students/accreditation-actions/august-2023/,August 2023 Actions | The Higher Learning Commission,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
825de994b109,177542,Hannibal-LaGrange University,HLC,2022-11-03,probation,Summary of the Action: The Institution has been placed on Probation because it is out of compliance with the Criteria for Accreditation.,"Placed on Probation because it is out of compliance with standards concerning educational offerings, governance, and financial resources and planning.",https://ope.ed.gov/dapip/#/institution-profile/125408,DAPIP Institutional Accreditation Action,scraper,,,,,,,"Placed on Probation because it is out of compliance with Core Components 3.C, 2.C, and 5.B and Assumed Practice D.3.",,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
0a089da902c4,177542,Hannibal-LaGrange University,HLC,2024-10-31,removed,Summary of the Action: The Board determined that the Institution is no longer out of compliance with the Criteria for Accreditation and removed the Institution from Probation and assigned interim monitoring.,Probation removed,https://ope.ed.gov/dapip/#/institution-profile/125408,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
4d777dfec1f4,177551,Harris-Stowe State University,HLC,2022-11-15,warning,"In taking this action, the Board considered materials from the most recent comprehensive evaluation for Reaffirmation, including, but not limited to: the Assurance Filing the Institution submitted, the report from the comprehensive evaluation team, the report of the Institutional Actions Council (IAC) Hearing Committee, and the institutional responses to these reports.","Placed on Warning because the institution was at risk of being out of compliance with standards concerning integrity, outcomes, and financial resources and planning.",https://ope.ed.gov/dapip/#/institution-profile/125417,DAPIP Institutional Accreditation Action,scraper,,,,,,,"Placed on Notice because it is at risk of being out of compliance with the Criteria for Accreditation. The Institution meets Core Components 2.A,
4.A, 4.B, 4.C, and 5.B with concerns",,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
a129ed3e892d,177551,Harris-Stowe State University,HLC,2024-10-31,removed,HLC Disclosure Obligations The Board action resulted in changes that will be reflected in the Institution’s Statement of Accreditation Status as well as the Institutional Status and Requirements Report.,Warning removed,https://ope.ed.gov/dapip/#/institution-profile/125417,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
a4abd88b050d,178208,Midwestern Baptist Theological Seminary,HLC,2019-06-27,removed,"The Institution now meets without concerns Criterion Two, Core Component 2.E, “the institution’s policies and procedures call for responsible acquisition, discovery and application of knowledge by its faculty, students and staff,” for the following reasons: • The Institutional Review Board (IRB) now has established written policies, processes and procedures that are consistent with federal, institutional, and ethical guidelines to review and approve all research conducted on human subjects.",Warning removed,https://ope.ed.gov/dapip/#/institution-profile/125709,DAPIP Institutional Accreditation Action,scraper,,,,,,"The Institution now meets without concerns Criterion Three, Core Component 3.A, “the institution’s degree programs are appropriate to higher education,” for the following reason: • As a result of program assessments, a review of mission alignment, and a minimal cost benefit, the Graduate Admissions Policy Committee recommended to the faculty that the Doctor of Counseling program, the sole program in question at the time of sanction, be discontinued.",,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
4fac777c88f8,179326,Southwest Baptist University,HLC,2021-11-04,probation,Summary of the Action: The Institution has been placed on Probation because it is out of compliance with the Criteria for Accreditation.,Placed on Probation because the institution does not meet standards concerning governance and financial resources and planning.,https://ope.ed.gov/dapip/#/institution-profile/126234,DAPIP Institutional Accreditation Action,scraper,,,,,,,"Placed on Probation because the institution does not meet Core Components 2.C, 2.D, and 5.A.",,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
5af363f1e964,179326,Southwest Baptist University,HLC,2023-11-02,removed,Summary of the Action: The Board determined that the Institution is no longer out of compliance with the Criteria for Accreditation and removed the Institution from Probation.,Probation removed,https://ope.ed.gov/dapip/#/institution-profile/126234,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
80147c7484ff,179946,Westminster College,HLC,2019-11-07,removed,"Resources appear to be sufficient to support operations and deliver educational programs, but continued progress and improvement is needed.",Warning removed,https://ope.ed.gov/dapip/#/institution-profile/126401,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,reject,MV,Narrative resources statement does not support warning removed.,2026-06-05,TRUE
92d13fb5f832,179955,William Jewell College,HLC,2019-06-27,removed,Summary of the Action: The Board determined that the Institution is no longer out of compliance with the Criteria for Accreditation and removed the Institution from Probation and assigned interim monitoring.,Probation removed,https://ope.ed.gov/dapip/#/institution-profile/126410,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
7d10158a3d98,183822,Bloomfield College of Montclair State University,MSCHE,2024-08-22,adverse_action,Loss of Accreditation or Preaccreditation: Other,Loss of accreditation or Preaccreditation: Other,https://ope.ed.gov/dapip/#/institution-profile/127839,DAPIP Institutional Accreditation Action,scraper,,,,,,,,,,2026-05-15,approved,grandfathered,,2026-05-15,TRUE
