unitid,institution_name,accreditor,scraper_action_type,scraper_action_label,scraper_action_date,dapip_action_type,dapip_action_label,dapip_action_date,audit_result,date_delta_days,scraper_source_url,dapip_source_page_url,dapip_file_id,scraper_source_key,dapip_source_key,notes,scraper_public_keep,scraper_public_reason,dapip_public_keep,dapip_public_reason,public_table_strategy,hybrid_candidate,hybrid_reason,public_action_family,scraper_display_reason_source,dapip_display_reason_source,public_display_reason_source
162584,Frostburg State University,MSCHE,warning,"To accept the monitoring report and to note the visit by the Commission's representatives. To remove the warning because the institution is now in compliance with Standard 7 (Institutional Assessment) and to reaffirm accreditation. To request a monitoring report, due September 1, 2018, further documenting sustainability of a documented and organized process for the assessment of (1) student learning in all programs, including general education (Standard V) and (2) overall institutional effectiveness with evidence that assessment information is used to improve programs, services, and processes and is shared and discussed with appropriate constituents (Standard VI). The next evaluation visit is scheduled for 2024-2025.",2017-11-16,,,,scraper_only,,https://www.msche.org/institution/0163/,,,"162584||frostburg state university||MSCHE||warning||to accept the monitoring report and to note the visit by the commission's representatives. to remove the warning because the institution is now in compliance with standard 7 (institutional assessment) and to reaffirm accreditation. to request a monitoring report, due september 1, 2018, further documenting sustainability of a documented and organized process for the assessment of (1) student learning in all programs, including general education (standard v) and (2) overall institutional effectiveness with evidence that assessment information is used to improve programs, services, and processes and is shared and discussed with appropriate constituents (standard vi). the next evaluation visit is scheduled for 2024-2025.||2017-11-16||https://www.msche.org/institution/0163/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,warning,raw_title,,raw_title
162584,Frostburg State University,MSCHE,warning,"To accept the monitoring report and to note the visit by the Commission's representatives. To note that the institution is now in compliance with Standard 12 (General Education). To continue to warn the institution that its accreditation may be in jeopardy because of insufficient evidence that it is in compliance with Standard 7 (Institutional Assessment). To note that the institution remains accredited while on warning. To request a monitoring report, due September 1, 2017, documenting evidence that the institution has achieved and can sustain compliance with Standard 7, including but not limited to evidence of a documented, organized, and sustained institutional effectiveness assessment process, with evidence that assessment information is used to improve programs, services, and processes and is shared and discussed with appropriate constituents. A small team visit will follow submission of the monitoring report. Upon reaffirmation of accreditation, the next evaluation visit is scheduled for 2024-2025.",2017-06-22,,,,scraper_only,,https://www.msche.org/institution/0163/,,,"162584||frostburg state university||MSCHE||warning||to accept the monitoring report and to note the visit by the commission's representatives. to note that the institution is now in compliance with standard 12 (general education). to continue to warn the institution that its accreditation may be in jeopardy because of insufficient evidence that it is in compliance with standard 7 (institutional assessment). to note that the institution remains accredited while on warning. to request a monitoring report, due september 1, 2017, documenting evidence that the institution has achieved and can sustain compliance with standard 7, including but not limited to evidence of a documented, organized, and sustained institutional effectiveness assessment process, with evidence that assessment information is used to improve programs, services, and processes and is shared and discussed with appropriate constituents. a small team visit will follow submission of the monitoring report. upon reaffirmation of accreditation, the next evaluation visit is scheduled for 2024-2025.||2017-06-22||https://www.msche.org/institution/0163/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,warning,raw_title,,raw_title
162584,Frostburg State University,MSCHE,warning,"To note the visit of the Commission's representative. To remind the institution of the Commission's action of June 23, 2016, warning the institution that its accreditation may be in jeopardy because of insufficient evidence that it is currently in compliance with Standard 7 (Institutional Assessment) and Standard 12 (General Education). To note that the institution remains accredited while on warning. To remind the institution of the monitoring report due March 1, 2017.",2016-11-17,,,,scraper_only,,https://www.msche.org/institution/0163/,,,"162584||frostburg state university||MSCHE||warning||to note the visit of the commission's representative. to remind the institution of the commission's action of june 23, 2016, warning the institution that its accreditation may be in jeopardy because of insufficient evidence that it is currently in compliance with standard 7 (institutional assessment) and standard 12 (general education). to note that the institution remains accredited while on warning. to remind the institution of the monitoring report due march 1, 2017.||2016-11-17||https://www.msche.org/institution/0163/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,warning,raw_title,,raw_title
162584,Frostburg State University,MSCHE,warning,"To warn the institution that its accreditation may be in jeopardy because of insufficient evidence that the institution is currently in compliance with Standard 7 (Institutional Assessment), and Standard 12 (General Education). To note that the institution remains accredited while on warning. To request a monitoring report, due March 1, 2017, documenting evidence that the institution has achieved and can sustain compliance with Standards 7 and 12, including but not limited to evidence of the development and implementation of (1) a documented, organized, and sustained institutional effectiveness assessment process, with evidence that assessment information is used to improve programs, services, and processes and is shared and discussed with appropriate constituents (Standard 7) and (2) assessment of general education outcomes with evidence that assessment results are utilized for curricular improvement (Standard 12). A small team visit will follow submission of the monitoring report. To direct a prompt liaison guidance visit to discuss Commission expectations. The date of the next accreditation review will be established when accreditation is reaffirmed.",2016-06-23,,,,scraper_only,,https://www.msche.org/institution/0163/,,,"162584||frostburg state university||MSCHE||warning||to warn the institution that its accreditation may be in jeopardy because of insufficient evidence that the institution is currently in compliance with standard 7 (institutional assessment), and standard 12 (general education). to note that the institution remains accredited while on warning. to request a monitoring report, due march 1, 2017, documenting evidence that the institution has achieved and can sustain compliance with standards 7 and 12, including but not limited to evidence of the development and implementation of (1) a documented, organized, and sustained institutional effectiveness assessment process, with evidence that assessment information is used to improve programs, services, and processes and is shared and discussed with appropriate constituents (standard 7) and (2) assessment of general education outcomes with evidence that assessment results are utilized for curricular improvement (standard 12). a small team visit will follow submission of the monitoring report. to direct a prompt liaison guidance visit to discuss commission expectations. the date of the next accreditation review will be established when accreditation is reaffirmed.||2016-06-23||https://www.msche.org/institution/0163/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,warning,raw_title,,raw_title
162584,Frostburg State University,MSCHE,other,"To note the institution's decision not to operate the site at Ramstein Education Center, 86 FSS/FSDE, Unit 3220, Box 370, APO, AE 09094, Ramstein Flugplatz, Germany 6877 as an additional location and to remove the location from the institution's accreditation.",2015-01-02,,,,scraper_only,,https://www.msche.org/institution/0163/,,,"162584||frostburg state university||MSCHE||other||to note the institution's decision not to operate the site at ramstein education center, 86 fss/fsde, unit 3220, box 370, apo, ae 09094, ramstein flugplatz, germany 6877 as an additional location and to remove the location from the institution's accreditation.||2015-01-02||https://www.msche.org/institution/0163/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
162584,Frostburg State University,MSCHE,other,"To accept the Periodic Review Report, to reaffirm accreditation, and to commend the institution for the quality of periodic review process and the quality of the report. The next evaluation visit is scheduled for 2015-2016.",2011-11-17,,,,scraper_only,,https://www.msche.org/institution/0163/,,,"162584||frostburg state university||MSCHE||other||to accept the periodic review report, to reaffirm accreditation, and to commend the institution for the quality of periodic review process and the quality of the report. the next evaluation visit is scheduled for 2015-2016.||2011-11-17||https://www.msche.org/institution/0163/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
,Garrett College,MSCHE,monitoring,"To accept the monitoring report and to note the visit by the Commission representatives. To request that, in conjunction with the 2019 Annual Institutional Update and in preparation for the Self-Study Evaluation visit in 2019-2020, the institution: (1) provide further evidence that the institution supports and sustains the assessment of student achievement and communicates results to stakeholders, and (2) further develop an assessment of general education (Standard V); (3) provide further evidence of the use of assessment results for improvement of institutional effectiveness, and (4) provide further evidence that assessment results are linked to planning and resource allocation (Standard VI). The next evaluation visit is scheduled for 2019-2020.",2018-04-18,,,,scraper_only,,https://www.msche.org/institution/0193/,,,"||garrett college||MSCHE||monitoring||to accept the monitoring report and to note the visit by the commission representatives. to request that, in conjunction with the 2019 annual institutional update and in preparation for the self-study evaluation visit in 2019-2020, the institution: (1) provide further evidence that the institution supports and sustains the assessment of student achievement and communicates results to stakeholders, and (2) further develop an assessment of general education (standard v); (3) provide further evidence of the use of assessment results for improvement of institutional effectiveness, and (4) provide further evidence that assessment results are linked to planning and resource allocation (standard vi). the next evaluation visit is scheduled for 2019-2020.||2018-04-18||https://www.msche.org/institution/0193/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
,Garrett College,MSCHE,monitoring,"To accept the monitoring report and to note the visit by the Commission representatives. To request that, beginning in 2019, in conjunction with each Annual Institutional Update, the institution: (1) provide further evidence that the institution supports and sustains the assessment of student achievement and communicates results to stakeholders, and (2) further develop an assessment of general education (Standard V); (3) provide further evidence of the use of assessment results for improvement of institutional effectiveness, and (4) provide further evidence that assessment results are linked to planning and resource allocation (Standard VI). The next evaluation visit is scheduled for 2019-2020.",2017-11-16,,,,scraper_only,,https://www.msche.org/institution/0193/,,,"||garrett college||MSCHE||monitoring||to accept the monitoring report and to note the visit by the commission representatives. to request that, beginning in 2019, in conjunction with each annual institutional update, the institution: (1) provide further evidence that the institution supports and sustains the assessment of student achievement and communicates results to stakeholders, and (2) further develop an assessment of general education (standard v); (3) provide further evidence of the use of assessment results for improvement of institutional effectiveness, and (4) provide further evidence that assessment results are linked to planning and resource allocation (standard vi). the next evaluation visit is scheduled for 2019-2020.||2017-11-16||https://www.msche.org/institution/0193/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
,Garrett College,MSCHE,monitoring,"To note the visit by the Commission's representative and to affirm inclusion of the additional location at the Career Technology Training Center, 116 Industrial Park Drive, Accident, MD 21520 within the scope of the institution's accreditation. To remind the institution of the Commission's request of November 17, 2016 for a monitoring report due September 1, 2017. The next evaluation visit is scheduled for 2019-2020.",2017-06-22,,,,scraper_only,,https://www.msche.org/institution/0193/,,,"||garrett college||MSCHE||monitoring||to note the visit by the commission's representative and to affirm inclusion of the additional location at the career technology training center, 116 industrial park drive, accident, md 21520 within the scope of the institution's accreditation. to remind the institution of the commission's request of november 17, 2016 for a monitoring report due september 1, 2017. the next evaluation visit is scheduled for 2019-2020.||2017-06-22||https://www.msche.org/institution/0193/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
,Garrett College,MSCHE,monitoring,"To accept the monitoring report. To request a monitoring report, due September 1, 2017, documenting further development and implementation of (1) a comprehensive, organized and sustained process to evaluate and improve the total range of programs and services and to inform planning, resource allocation and institutional renewal (Standard 7); and (2) an organized and sustained assessment process that provides direct evidence of the achievement of expected student learning outcomes in all programs, including outcomes for general education, with evidence that assessment results are used to improve teaching and learning at all levels of the curriculum (Standards 12 and 14). A small team visit will follow submission of the monitoring report. The next evaluation visit is scheduled for 2019-2020.",2016-11-17,,,,scraper_only,,https://www.msche.org/institution/0193/,,,"||garrett college||MSCHE||monitoring||to accept the monitoring report. to request a monitoring report, due september 1, 2017, documenting further development and implementation of (1) a comprehensive, organized and sustained process to evaluate and improve the total range of programs and services and to inform planning, resource allocation and institutional renewal (standard 7); and (2) an organized and sustained assessment process that provides direct evidence of the achievement of expected student learning outcomes in all programs, including outcomes for general education, with evidence that assessment results are used to improve teaching and learning at all levels of the curriculum (standards 12 and 14). a small team visit will follow submission of the monitoring report. the next evaluation visit is scheduled for 2019-2020.||2016-11-17||https://www.msche.org/institution/0193/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
,Garrett College,MSCHE,monitoring,"To accept the Periodic Review Report and to reaffirm accreditation. To request a monitoring report, due October 1, 2016, documenting further development and implementation of (1) a comprehensive, organized and sustained process to evaluate and improve the total range of programs and services and to inform planning, resource allocation and institutional renewal (Standard 7); (2) carefully articulated and equitable procedures and criteria for reviewing all individuals who have responsibility for the educational program of the institution (Standard 10); and (3) an organized and sustained assessment process that provides direct evidence of the achievement of expected student learning outcomes in all programs, including outcomes for general education, with evidence that assessment results are used to improve teaching and learning at all levels of the curriculum (Standards 12 and 14). The next evaluation visit is scheduled for 2019-2020.",2015-11-19,,,,scraper_only,,https://www.msche.org/institution/0193/,,,"||garrett college||MSCHE||monitoring||to accept the periodic review report and to reaffirm accreditation. to request a monitoring report, due october 1, 2016, documenting further development and implementation of (1) a comprehensive, organized and sustained process to evaluate and improve the total range of programs and services and to inform planning, resource allocation and institutional renewal (standard 7); (2) carefully articulated and equitable procedures and criteria for reviewing all individuals who have responsibility for the educational program of the institution (standard 10); and (3) an organized and sustained assessment process that provides direct evidence of the achievement of expected student learning outcomes in all programs, including outcomes for general education, with evidence that assessment results are used to improve teaching and learning at all levels of the curriculum (standards 12 and 14). the next evaluation visit is scheduled for 2019-2020.||2015-11-19||https://www.msche.org/institution/0193/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
,Garrett College,MSCHE,other,"To accept the progress report. The Periodic Review Report is due June 1, 2015.",2011-06-23,,,,scraper_only,,https://www.msche.org/institution/0193/,,,"||garrett college||MSCHE||other||to accept the progress report. the periodic review report is due june 1, 2015.||2011-06-23||https://www.msche.org/institution/0193/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
,Garrett College,MSCHE,removed,"To accept the monitoring report and to note the visit by the Commission's representatives. To remove the warning and reaffirm accreditation. To request a progress report due April 1, 2011 documenting continued progress in the implementation of a comprehensive institutional strategic plan that links long range planning to decision-making and budgeting (Standards 2 and 3). The Periodic Review Report is now due on June 1, 2015",2010-03-04,,,,scraper_only,,https://www.msche.org/institution/0193/,,,"||garrett college||MSCHE||removed||to accept the monitoring report and to note the visit by the commission's representatives. to remove the warning and reaffirm accreditation. to request a progress report due april 1, 2011 documenting continued progress in the implementation of a comprehensive institutional strategic plan that links long range planning to decision-making and budgeting (standards 2 and 3). the periodic review report is now due on june 1, 2015||2010-03-04||https://www.msche.org/institution/0193/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,removed,raw_title,,raw_title
,Garrett College,MSCHE,warning,"To warn the institution that its accreditation may be in jeopardy because of lack of evidence that the institution is in compliance with Standards 2 (Planning, Resource Allocation, and Institutional Renewal) and 7 (Institutional Effectiveness). To request a monitoring report due by September 1, 2009, documenting (1) the implementation of a comprehensive, organized, and sustained process for the assessment of institutional effectiveness and student learning outcomes, including evidence that assessment results are used for improvement (Standard 7 and 14); (2) the implementation of a comprehensive institutional strategic plan that links long range planning to decision-making and budgeting (Standards 2 and 3); and (3) clarification of the mission (Standard 1). A visit will follow submission of the report.",2008-06-26,,,,scraper_only,,https://www.msche.org/institution/0193/,,,"||garrett college||MSCHE||warning||to warn the institution that its accreditation may be in jeopardy because of lack of evidence that the institution is in compliance with standards 2 (planning, resource allocation, and institutional renewal) and 7 (institutional effectiveness). to request a monitoring report due by september 1, 2009, documenting (1) the implementation of a comprehensive, organized, and sustained process for the assessment of institutional effectiveness and student learning outcomes, including evidence that assessment results are used for improvement (standard 7 and 14); (2) the implementation of a comprehensive institutional strategic plan that links long range planning to decision-making and budgeting (standards 2 and 3); and (3) clarification of the mission (standard 1). a visit will follow submission of the report.||2008-06-26||https://www.msche.org/institution/0193/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,warning,raw_title,,raw_title
162654,Goucher College,MSCHE,other,"To note the substantive change site visit occurred on November 17, 2025, to the Maryland Correctional Institution for Women, 7943 Brockbridge Road, Jessup, MD 20794 and the information provided in the substantive change request was verified. The next evaluation visit is scheduled for 2027-2028.",2026-01-30,,,,scraper_only,,https://www.msche.org/institution/0164/,,,"162654||goucher college||MSCHE||other||to note the substantive change site visit occurred on november 17, 2025, to the maryland correctional institution for women, 7943 brockbridge road, jessup, md 20794 and the information provided in the substantive change request was verified. the next evaluation visit is scheduled for 2027-2028.||2026-01-30||https://www.msche.org/institution/0164/||",,,FALSE,routine_program_or_substantive_change,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
162654,Goucher College,MSCHE,other,"To note the substantive change site visit occurred on November 17, 2025, to the Maryland Correctional Institution, Jessup, 7803 House of Correction Road, Jessup, MD 20794 and the information provided in the substantive change request was verified.",2026-01-30,,,,scraper_only,,https://www.msche.org/institution/0164/,,,"162654||goucher college||MSCHE||other||to note the substantive change site visit occurred on november 17, 2025, to the maryland correctional institution, jessup, 7803 house of correction road, jessup, md 20794 and the information provided in the substantive change request was verified.||2026-01-30||https://www.msche.org/institution/0164/||",,,FALSE,routine_program_or_substantive_change,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
162654,Goucher College,MSCHE,other,"To include the re-classification of the additional location at the Maryland Correctional Institution, Jessup, 7803 House of Correction Road, Jessup, MD 20794 to a Second Chance Pell Experimental Site. To note that the following program is offered at the location: Bachelor's degree in American Studies. To require the institution to submit a supplemental information report, due October 1, 2025, that provides an update on the specific milestones that demonstrate progress toward developing an approved Prison Education Program (PEP) as provided in the amended Program Participation Agreement (PPA), including: (1) signed written agreement with its correctional facility partner; (2) written evidence of the oversight entity's permission to offer the PEP at the correctional facility; and (3) written documentation of assurances that the oversight entity will provide the best interest determination for the proposed program and provide transfer and release data for students enrolled in the approved program(s) to the institution. To direct a substantive change site visit as soon as practicable but no later than six months after the date of this action. To note that the Commission may rescind this action at any time if the substantive change is not implemented or the institution's participation in the experiment is terminated by the United States Department of Education (USDE).",2024-08-28,,,,scraper_only,,https://www.msche.org/institution/0164/,,,"162654||goucher college||MSCHE||other||to include the re-classification of the additional location at the maryland correctional institution, jessup, 7803 house of correction road, jessup, md 20794 to a second chance pell experimental site. to note that the following program is offered at the location: bachelor's degree in american studies. to require the institution to submit a supplemental information report, due october 1, 2025, that provides an update on the specific milestones that demonstrate progress toward developing an approved prison education program (pep) as provided in the amended program participation agreement (ppa), including: (1) signed written agreement with its correctional facility partner; (2) written evidence of the oversight entity's permission to offer the pep at the correctional facility; and (3) written documentation of assurances that the oversight entity will provide the best interest determination for the proposed program and provide transfer and release data for students enrolled in the approved program(s) to the institution. to direct a substantive change site visit as soon as practicable but no later than six months after the date of this action. to note that the commission may rescind this action at any time if the substantive change is not implemented or the institution's participation in the experiment is terminated by the united states department of education (usde).||2024-08-28||https://www.msche.org/institution/0164/||",,,FALSE,routine_program_or_substantive_change,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
162654,Goucher College,MSCHE,other,"To include the re-classification of the additional location at the Maryland Correctional Institution for Women, 7943 Brockbridge Road, Jessup, MD 20794 to a Second Chance Pell Experimental Site. To note that the following program is offered at the location: Bachelor's degree in American Studies. To require the institution to submit a supplemental information report, due October 1, 2025, that provides an update on the specific milestones that demonstrate progress toward developing an approved Prison Education Program (PEP) as provided in the amended Program Participation Agreement (PPA), including: (1) signed written agreement with its correctional facility partner; (2) written evidence of the oversight entity's permission to offer the PEP at the correctional facility; and (3) written documentation of assurances that the oversight entity will provide the best interest determination for the proposed program and provide transfer and release data for students enrolled in the approved program(s) to the institution. To direct a substantive change site visit as soon as practicable but no later than six months after the date of this action. To note that the Commission may rescind this action at any time if the substantive change is not implemented or the institution's participation in the experiment is terminated by the United States Department of Education (USDE). The next evaluation visit is scheduled for 2027-2028.",2024-08-28,,,,scraper_only,,https://www.msche.org/institution/0164/,,,"162654||goucher college||MSCHE||other||to include the re-classification of the additional location at the maryland correctional institution for women, 7943 brockbridge road, jessup, md 20794 to a second chance pell experimental site. to note that the following program is offered at the location: bachelor's degree in american studies. to require the institution to submit a supplemental information report, due october 1, 2025, that provides an update on the specific milestones that demonstrate progress toward developing an approved prison education program (pep) as provided in the amended program participation agreement (ppa), including: (1) signed written agreement with its correctional facility partner; (2) written evidence of the oversight entity's permission to offer the pep at the correctional facility; and (3) written documentation of assurances that the oversight entity will provide the best interest determination for the proposed program and provide transfer and release data for students enrolled in the approved program(s) to the institution. to direct a substantive change site visit as soon as practicable but no later than six months after the date of this action. to note that the commission may rescind this action at any time if the substantive change is not implemented or the institution's participation in the experiment is terminated by the united states department of education (usde). the next evaluation visit is scheduled for 2027-2028.||2024-08-28||https://www.msche.org/institution/0164/||",,,FALSE,routine_program_or_substantive_change,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
162654,Goucher College,MSCHE,other,"To note the visit by the Commission's representative and to affirm inclusion of the additional locations at Maryland Correctional Institution Jessup, House of Corrections Road, Jessup, MD 20794 and Maryland Correctional Institution for Women, 7943 Brock Bridge Road, Jessup, MD 20794. The next evaluation visit is scheduled for 2018-2019.",2017-11-16,,,,scraper_only,,https://www.msche.org/institution/0164/,,,"162654||goucher college||MSCHE||other||to note the visit by the commission's representative and to affirm inclusion of the additional locations at maryland correctional institution jessup, house of corrections road, jessup, md 20794 and maryland correctional institution for women, 7943 brock bridge road, jessup, md 20794. the next evaluation visit is scheduled for 2018-2019.||2017-11-16||https://www.msche.org/institution/0164/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
162654,Goucher College,MSCHE,other,"To accept the Periodic Review Report, to reaffirm accreditation and to commend the institution for the quality of the Periodic Review Report. The next evaluation visit is scheduled for 2018-2019.",2014-11-20,,,,scraper_only,,https://www.msche.org/institution/0164/,,,"162654||goucher college||MSCHE||other||to accept the periodic review report, to reaffirm accreditation and to commend the institution for the quality of the periodic review report. the next evaluation visit is scheduled for 2018-2019.||2014-11-20||https://www.msche.org/institution/0164/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
162654,Goucher College,MSCHE,other,"To accept the progress report. The Periodic Review Report is due June 1, 2014.",2011-06-23,,,,scraper_only,,https://www.msche.org/institution/0164/,,,"162654||goucher college||MSCHE||other||to accept the progress report. the periodic review report is due june 1, 2014.||2011-06-23||https://www.msche.org/institution/0164/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
162654,Goucher College,MSCHE,other,"To reaffirm accreditation and to request a progress letter, due April 1, 2011, documenting (1) implementation of a documented annual planning process that links assessment information, decision-making, and budgeting to long-range planning (Standard 2); (2) implementation of an evidence-based plan for student retention (Standard 8); and (3) implementation of an organized and sustained assessment process to evaluate and improve student learning, with direct evidence of student achievement of general education and co-curricular learning outcomes (Standards 9, 12 & 14). To commend the institution for the quality of the self-study process. The Periodic Review Report is due June 1, 2014.",2009-06-25,,,,scraper_only,,https://www.msche.org/institution/0164/,,,"162654||goucher college||MSCHE||other||to reaffirm accreditation and to request a progress letter, due april 1, 2011, documenting (1) implementation of a documented annual planning process that links assessment information, decision-making, and budgeting to long-range planning (standard 2); (2) implementation of an evidence-based plan for student retention (standard 8); and (3) implementation of an organized and sustained assessment process to evaluate and improve student learning, with direct evidence of student achievement of general education and co-curricular learning outcomes (standards 9, 12 & 14). to commend the institution for the quality of the self-study process. the periodic review report is due june 1, 2014.||2009-06-25||https://www.msche.org/institution/0164/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
,Harford Community College,MSCHE,other,"To note the verification visit took place on August 4, 2023 to the main campus at 401 Thomas Run Road, Bel Air, MD 21015.",2023-10-31,,,,scraper_only,,https://www.msche.org/institution/0166/,,,"||harford community college||MSCHE||other||to note the verification visit took place on august 4, 2023 to the main campus at 401 thomas run road, bel air, md 21015.||2023-10-31||https://www.msche.org/institution/0166/||",,,FALSE,routine_or_non_reader_signal,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
,Harford Community College,MSCHE,other,To accept the Periodic Review Report and to reaffirm accreditation. The next evaluation visit is scheduled for 2021-2022.,2017-11-16,,,,scraper_only,,https://www.msche.org/institution/0166/,,,||harford community college||MSCHE||other||to accept the periodic review report and to reaffirm accreditation. the next evaluation visit is scheduled for 2021-2022.||2017-11-16||https://www.msche.org/institution/0166/||,,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
,Harford Community College,MSCHE,other,"To reaffirm accreditation. To commend the institution for the quality of the self-study process. The Periodic Review Report is due June 1, 2017.",2012-06-28,,,,scraper_only,,https://www.msche.org/institution/0166/,,,"||harford community college||MSCHE||other||to reaffirm accreditation. to commend the institution for the quality of the self-study process. the periodic review report is due june 1, 2017.||2012-06-28||https://www.msche.org/institution/0166/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
,Harford Community College,MSCHE,monitoring,"To accept the Periodic Review Report and to reaffirm accreditation. To request a monitoring report due October 1, 2009, documenting progress in the implementation of (1) a comprehensive institutional strategic plan, which links long-range planning with decision making and budgeting (Standard 2); (2) an organized, comprehensive, and sustained process for the assessment of institutional effectiveness and student learning outcomes, including the use of direct measures and evidence that assessment information is linked to strategic planning and used to improve teaching and learning. (Standards 7 and 14). The next evaluation visit is scheduled for 2011-2012.",2007-11-15,,,,scraper_only,,https://www.msche.org/institution/0166/,,,"||harford community college||MSCHE||monitoring||to accept the periodic review report and to reaffirm accreditation. to request a monitoring report due october 1, 2009, documenting progress in the implementation of (1) a comprehensive institutional strategic plan, which links long-range planning with decision making and budgeting (standard 2); (2) an organized, comprehensive, and sustained process for the assessment of institutional effectiveness and student learning outcomes, including the use of direct measures and evidence that assessment information is linked to strategic planning and used to improve teaching and learning. (standards 7 and 14). the next evaluation visit is scheduled for 2011-2012.||2007-11-15||https://www.msche.org/institution/0166/||",,,FALSE,outside_public_window,FALSE,,drop_from_public_table,FALSE,,other,raw_title,,raw_title
,Maryland University of Integrative Health,MSCHE,other,"To note that the United States Department of Education (USDE) has not yet approved the merger application. To note that the accreditation cease date of January 31, 2025, is no longer in effect and will be determined after USDE has approved the merger application. To waive Complex Substantive Change Procedures Section VIII.K.2.e.i-iii and to allow an extension to the one-year stipulation to implement the substantive change included in the scope of accreditation by the Commission action of January 25, 2024. To extend the due date of the implementation of the complex substantive change for up to one additional year, to January 25, 2026, to comply with the United States Department of Education (USDE) two-step change in ownership approval process. To note the Commission action of Notre Dame of Maryland University on January 25, 2025.",2025-01-25,,,,scraper_only,,https://www.msche.org/institution/0821/,,,"||maryland university of integrative health||MSCHE||other||to note that the united states department of education (usde) has not yet approved the merger application. to note that the accreditation cease date of january 31, 2025, is no longer in effect and will be determined after usde has approved the merger application. to waive complex substantive change procedures section viii.k.2.e.i-iii and to allow an extension to the one-year stipulation to implement the substantive change included in the scope of accreditation by the commission action of january 25, 2024. to extend the due date of the implementation of the complex substantive change for up to one additional year, to january 25, 2026, to comply with the united states department of education (usde) two-step change in ownership approval process. to note the commission action of notre dame of maryland university on january 25, 2025.||2025-01-25||https://www.msche.org/institution/0821/||",,,TRUE,closure_teachout_or_exit_signal,FALSE,,scraper_backed_keep,FALSE,,institutional_change_or_closure,raw_title,,raw_title
,Maryland University of Integrative Health,MSCHE,other,"To acknowledge receipt of the notification that the complex substantive change transaction for change in legal status, form of control, or ownership did not occur as anticipated on February 1, 2024. To acknowledge receipt of notification that the complex substantive change transaction occurred on February 5, 2024. To note that Notre Dame of Maryland University is the surviving institution.",2024-02-29,,,,scraper_only,,https://www.msche.org/institution/0821/,,,"||maryland university of integrative health||MSCHE||other||to acknowledge receipt of the notification that the complex substantive change transaction for change in legal status, form of control, or ownership did not occur as anticipated on february 1, 2024. to acknowledge receipt of notification that the complex substantive change transaction occurred on february 5, 2024. to note that notre dame of maryland university is the surviving institution.||2024-02-29||https://www.msche.org/institution/0821/||",,,FALSE,msche_procedural_admin,FALSE,,drop_from_public_table,FALSE,,institutional_change_or_closure,raw_title,,raw_title
