unitid,institution_name_raw,institution_state_raw,accreditor,action_type,action_label_raw,action_status,action_date,action_year,action_scope,source_url,source_title,notes,last_seen_at,source_page_url,source_page_modified,dapip_id,opeid,agency_id,program_id,sequential_id,action_id,action_code,justification_code,file_id,label_source,review_required,mapped_action_family,keep_reason,file_cache_path,file_text_path,parsed_reason_text,parsed_reason_source,parsed_reason_snippet,source_selection_specificity_score,source_selection_substantive_text_length
209603,Pacific Northwest College of Art,Oregon,"National Association of Schools of Art and Design, Commission on Accreditation",adverse_action,Voluntary Withdrawal Received,active,2022-07-11,2022,,,DAPIP Institutional Accreditation Action,Voluntary Withdrawal Received,2026-07-08 13:18:31.565063,https://ope.ed.gov/dapip/#/institution-profile/138345,,138345,,32,1,1,2,VR,10,0,dapip_action_description,FALSE,withdrawal_or_loss,public_action_code,,,Voluntary Withdrawal Received,raw_title,Voluntarily Surrendered Accreditation,0,29
209603,Pacific Northwest College of Art,Oregon,"National Association of Schools of Art and Design, Commission on Accreditation",adverse_action,Voluntary Withdrawal Received,active,2021-06-01,2021,,,DAPIP Institutional Accreditation Action,Voluntary Withdrawal Received,2026-07-08 13:18:31.595284,https://ope.ed.gov/dapip/#/institution-profile/138345,,138345,,32,1,1,3,VR,10,0,dapip_action_description,FALSE,withdrawal_or_loss,public_action_code,,,Voluntary Withdrawal Received,raw_title,Voluntarily Surrendered Accreditation,0,29
210304,Warner Pacific University,Oregon,Northwest Commission on Colleges and Universities,warning,"Accreditation Accept the Report, Issue a Sanction of Warning on Recommendation 2: Spring 2020 Evaluation of Institutional Effectiveness Status of Previous Recommendations Addressed in this Evaluation • Recommendation 2: Spring 2020 Evaluation of Institutional Effectiveness - Continued as Non-Compliant Recommendations Out of Compliance The Commission finds that the following Recommendations are areas where Warner Pacific University is out of compliance with the NWCCU Standards for Accreditation.",active,2024-07-12,2024,,,DAPIP Institutional Accreditation Action,Probation or Equivalent or a More Severe Status: Warning,2026-07-08 13:18:33.301784,https://ope.ed.gov/dapip/#/institution-profile/138530,,138530,,6,1,1,2,PW,6,18870,dapip_file_text,FALSE,warning,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/138530_action-2_file-18870.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/138530_action-2_file-18870.txt,"Accreditation Accept the Report, Issue a Sanction of Warning on Recommendation 2: Spring 2020 Evaluation of Institutional Effectiveness Status of Previous Recommendations Addressed in this Evaluation • Recommendation 2: Spring 2020 Evaluation of Institutional Effectiveness - Continued as Non-Compliant Recommendations Out of Compliance The Commission finds that the following Recommendations are areas where Warner Pacific University is out of compliance with the NWCCU Standards for Accreditation.",pdf_body,Placed on Warning,0,499
210492,Bryn Athyn College of the New Church,Pennsylvania,Middle States Commission on Higher Education,removed,Accreditation Reaffirmed:  Warning Removed,resolved,2026-03-12,2026,,,DAPIP Institutional Accreditation Action,Accreditation Reaffirmed: Warning Removed,2026-07-08 13:18:34.50514,https://ope.ed.gov/dapip/#/institution-profile/138655,,138655,,1,1,1,7,WR,10,0,dapip_action_description,FALSE,removed,public_action_code,,,Accreditation Reaffirmed:  Warning Removed,raw_title,Warning removed,0,41
210492,Bryn Athyn College of the New Church,Pennsylvania,Middle States Commission on Higher Education,warning,To note that the institution remains accredited while on warning.,active,2025-03-13,2025,,,DAPIP Institutional Accreditation Action,Probation or Equivalent or a More Severe Status: Warning,2026-07-08 13:18:34.563784,https://ope.ed.gov/dapip/#/institution-profile/138655,,138655,,1,1,1,6,PW,1,21232,dapip_file_text,FALSE,warning,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/138655_action-6_file-21232.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/138655_action-6_file-21232.txt,"March 17, 2025 Mr. Sean Connelly President Bryn Athyn College of the New Church P. O. Box 717 2965 College Drive Bryn Athyn, PA 19009-0717 Notification of Non-Compliance Action Dear President Connelly: On behalf of the Middle States Commission on Higher Education, I am writing to inform you that on March 13, 2025, the Commission acted as follows: To acknowledge receipt of the supplemental information report requested by Commission action of June 27, 2024. To note the follow-up team visit by Commission representatives to the main campus at 2965 College Drive, Bryn Athyn, PA 19009. To warn the institution that its accreditation may be in jeopardy because of insufficient evidence that the institution is currently in compliance with Standard VII (Governance, Leadership, and Administration). To note that the institution remains accredited while on Warning. To note further that federal regulations limit the period during which an institution may be in non-compliance, which starts on March 13, 2025. To request a monitoring report due October 1, 2025, demonstrating evidence that the institution has achieved and can sustain ongoing compliance with Standard VII (Governance, Leadership, and Administration), including but not limited to evidence (1) that the institution is governed and administered in a manner that allows it to realize its stated mission and goals in a way that effectively benefits the institution, its students, and the other constituencies it serves, and it operates as an academic institution with appropriate autonomy (Standard VII and Related Entities Policy and Procedures); (2) of a legally constituted governing body that has sufficient diversity, independence, and expertise to ensure the integrity of the institution (Standard VII); (3) of a governing body that appoints and regularly evaluates the performance of the Chief Executive Officer (Standard VII); and (4) of a governing body where a majority of members have no employment, family, ownership, or other personal financial interest in the institution (Standard VII) (Fourteenth Edition and Evidence Expectations by Standard Guidelines). To request that the monitoring report also include further evidence of clearly defined mission and goals that guide faculty, administration, staff, and governing structures in making decisions related to planning, resource allocation, program and curricular development, and the definition of institutional and educational outcomes (Standard I). To remind the institution that it must make freely available to the Commission accurate, fair, and complete information on all aspects of the institution and its operations (Standard VII). To direct a follow-up team visit following submission of the monitoring report. To direct a prompt Commission liaison guidance visit to discuss Commission expectations. The date of the next evaluation will be determined upon reaffirmation of accreditation. This action is a non-compliance action. An explanation of this type of action is provided in the Commission's accreditation Actions Policy and Procedures. If any of the information contained within the action appears to be factually incorrect, please send an email within 60 calendar days of the date of the action to actions@msche.org. Pursuant to the Commission’s Communication in the accreditation Process Policy and Procedures, this letter serves as the Commission’s official notification of this action. This accreditation action will be publicly available on the Commission’s website within 24 hours of informing the institution. In accordance with policy and federal regulation, the Commission provides notification of non-compliance actions to the United States Secretary of Education, the appropriate state or other licensing or authorizing agency, and the appropriate accrediting agencies at the same time it notifies the institution, but no later than 30 days after it takes the action. Commission policy and procedures allow for the submission of an optional institutional statement, which will be posted on the Commission’s website, in response to the above non- compliance action. Any institutional statement must be on institutional letterhead, signed by an authorized representative of the institution, and submitted as a PDF document. Because the institutional statement will be posted publicly, it is important that the institutional statement address the accreditation issue and avoid issues that are not relevant to the action. Hyperlinks are not permitted to be used. The submission of an optional institutional statement must be sent to actions@msche.org within 60 calendar days from the date of the action. Pursuant to the Commission’s Public Disclosures Policy and Procedures and federal regulation 34 CFR § 602.26(b), the institution is required to publicly disclose an accurate representation of its current accreditation phase and accreditation status with the Commission, which you will find on the institution’s Statement of accreditation Status (SAS) at the Commission’s website. The institution is required to publicly disclose non-compliance and adverse actions. The Commission provides procedures and a sample statement for this disclosure in the Public Disclosures Policy and Procedures which must be implemented within seven calendar days of this notification where accreditation is referenced on the institution’s website and wherever accreditation is referenced in publications. It is critical for the institution to review and understand the Commission’s policies and procedures which will explain the Commission’s actions and the institution’s accreditation status: 2 accreditation Actions Policy and Procedures accreditation Review Cycle and Monitoring Policy and Procedures Communication in the accreditation Process Policy and Procedures Public Disclosures Policy and Procedures Standards for accreditation and Requirements of Affiliation For questions about the Commission’s actions, please contact the institution’s assigned Commission staff liaison. Questions from the public about the institution’s accreditation phase or accreditation status can be directed to communications@msche.org. For additional information, visit www.msche.org. Sincerely, Heather F. Perfetti, J.D., Ed.D. President 3",pdf_body,"Placed on Warning because of insufficient evidence of compliance with Standard VII (Governance, Leadership, and Administration)",9,6263
210492,Bryn Athyn College of the New Church,Pennsylvania,Middle States Commission on Higher Education,removed,Accreditation Reaffirmed:  Warning Removed,resolved,2023-06-22,2023,,,DAPIP Institutional Accreditation Action,Accreditation Reaffirmed: Warning Removed,2026-07-08 13:18:34.641323,https://ope.ed.gov/dapip/#/institution-profile/138655,,138655,,1,1,1,5,WR,10,0,dapip_action_description,FALSE,removed,public_action_code,,,Accreditation Reaffirmed:  Warning Removed,raw_title,Warning removed,0,41
210492,Bryn Athyn College of the New Church,Pennsylvania,Middle States Commission on Higher Education,warning,To note that the institution remains accredited while on warning.,active,2022-06-23,2022,,,DAPIP Institutional Accreditation Action,Probation or Equivalent or a More Severe Status: Warning,2026-07-08 13:18:34.699355,https://ope.ed.gov/dapip/#/institution-profile/138655,,138655,,1,1,1,4,PW,1,13384,dapip_file_text,FALSE,warning,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/138655_action-4_file-13384.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/138655_action-4_file-13384.txt,"June 24, 2022 Mr. Brian G. Blair President Bryn Athyn College of the New Church P. O. Box 717 2965 College Drive Bryn Athyn, PA 19009-0717 Notification of Non-Compliance Action Dear Mr. Blair: On behalf of the Middle States Commission on Higher Education, I am writing to inform you that on June 23, 2022, the Commission acted as follows: To acknowledge receipt of the self-study report. To note that the institution hosted a virtual site visit in lieu of an on-site visit in accordance with the United States Department of Education (USDE) guidelines published March 17, 2020. To warn the institution that its accreditation may be in jeopardy because of insufficient evidence that the institution is currently in compliance with Standard I (Mission and Goals) and VII (Governance, Leadership, and Administration). To note that the institution remains accredited while on Warning. To note further that federal regulations limit the period during which an institution may be in non- compliance. To request a monitoring report due March 1, 2023, demonstrating evidence that the institution has achieved and can sustain ongoing compliance with Standards I and VII, including but not limited to (1) how its mission is linked to institutional goals and how such linkages guide institutional stakeholders in planning and decision making (Standard I) and (2) a governance structure that allows it to realize its stated mission and goals in a way that benefits the institution, its students and the constituencies it serves (Standard VII). To request that the monitoring report also provide further evidence documenting (1) the development and implementation of organized and systematic assessments that evaluate the extent of student achievement (Standard V); (2) demonstrated and documented use of assessment results to improve educational effectiveness (Standard V); (3) enrollment management planning linked to budget development (Standard VI); and (4) the development and implementation of organized and systematic assessments that evaluate institutional effectiveness (Standard VI). To direct a follow-up team visit following submission of the monitoring report. To note the visit may also fulfill the verification requirements of the USDE guidelines. To direct a prompt Commission liaison guidance visit to discuss the Commission’s expectations. Upon reaffirmation of accreditation, the next evaluation visit is scheduled for 2029-2030. This action is a non-compliance action. An explanation of this type of action is provided in the Commission's accreditation Actions Policy and Procedures. If any of the information contained within the action appears to be factually incorrect, please send an email within 60 calendar days of the date of the action to actions@msche.org. Pursuant to the Commission’s Communication in the accreditation Process Policy and Procedures, this letter serves as the Commission’s official notification of this action. This accreditation action will be publicly available on the Commission’s website within 24 hours of informing the institution. In accordance with policy and federal regulation, the Commission provides notification of non-compliance actions to the United States Secretary of Education, the appropriate state or other licensing or authorizing agency, and the appropriate accrediting agencies at the same time it notifies the institution, but no later than 30 days after it takes the action. Commission policy and procedures allow for the submission of an optional institutional statement, which will be posted on the Commission’s website, in response to the above non- compliance action. Any institutional statement must be on institutional letterhead, signed by an authorized representative of the institution, and submitted as a PDF document. Because the institutional statement will be posted publicly, it is important that the institutional statement address the accreditation issue and avoid issues that are not relevant to the action. Hyperlinks are not permitted to be used. The submission of an optional institutional statement must be sent to actions@msche.org within 60 calendar days from the date of the action. Pursuant to the Commission’s Public Disclosures Policy and Procedures and federal regulation 34 CFR § 602.26(b), the institution is required to publicly disclose an accurate representation of its current accreditation phase and accreditation status with the Commission, which you will find on the institution’s Statement of accreditation Status (SAS) at the Commission’s website. The institution is required to publicly disclose non-compliance and adverse actions. The Commission provides procedures and a sample statement for this disclosure in the Public Disclosures Policy and Procedures which must be implemented within seven calendar days of this notification where accreditation is referenced on the institution’s website and wherever accreditation is referenced in publications. It is critical for the institution to review and understand the Commission’s policies and procedures which will explain the Commission’s actions and the institution’s accreditation status: accreditation Actions Policy and Procedures accreditation Review Cycle and Monitoring Policy and Procedures Communication in the accreditation Process Policy and Procedures 2 Public Disclosures Policy and Procedures Standards for accreditation and Requirements of Affiliation For questions about the Commission’s actions, please contact the institution’s assigned Commission staff liaison. Questions from the public about the institution’s accreditation phase or accreditation status can be directed to communications@msche.org. For additional information, visit www.msche.org. Sincerely, Heather F. Perfetti, J.D., Ed.D. President 3",pdf_body,Placed on Warning because of insufficient evidence of compliance with Standard I (Mission and Goals),9,5774
210669,Allegheny College,Pennsylvania,Middle States Commission on Higher Education,removed,Accreditation Reaffirmed:  Warning Removed,resolved,2024-06-27,2024,,,DAPIP Institutional Accreditation Action,Accreditation Reaffirmed: Warning Removed,2026-07-08 13:18:35.577575,https://ope.ed.gov/dapip/#/institution-profile/138716,,138716,,1,1,1,3,WR,10,0,dapip_action_description,FALSE,removed,public_action_code,,,Accreditation Reaffirmed:  Warning Removed,raw_title,Warning removed,0,41
210669,Allegheny College,Pennsylvania,Middle States Commission on Higher Education,warning,To note that the institution remains accredited while on warning.,active,2023-06-22,2023,,,DAPIP Institutional Accreditation Action,Probation or Equivalent or a More Severe Status: Warning,2026-07-08 13:18:35.636069,https://ope.ed.gov/dapip/#/institution-profile/138716,,138716,,1,1,1,2,PW,1,16107,dapip_file_text,FALSE,warning,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/138716_action-2_file-16107.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/138716_action-2_file-16107.txt,"June 29, 2023 Dr. Ronald Cole President Allegheny College 520 North Main Street Meadville, PA 16335 Notification of Non-Compliance Action Dear Dr. Cole: On behalf of the Middle States Commission on Higher Education, I am writing to inform you that on June 22, 2023, the Commission acted as follows: To acknowledge receipt of the self-study report. To note the on-site evaluation visit by the Commission's representatives to the main campus at 520 North Main Street, Meadville, PA 16335 on March 26-29, 2023. To warn the institution that its accreditation may be in jeopardy because of insufficient evidence that the institution is currently in compliance with Standard V (Educational Effectiveness Assessment). To note that the institution remains accredited while on Warning. To note further that federal regulations limit the period during which an institution may be in non-compliance, which started on June 22, 2023. To request a monitoring report, due January 16, 2024, demonstrating evidence that the institution has achieved and can sustain ongoing compliance with Standard V (Educational Effectiveness Assessment), including but not limited to (1) clearly stated educational goals at the institutional and degree/program levels, which are interrelated with one another, with relevant educational experiences, and with the institution's mission. (Standard V); (2) student learning programs are characterized by coherence and appropriate assessment of student achievement throughout its educational offerings, at both institutional and program levels, with evidence that faculty and appropriate institutional stakeholders have considered and used assessment results to improve teaching and learning (Standard V); (3) the development and implementation of organized and systematic assessments that evaluate the extent of student achievement in general education (Standard V); (4) sufficient support to sustain the assessment of student achievement and to communicate results of assessment to stakeholders (Standard V); and (5) periodic assessment of the effectiveness of assessment processes utilized by the institution for the improvement of educational effectiveness (Standard V). To direct a follow-up team visit following submission of the monitoring report. To direct a prompt Commission liaison guidance visit to discuss the Commission's expectations. Upon reaffirmation of accreditation, the next evaluation visit is scheduled for 2030-2031. This action is a non-compliance action. An explanation of this type of action is provided in the Commission's accreditation Actions Policy and Procedures. Please note that this action reflects evaluation using the Standards for accreditation and Requirements of Affiliation (Thirteenth Edition); however, future reporting and evaluation will require use of the Standards for accreditation and Requirements of Affiliation (Fourteenth Edition). If any of the information contained within the action appears to be factually incorrect, please send an email within 60 calendar days of the date of the action to actions@msche.org. Pursuant to the Commission’s Communication in the accreditation Process Policy and Procedures, this letter serves as the Commission’s official notification of this action. This accreditation action will be publicly available on the Commission’s website within 24 hours of informing the institution. In accordance with policy and federal regulation, the Commission provides notification of non-compliance actions to the United States Secretary of Education, the appropriate state or other licensing or authorizing agency, and the appropriate accrediting agencies at the same time it notifies the institution, but no later than 30 days after it takes the action. Commission policy and procedures allow for the submission of an optional institutional statement, which will be posted on the Commission’s website, in response to the above non- compliance action. Any institutional statement must be on institutional letterhead, signed by an authorized representative of the institution, and submitted as a PDF document. Because the institutional statement will be posted publicly, it is important that the institutional statement address the accreditation issue and avoid issues that are not relevant to the action. Hyperlinks are not permitted to be used. The submission of an optional institutional statement must be sent to actions@msche.org within 60 calendar days from the date of the action. Pursuant to the Commission’s Public Disclosures Policy and Procedures and federal regulation 34 CFR § 602.26(b), the institution is required to publicly disclose an accurate representation of its current accreditation phase and accreditation status with the Commission, which you will find on the institution’s Statement of accreditation Status (SAS) at the Commission’s website. The institution is required to publicly disclose non-compliance and adverse actions. The Commission provides procedures and a sample statement for this disclosure in the Public Disclosures Policy and Procedures which must be implemented within seven calendar days of this notification where accreditation is referenced on the institution’s website and wherever accreditation is referenced in publications. It is critical for the institution to review and understand the Commission’s policies and procedures which will explain the Commission’s actions and the institution’s accreditation status: accreditation Actions Policy and Procedures accreditation Review Cycle and Monitoring Policy and Procedures Communication in the accreditation Process Policy and Procedures Public Disclosures Policy and Procedures Standards for accreditation and Requirements of Affiliation 2 For questions about the Commission’s actions, please contact the institution’s assigned Commission staff liaison. Questions from the public about the institution’s accreditation phase or accreditation status can be directed to communications@msche.org. For additional information, visit www.msche.org. Sincerely, Heather F. Perfetti, J.D., Ed.D. President 3",pdf_body,Placed on Warning because of insufficient evidence of compliance with Standard V (Educational Effectiveness Assessment),9,6080
211088,Arcadia University,Pennsylvania,Middle States Commission on Higher Education,warning,To note that the institution remains accredited while on warning.,active,2019-06-27,2019,,,DAPIP Institutional Accreditation Action,Probation or Equivalent or a More Severe Status: Warning,2026-07-08 13:18:36.600847,https://ope.ed.gov/dapip/#/institution-profile/138877,,138877,,1,1,1,1,PW,1,4936,dapip_file_text,FALSE,warning,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/138877_action-1_file-4936.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/138877_action-1_file-4936.txt,"June 28, 2019 Dr. Ajay Nair President Arcadia University 450 South Easton Road Glenside, PA 19038-3295 Dear Dr. Nair: On behalf of the Middle States Commission on Higher Education, I am writing to inform you that on June 27, 2019, the Commission acted as follows: To acknowledge receipt of the self-study report. To note the visit by the Commission’s representatives. To warn the institution that its accreditation may be in jeopardy because of insufficient evidence that the institution is currently in compliance with Standard VI (Planning, resources, and Institutional Improvement) and Requirement of Affiliation 10. To note that the institution remains accredited while on Warning. To note further that federal regulations limit the period during which an institution may be in non-compliance to two years. To request a monitoring report due, March 1, 2020, demonstrating evidence that the institution has achieved and can sustain ongoing compliance with Standard VI and Requirement of Affiliation 10, including but not limited to (1) clearly documented and communicated planning and improvement processes that provide for constituent participation, (2) clearly stated institutional and unit-level objectives that are linked to mission, reflect conclusions drawn from assessment results and are used for resource allocation, and (3) periodic assessment of the effectiveness of planning, resource allocation, and institutional renewal. To direct a follow-up team visit following submission of the monitoring report. To direct a prompt Commission liaison guidance visit to discuss the Commission's expectations. Upon reaffirmation of accreditation, the next evaluation visit is scheduled for 2026-2027. This action is a non-compliance action and includes a request for a monitoring report and follow- up team visit. An explanation of this type of action is provided in the Commission's accreditation Actions Policy and Procedures. If any of the information contained within the action appears to be factually incorrect, please send an email within 60 calendar days of the date of the action to actions@msche.org. Pursuant to the Commission’s Communication in the accreditation Process Policy and Procedures, this letter serves as the Commission’s official notification of this action. This accreditation action will be publicly available on the Commission’s website within 24 hours of informing the institution. In accordance with policy and federal regulation, the Commission provides notification of non-compliance actions to the United States Secretary of Education, the appropriate state or other licensing or authorizing agency, and the appropriate accrediting agencies at the same time it notifies the institution, but no later than 30 days after it takes the action. Commission policy and procedures allow for the submission of an optional institutional statement, which will be posted on the Commission’s website, in response to the above non-compliance action. Any institutional statement must be on institutional letterhead, signed by an authorized representative of the institution, and submitted as a PDF document. Because the institutional statement will be posted publicly, it is important that the institutional statement address the accreditation issue and avoid issues that are not relevant to the action. Hyperlinks are not permitted to be used. The submission of an optional institutional statement must be sent to actions@msche.org within 60 calendar days from the date of the action. The following resources provide additional information that may be helpful to understanding the Commission’s actions and the institution’s accreditation status: accreditation Actions Policy and Procedures accreditation Review Cycle and Monitoring Policy and Procedures Communication in the accreditation Process Policy and Procedures For questions about the Commission’s actions, please contact the institution’s assigned Commission staff liaison. Questions from the public about the institution’s accreditation phase or accreditation status can be directed to communications@msche.org. Sincerely, Elizabeth H. Sibolski, Ph.D. President",pdf_body,"Placed on Warning because of insufficient evidence of compliance with Standard VI (Planning, Resources, and Institutional Improvement)",9,4143
211583,Chestnut Hill College,Pennsylvania,Middle States Commission on Higher Education,removed,Accreditation Reaffirmed:  Warning Removed,resolved,2024-06-27,2024,,,DAPIP Institutional Accreditation Action,Accreditation Reaffirmed: Warning Removed,2026-07-08 13:18:38.9892,https://ope.ed.gov/dapip/#/institution-profile/139126,,139126,,1,1,1,10,WR,10,0,dapip_action_description,FALSE,removed,public_action_code,,,Accreditation Reaffirmed:  Warning Removed,raw_title,Warning removed,0,41
211583,Chestnut Hill College,Pennsylvania,Middle States Commission on Higher Education,warning,To note that the institution remains accredited while on warning.,active,2023-06-22,2023,,,DAPIP Institutional Accreditation Action,Probation or Equivalent or a More Severe Status: Warning,2026-07-08 13:18:39.108867,https://ope.ed.gov/dapip/#/institution-profile/139126,,139126,,1,1,1,8,PW,1,16108,dapip_file_text,FALSE,warning,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/139126_action-8_file-16108.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/139126_action-8_file-16108.txt,"June 29, 2023 Dr. William W. Latimer President Chestnut Hill College 9601 Germantown Avenue Philadelphia, PA 19118-2693 Notification of Non-Compliance Action Dear Dr. Latimer: On behalf of the Middle States Commission on Higher Education, I am writing to inform you that on June 22, 2023, the Commission acted as follows: To acknowledge receipt of the self-study report. To note the on-site evaluation visit by the Commission’s representatives to the main campus at 9601 Germantown Avenue, Philadelphia, PA 19118 on March 26-29, 2023. To note the following additional location was visited: 101 College Drive, Pottstown, PA 19464. To warn the institution that its accreditation may be in jeopardy because of insufficient evidence that the institution is currently in compliance with Standard V (Educational Effectiveness Assessment). To note that the institution remains accredited while on Warning. To note further that federal regulations limit the period during which an institution may be in non-compliance, which starts on June 22, 2023. To request a monitoring report due January 16, 2024, demonstrating evidence that the institution has achieved and can sustain ongoing compliance with Standard V, including but not limited to (1) clearly stated educational goals at the institutional and degree/program levels, which are interrelated with one another, with relevant educational experiences, and with the institution’s mission (Standard V); (2) student learning programs that are characterized by coherence and appropriate assessment of student achievement throughout its educational offerings, at both institutional and program levels, with evidence that faculty and appropriate institutional stakeholders have considered and used assessment results to improve teaching and learning (Standard V); and (3) sufficient support to sustain the assessment of student achievement and to communicate results of assessment to stakeholders (Standard V). To request that the monitoring report also provide further evidence of (1) processes to disaggregate and analyze student achievement data, including retention and graduation rates, to inform and implement strategies that improve outcomes for all student populations (Standard IV); (2) sufficiency of resources to fulfill its mission and goals and to support its educational purposes and programs (Standard VI and former Requirement of Affiliation 11); (3) sufficiency of planning and budgeting processes to fulfill its mission and goals, including enrollment management planning, and to support its educational purposes and programs (Standard VI); and (4) clearly stated, aligned, and coherent institutional and unit objectives, with evidence of the implementation of a systematic, organized, and sustained assessment process demonstrating that institutional and unit stakeholders have considered and used assessment results in planning, budgeting, and the improvement of institutional and unit effectiveness (Standard VI). To direct a follow-up team visit following submission of the monitoring report. To direct a prompt Commission liaison guidance visit to discuss the Commission’s expectations. Upon reaffirmation of accreditation, the next evaluation visit is scheduled for 2030-2031. This action is a non-compliance action. An explanation of this type of action is provided in the Commission's accreditation Actions Policy and Procedures. Please note that this action reflects evaluation using the Standards for accreditation and Requirements of Affiliation (Thirteenth Edition); however, future reporting and evaluation will require use of the Standards for accreditation and Requirements of Affiliation (Fourteenth Edition). If any of the information contained within the action appears to be factually incorrect, please send an email within 60 calendar days of the date of the action to actions@msche.org. Pursuant to the Commission’s Communication in the accreditation Process Policy and Procedures, this letter serves as the Commission’s official notification of this action. This accreditation action will be publicly available on the Commission’s website within 24 hours of informing the institution. In accordance with policy and federal regulation, the Commission provides notification of non-compliance actions to the United States Secretary of Education, the appropriate state or other licensing or authorizing agency, and the appropriate accrediting agencies at the same time it notifies the institution, but no later than 30 days after it takes the action. Commission policy and procedures allow for the submission of an optional institutional statement, which will be posted on the Commission’s website, in response to the above non- compliance action. Any institutional statement must be on institutional letterhead, signed by an authorized representative of the institution, and submitted as a PDF document. Because the institutional statement will be posted publicly, it is important that the institutional statement address the accreditation issue and avoid issues that are not relevant to the action. Hyperlinks are not permitted to be used. The submission of an optional institutional statement must be sent to actions@msche.org within 60 calendar days from the date of the action. Pursuant to the Commission’s Public Disclosures Policy and Procedures and federal regulation 34 CFR § 602.26(b), the institution is required to publicly disclose an accurate representation of its current accreditation phase and accreditation status with the Commission, which you will find on the institution’s Statement of accreditation Status (SAS) at the Commission’s website. The institution is required to publicly disclose non-compliance and adverse actions. The Commission provides procedures and a sample statement for this disclosure in the Public Disclosures Policy and Procedures which must be implemented within seven calendar days of this notification where accreditation is referenced on the institution’s website and wherever accreditation is referenced in publications. 2 It is critical for the institution to review and understand the Commission’s policies and procedures which will explain the Commission’s actions and the institution’s accreditation status: accreditation Actions Policy and Procedures accreditation Review Cycle and Monitoring Policy and Procedures Communication in the accreditation Process Policy and Procedures Public Disclosures Policy and Procedures Standards for accreditation and Requirements of Affiliation For questions about the Commission’s actions, please contact the institution’s assigned Commission staff liaison. Questions from the public about the institution’s accreditation phase or accreditation status can be directed to communications@msche.org. For additional information, visit www.msche.org. Sincerely, Heather F. Perfetti, J.D., Ed.D. President 3",pdf_body,Placed on Warning because of insufficient evidence of compliance with Standard V (Educational Effectiveness Assessment),9,6867
211608,Cheyney University of Pennsylvania,Pennsylvania,Middle States Commission on Higher Education,removed,Accreditation Reaffirmed: Probation Removed,resolved,2024-06-27,2024,,,DAPIP Institutional Accreditation Action,Accreditation Reaffirmed: Probation Removed,2026-07-08 13:18:39.793184,https://ope.ed.gov/dapip/#/institution-profile/139135,,139135,,1,1,1,10,PR,10,0,dapip_action_description,FALSE,removed,public_action_code,,,Accreditation Reaffirmed: Probation Removed,raw_title,Probation removed,0,43
211608,Cheyney University of Pennsylvania,Pennsylvania,Middle States Commission on Higher Education,probation,"To place the institution on probation and note that the institution's accreditation is in jeopardy because of insufficient evidence that the institution is currently in compliance with Standard II (Ethics and Integrity), Standard III (Design and Delivery of the Student Learning Experience), Standard VI (Planning, Resources, and Institutional Improvement), and former Requirements of Affiliation 5 and 11.",active,2023-11-16,2023,,,DAPIP Institutional Accreditation Action,Probation or Equivalent or a More Severe Status: Probation,2026-07-08 13:18:39.858187,https://ope.ed.gov/dapip/#/institution-profile/139135,,139135,,1,1,1,9,P,1,17291,dapip_file_text,FALSE,probation,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/139135_action-9_file-17291.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/139135_action-9_file-17291.txt,"To place the institution on probation and note that the institution's accreditation is in jeopardy because of insufficient evidence that the institution is currently in compliance with Standard II (Ethics and Integrity), Standard III (Design and Delivery of the Student Learning Experience), Standard VI (Planning, Resources, and Institutional Improvement), and former Requirements of Affiliation 5 and 11.",pdf_body,"Placed on Probation for insufficient evidence of compliance with Standard II (Ethics and Integrity), Standard III (Design and Delivery of the Student Learning Experience), and Standard VI (Planning, Resources, and Institutional Improvement) and former Requirements of Affiliation 5 and 11",9,406
