unitid,institution_name_raw,institution_name_normalized,institution_state_raw,institution_state_normalized,tracker_name,tracker_state,match_method,accreditor,action_type,action_label_raw,action_status,action_date,action_year,action_scope,accreditation_warning,accreditation_warning_or_notice,source_url,source_title,notes,source_page_url,source_page_modified,last_seen_at,institution_name,year,control_label,sector,level,urbanization,category,state,city,enrollment_pct_change_5yr,revenue_pct_change_5yr,revenue_decreased_5yr,enrollment_decreased_5yr,revenue_10pct_drop_last_3_of_5,enrollment_decline_last_3_of_5,ended_2024_at_loss,losses_last_3_of_5,loss_years_last_10,net_tuition_per_fte_change_5yr,tuition_dependence_pct,state_funding_pct_core_revenue,federal_grants_contracts_pell_adjusted_pct_core_revenue,pct_international_all,staff_total_headcount_pct_change_5yr,discount_pct_change_5yr,endowment_pct_change_5yr,liquidity,leverage
,Alliance University,alliance university,New York,New York,,,unmatched,MSCHE,adverse_action,"To acknowledge receipt of the substantive change request for institutional closure required by Commission action of August 24, 2023. To reject the substantive change request for institutional closure because the quality and substance of the substantive change request were insufficient to permit Commission review. To note the institution closed on August 31, 2023, while on adverse action status, without prior approval and without an approved teach-out plan. To acknowledge receipt of the Closed School Notice from the Office of Federal Student Aid, effective August 25, 2023. To note the Commission has been unable to verify (1) the disposition of assets and facilities (Substantive Change Policy and Procedures) and (2) an orderly closure of the institution (Substantive Change Policy and Procedures and Requirement of Affiliation 2. To note Alliance University's accreditation ceased effective August 31, 2023 for the institution and all of its locations. As of September 1, Alliance University is no longer accredited by the Middle States Commission on Higher Education.",active,2023-09-25,2023,,FALSE,FALSE,https://www.msche.org/institution/0363/,MSCHE Statement of Accreditation Status - Alliance University,"To acknowledge receipt of the substantive change request for institutional closure required by Commission action of August 24, 2023. To reject the substantive change request for institutional closure because the quality and substance of the substantive change request were insufficient to permit Commission review. To note the institution closed on August 31, 2023, while on adverse action status, without prior approval and without an approved teach-out plan. To acknowledge receipt of the Closed School Notice from the Office of Federal Student Aid, effective August 25, 2023. To note the Commission has been unable to verify (1) the disposition of assets and facilities (Substantive Change Policy and Procedures) and (2) an orderly closure of the institution (Substantive Change Policy and Procedures and Requirement of Affiliation 2. To note Alliance University's accreditation ceased effective August 31, 2023 for the institution and all of its locations. As of September 1, Alliance University is no longer accredited by the Middle States Commission on Higher Education.",https://www.msche.org/institution/0363/,2026-06-30,2026-07-01 13:46:39.04451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alliance University,alliance university,New York,New York,,,unmatched,MSCHE,adverse_action,"To acknowledge receipt of the updated teach-out plan directed by Commission action of June 22, 2023. To reject the teach-out plan because it failed to account for all students at all locations. To approve the teach-out agreements with: (1) Bard College (Annandale-on-Hudson, NY); (2) Crown College (Saint Bonifacius, MN); and (3) Indiana Wesleyan University (Marion, IN). To reject the teach-out agreement with Seminario Evangelico de Puerto Rico, San Juan, PR, because the institution is not in good standing with an accrediting agency recognized by the USDE (Teach-Out and Agreements Policy and Procedures). To note that Houghton University, Houghton, NY has been designated as the final repository of all Alliance University student records. To note that students may obtain academic records at Houghton University, One Willard Ave. P.O. Box 128, Houghton, NY 14744. To note that accreditation for the institution and all of its locations will cease on August 31, 2023.",active,2023-08-24,2023,,FALSE,FALSE,https://www.msche.org/institution/0363/,MSCHE Statement of Accreditation Status - Alliance University,"To acknowledge receipt of the updated teach-out plan directed by Commission action of June 22, 2023. To reject the teach-out plan because it failed to account for all students at all locations. To approve the teach-out agreements with: (1) Bard College (Annandale-on-Hudson, NY); (2) Crown College (Saint Bonifacius, MN); and (3) Indiana Wesleyan University (Marion, IN). To reject the teach-out agreement with Seminario Evangelico de Puerto Rico, San Juan, PR, because the institution is not in good standing with an accrediting agency recognized by the USDE (Teach-Out and Agreements Policy and Procedures). To note that Houghton University, Houghton, NY has been designated as the final repository of all Alliance University student records. To note that students may obtain academic records at Houghton University, One Willard Ave. P.O. Box 128, Houghton, NY 14744. To note that accreditation for the institution and all of its locations will cease on August 31, 2023.",https://www.msche.org/institution/0363/,2026-06-30,2026-07-01 13:46:39.04451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alliance University,alliance university,New York,New York,,,unmatched,MSCHE,other,"To acknowledge receipt of the supplemental information report directed by Commission action of June 22, 2023. To reject the supplemental information report because the quality and substance of the report were insufficient to permit Commission review. To note that the institution violated the conditions set by the Commission action of June 22, 2023. To note that the institution failed to submit the required substantive change request for institutional closure, as directed by Commission action of July 27, 2023. To note that the institution has failed to meet its membership responsibilities (Dues and Fees Policy and Procedures and Bylaws 4.04). To require the substantive change request for institutional closure due September 6, 2023. To note that accreditation for the institution and all of its locations will cease on August 31, 2023. To acknowledge receipt of the notification dated August 16, 2023, of the institution's request to voluntarily surrender accreditation and terminate membership. To reject the institution's request to voluntarily surrender its accreditation and membership.",active,2023-08-24,2023,,FALSE,FALSE,https://www.msche.org/institution/0363/,MSCHE Statement of Accreditation Status - Alliance University,"To acknowledge receipt of the supplemental information report directed by Commission action of June 22, 2023. To reject the supplemental information report because the quality and substance of the report were insufficient to permit Commission review. To note that the institution violated the conditions set by the Commission action of June 22, 2023. To note that the institution failed to submit the required substantive change request for institutional closure, as directed by Commission action of July 27, 2023. To note that the institution has failed to meet its membership responsibilities (Dues and Fees Policy and Procedures and Bylaws 4.04). To require the substantive change request for institutional closure due September 6, 2023. To note that accreditation for the institution and all of its locations will cease on August 31, 2023. To acknowledge receipt of the notification dated August 16, 2023, of the institution's request to voluntarily surrender accreditation and terminate membership. To reject the institution's request to voluntarily surrender its accreditation and membership.",https://www.msche.org/institution/0363/,2026-06-30,2026-07-01 13:46:39.04451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alliance University,alliance university,New York,New York,,,unmatched,MSCHE,adverse_action,"To acknowledge receipt of notification on July 1, 2023, of the institution's intention to close. To require that the institution submit a substantive change request for institutional closure by August 15, 2023. To further note that the substantive change request for institutional closure is required by the Commission's Substantive Change Policy and Procedures and Substantive Change Guidelines. To note that the date accreditation will cease will be determined following the substantive change request due on August 15, 2023. To note the Commission actions of June 22, 2023.",active,2023-07-27,2023,,FALSE,FALSE,https://www.msche.org/institution/0363/,MSCHE Statement of Accreditation Status - Alliance University,"To acknowledge receipt of notification on July 1, 2023, of the institution's intention to close. To require that the institution submit a substantive change request for institutional closure by August 15, 2023. To further note that the substantive change request for institutional closure is required by the Commission's Substantive Change Policy and Procedures and Substantive Change Guidelines. To note that the date accreditation will cease will be determined following the substantive change request due on August 15, 2023. To note the Commission actions of June 22, 2023.",https://www.msche.org/institution/0363/,2026-06-30,2026-07-01 13:46:39.04451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alliance University,alliance university,New York,New York,,,unmatched,MSCHE,other,"To approve the teach-out agreements with: (1) Iona University, New Rochelle, NY and (2) Queens College of the City University of New York, Queens, NY.",active,2023-07-27,2023,,FALSE,FALSE,https://www.msche.org/institution/0363/,MSCHE Statement of Accreditation Status - Alliance University,"To approve the teach-out agreements with: (1) Iona University, New Rochelle, NY and (2) Queens College of the City University of New York, Queens, NY.",https://www.msche.org/institution/0363/,2026-06-30,2026-07-01 13:46:39.04451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alliance University,alliance university,New York,New York,,,unmatched,MSCHE,adverse_action,"To note the institution received the notification of adverse action of June 26, 2023, and a hardcopy of the action notification with delivery confirmation on June 26, 2023. To acknowledge receipt of the institution's Acknowledgement of Adverse Action and Waiver of the Right to Appeal on June 29, 2023. To note the acknowledgement was timely received, and that the institution chooses to waive the right to an appeal. To note that a waiver of the right to an appeal is final. To note that the adverse action to withdraw accreditation is considered final and is no longer subject to appeal.",active,2023-07-27,2023,,FALSE,FALSE,https://www.msche.org/institution/0363/,MSCHE Statement of Accreditation Status - Alliance University,"To note the institution received the notification of adverse action of June 26, 2023, and a hardcopy of the action notification with delivery confirmation on June 26, 2023. To acknowledge receipt of the institution's Acknowledgement of Adverse Action and Waiver of the Right to Appeal on June 29, 2023. To note the acknowledgement was timely received, and that the institution chooses to waive the right to an appeal. To note that a waiver of the right to an appeal is final. To note that the adverse action to withdraw accreditation is considered final and is no longer subject to appeal.",https://www.msche.org/institution/0363/,2026-06-30,2026-07-01 13:46:39.04451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alliance University,alliance university,New York,New York,,,unmatched,MSCHE,show_cause,"To acknowledge receipt of the show cause report. To note the show cause visit by the Commission's representatives to the main campus at 2 Washington Street, New York, NY 10004 on April 24-25, 2023. To acknowledge receipt of the institution's intent to appear before the Commission to present its reasons why its accreditation should not be withdrawn. To note the presentation by the institution's representatives on June 21, 2023. To acknowledge receipt of the institution's request to present new information as approved by the Chair of the Commission: (1) new data, (2) appendices for new data, (3) appendix for resume for new staff; (4) opening remarks for the show cause appearance, and (5) a presentation for use during the show cause appearance. To withdraw accreditation from Alliance University effective December 31, 2023. This decision is based on the institution's recent non-compliance accreditation activities, including: (1) a self-study report submitted on April 14, 2020, the report of a subsequent visit by Commission representatives on May 26-28, 2020, and the institution's response to the representatives' report; (2) a supplemental information report submitted on March 1, 2021; (3) the report of a subsequent visit by Commission representatives on April 11-12, 2022, and the institution's response to the representatives' report; (4) a monitoring report and teach-out plan submitted on December 1, 2022, the report of a subsequent visit by Commission representatives on January 12-13, 2023, and the institution's response to the representatives' report; (5) a show cause report and teach-out plan and agreements submitted on April 14, 2023, the report of a subsequent visit by Commission representatives on April 24-25, 2023, and the institution's response to the representatives' report; (6) information submitted by the institution on June 14, 2023, including new information submitted for the show cause appearance; and (7) show cause appearance of institutional representatives on June 21, 2023. In these and prior institutional reports and responses (1) the institution has failed to document that the institution has achieved and can sustain ongoing compliance with the Commission's Standard VI (Planning, Resources, and Institutional Improvement), former Requirements of Affiliation 10 and 11, and Related Entities Policy and Procedures; (2) the institution has failed to demonstrate the capacity to make required improvements; and (3) the institution has failed to demonstrate that it can sustain itself in the short or long term (Accreditation Actions Policy and Procedures). To require Alliance University to submit a supplemental information report due August 15, 2023, providing evidence of (1) executed teach-out agreements; (2) implementation of the teach-out plan; (3) completed and issued transcripts for any students wishing to transfer to another institution; (4) appropriate arrangements for the permanent disposition of student records so that students and alumni will be able to obtain accurate and complete transcripts in the future (Teach-Out Plans and Agreements Policy and Procedures); (5) notification of the Commission's action to Alliance University community, including all governing board members, students, faculty, staff, and others with significant roles; (6) immediate notification to current and prospective students of the immediate withdrawal of accreditation; and (7) accurate information regarding the institution's accreditation status with MSCHE on its website and wherever accreditation is referenced on the institution's web pages, publications, announcements, and in all other appropriate places and venues (Public Disclosures Policy and Procedures). To note the Commission will reject the teach-out plan and/or agreements and require resubmission if all of the required information is not provided. To note that the institution will maintain accreditation for the sole purpose of implementing the teach-out plan and agreements. To note that the following conditions are in effect: (1) the institution does not enroll new students, (2) the institution does not market or recruit new students, (3) the institution maintains a clear and accurate statement about its accreditation phase and accreditation status for the public on its website in accordance with the Commission's Public Disclosures Policy and Procedures (Appeals from Adverse Actions Procedures), and (4) the institution has an approved teach-out plan with signed teach-out agreements and is implementing it according to that approval (Teach-Out Plan and Agreements Policy and Procedures). To note that if the Commission determines that the institution has violated any of the conditions listed above, or any other of the Commission policies and procedures, standards for accreditation, requirements of affiliation, or federal regulations, the Commission will take additional action (Appeals from Adverse Actions Procedures). To note that any adverse action is subject to appeal in accordance with the Commission's Appeals from Adverse Actions Procedures. To note all final adverse actions are subject to the arbitration requirements in the Commission's Arbitration of Disputes Concerning Final Adverse Actions Procedures and federal regulation 34 CFR § 602.20(e).",active,2023-06-22,2023,,TRUE,TRUE,https://www.msche.org/institution/0363/,MSCHE Statement of Accreditation Status - Alliance University,"To acknowledge receipt of the show cause report. To note the show cause visit by the Commission's representatives to the main campus at 2 Washington Street, New York, NY 10004 on April 24-25, 2023. To acknowledge receipt of the institution's intent to appear before the Commission to present its reasons why its accreditation should not be withdrawn. To note the presentation by the institution's representatives on June 21, 2023. To acknowledge receipt of the institution's request to present new information as approved by the Chair of the Commission: (1) new data, (2) appendices for new data, (3) appendix for resume for new staff; (4) opening remarks for the show cause appearance, and (5) a presentation for use during the show cause appearance. To withdraw accreditation from Alliance University effective December 31, 2023. This decision is based on the institution's recent non-compliance accreditation activities, including: (1) a self-study report submitted on April 14, 2020, the report of a subsequent visit by Commission representatives on May 26-28, 2020, and the institution's response to the representatives' report; (2) a supplemental information report submitted on March 1, 2021; (3) the report of a subsequent visit by Commission representatives on April 11-12, 2022, and the institution's response to the representatives' report; (4) a monitoring report and teach-out plan submitted on December 1, 2022, the report of a subsequent visit by Commission representatives on January 12-13, 2023, and the institution's response to the representatives' report; (5) a show cause report and teach-out plan and agreements submitted on April 14, 2023, the report of a subsequent visit by Commission representatives on April 24-25, 2023, and the institution's response to the representatives' report; (6) information submitted by the institution on June 14, 2023, including new information submitted for the show cause appearance; and (7) show cause appearance of institutional representatives on June 21, 2023. In these and prior institutional reports and responses (1) the institution has failed to document that the institution has achieved and can sustain ongoing compliance with the Commission's Standard VI (Planning, Resources, and Institutional Improvement), former Requirements of Affiliation 10 and 11, and Related Entities Policy and Procedures; (2) the institution has failed to demonstrate the capacity to make required improvements; and (3) the institution has failed to demonstrate that it can sustain itself in the short or long term (Accreditation Actions Policy and Procedures). To require Alliance University to submit a supplemental information report due August 15, 2023, providing evidence of (1) executed teach-out agreements; (2) implementation of the teach-out plan; (3) completed and issued transcripts for any students wishing to transfer to another institution; (4) appropriate arrangements for the permanent disposition of student records so that students and alumni will be able to obtain accurate and complete transcripts in the future (Teach-Out Plans and Agreements Policy and Procedures); (5) notification of the Commission's action to Alliance University community, including all governing board members, students, faculty, staff, and others with significant roles; (6) immediate notification to current and prospective students of the immediate withdrawal of accreditation; and (7) accurate information regarding the institution's accreditation status with MSCHE on its website and wherever accreditation is referenced on the institution's web pages, publications, announcements, and in all other appropriate places and venues (Public Disclosures Policy and Procedures). To note the Commission will reject the teach-out plan and/or agreements and require resubmission if all of the required information is not provided. To note that the institution will maintain accreditation for the sole purpose of implementing the teach-out plan and agreements. To note that the following conditions are in effect: (1) the institution does not enroll new students, (2) the institution does not market or recruit new students, (3) the institution maintains a clear and accurate statement about its accreditation phase and accreditation status for the public on its website in accordance with the Commission's Public Disclosures Policy and Procedures (Appeals from Adverse Actions Procedures), and (4) the institution has an approved teach-out plan with signed teach-out agreements and is implementing it according to that approval (Teach-Out Plan and Agreements Policy and Procedures). To note that if the Commission determines that the institution has violated any of the conditions listed above, or any other of the Commission policies and procedures, standards for accreditation, requirements of affiliation, or federal regulations, the Commission will take additional action (Appeals from Adverse Actions Procedures). To note that any adverse action is subject to appeal in accordance with the Commission's Appeals from Adverse Actions Procedures. To note all final adverse actions are subject to the arbitration requirements in the Commission's Arbitration of Disputes Concerning Final Adverse Actions Procedures and federal regulation 34 CFR § 602.20(e).",https://www.msche.org/institution/0363/,2026-06-30,2026-07-01 13:46:39.04451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alliance University,alliance university,New York,New York,,,unmatched,MSCHE,adverse_action,"To acknowledge receipt of the updated teach-out plan. To approve the teach-out agreements with: (1) Asbury Theological Seminary, Wilmore, KY; (2) Borough of Manhattan Community College, New York, NY; (3) Eastern University, St. Davids, PA; (4) Fordham University, Bronx, NY; (5) Gordon-Conwell Theological Seminary, Hamilton, MA; (6) Helene Fuld College of Nursing, New York, NY; (7) Houghton University, Houghton, NY; (8) Kairos University, Sioux Falls, SD; (9) Mercy College, Dobbs Ferry, NY; (10) Messiah University, Mechanicsburg, PA; (11) New Brunswick Theological Seminary, New Brunswick, NJ; (12) Northeastern Seminary at Roberts Wesleyan College, Rochester, NY; (13) Pillar College, Newark, NJ; and (14) Roberts Wesleyan University, Rochester, NY. To postpone a decision on the teach-out agreement with Seminario Evangelico de Puerto Rico, San Juan, PR. To request an updated teach-out plan due August 15, 2023, to include (1) evidence that communications regarding student records has occurred; (2) evidence that financial aid counseling has been conducted; (3) evidence that onsite transfer events have taken place; (4) copies of any new signed teach-out agreements, including any documentation supporting the agreements; and (5) evidence of external approvals, including the New York State Education Department and the United States Department of Education (Teach-Out Plans and Agreements Policy and Procedures). To note that Houghton University, Houghton, NY has been designated as the final repository of all Alliance University student records. To note that students may obtain academic records at Houghton University, One Willard Ave. P.O. Box 128, Houghton, NY 14744. In accordance with Commission policy and federal regulations, the teach-out plan must provide for the equitable treatment of students to complete their education, if the Commission were to withdraw accreditation, and include any signed, teach-out agreements that the institution has entered into or intends to enter into with another institution. To note the Commission will reject the teach-out plan and/or agreements and require resubmission if all of the required information is not provided.",active,2023-06-22,2023,,FALSE,FALSE,https://www.msche.org/institution/0363/,MSCHE Statement of Accreditation Status - Alliance University,"To acknowledge receipt of the updated teach-out plan. To approve the teach-out agreements with: (1) Asbury Theological Seminary, Wilmore, KY; (2) Borough of Manhattan Community College, New York, NY; (3) Eastern University, St. Davids, PA; (4) Fordham University, Bronx, NY; (5) Gordon-Conwell Theological Seminary, Hamilton, MA; (6) Helene Fuld College of Nursing, New York, NY; (7) Houghton University, Houghton, NY; (8) Kairos University, Sioux Falls, SD; (9) Mercy College, Dobbs Ferry, NY; (10) Messiah University, Mechanicsburg, PA; (11) New Brunswick Theological Seminary, New Brunswick, NJ; (12) Northeastern Seminary at Roberts Wesleyan College, Rochester, NY; (13) Pillar College, Newark, NJ; and (14) Roberts Wesleyan University, Rochester, NY. To postpone a decision on the teach-out agreement with Seminario Evangelico de Puerto Rico, San Juan, PR. To request an updated teach-out plan due August 15, 2023, to include (1) evidence that communications regarding student records has occurred; (2) evidence that financial aid counseling has been conducted; (3) evidence that onsite transfer events have taken place; (4) copies of any new signed teach-out agreements, including any documentation supporting the agreements; and (5) evidence of external approvals, including the New York State Education Department and the United States Department of Education (Teach-Out Plans and Agreements Policy and Procedures). To note that Houghton University, Houghton, NY has been designated as the final repository of all Alliance University student records. To note that students may obtain academic records at Houghton University, One Willard Ave. P.O. Box 128, Houghton, NY 14744. In accordance with Commission policy and federal regulations, the teach-out plan must provide for the equitable treatment of students to complete their education, if the Commission were to withdraw accreditation, and include any signed, teach-out agreements that the institution has entered into or intends to enter into with another institution. To note the Commission will reject the teach-out plan and/or agreements and require resubmission if all of the required information is not provided.",https://www.msche.org/institution/0363/,2026-06-30,2026-07-01 13:46:39.04451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alliance University,alliance university,New York,New York,,,unmatched,MSCHE,other,"To note the Commission liaison guidance visit occurred on March 15, 2023.",active,2023-06-22,2023,,FALSE,FALSE,https://www.msche.org/institution/0363/,MSCHE Statement of Accreditation Status - Alliance University,"To note the Commission liaison guidance visit occurred on March 15, 2023.",https://www.msche.org/institution/0363/,2026-06-30,2026-07-01 13:46:39.04451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alliance University,alliance university,New York,New York,,,unmatched,MSCHE,show_cause,"To acknowledge receipt of the monitoring report. To note the follow-up visit by the Commission's representatives on January 12-13, 2023. To note further that the verification visit required by USDE guidelines as noted in the action of June 23, 2022, has been completed. To require the institution to show cause, by April 14, 2023, to demonstrate why its accreditation should not be withdrawn because of insufficient evidence that the institution is in compliance with the Commission's standards for accreditation, requirements of affiliation, policies and procedures, and applicable federal regulatory requirements. To note that the institution remains accredited while on show cause. To note further that federal regulations limit the period during which an institution may be in non-compliance, which started on June 23, 2022. To require a show cause report, due April 14, 2023, documenting evidence that the institution has achieved and can sustain ongoing compliance with Standard VI (Planning, Resources, and Institutional Improvement) and Requirement of Affiliation 11. The show cause report must include evidence of: (1) sufficiency of resources to fulfill its mission and goals and to support its educational purposes and programs (Standard VI and Requirement of Affiliation 11); (2) documented financial resources, funding base, and plans for financial development, including those from any related entities (Requirement of Affiliation 11 and Related Entities Policy and Procedures); (3) sufficiency of planning and budgeting processes to fulfill its mission and goals, and to support its educational purposes and programs (Standard VI and Requirement of Affiliation 10); and (4) enrollment management planning linked to budget development (Standard VI). The show cause report must also provide evidence of (1) honesty and truthfulness in the representation of the institution's name and identity in all publications and communications, in all formats, for internal and external communities (Standard II and Public Disclosures Policies and Procedures); (2) strategies to address enrollment decline (Standard VI); (3) updated financial information relating to the institution's Heightened Cash Monitoring (HCM) status (Standard VI); and (4) adequate financial information that allows Commission representatives to assess the financial viability and management of the institution, including where appropriate, an accurate description of the flow of funding to or from the institution and the related entity (Related Entities Policy and Procedures). To acknowledge receipt of the teach-out plan. To require that the institution complete and submit for approval, by April 14, 2023, an updated comprehensive, implementable teach-out plan with (a) signed copies of teach-out agreements, including any documentation supporting the agreements; (b) evidence of arrangements for the permanent disposition of student records so that students and alumni will be able to obtain accurate and complete transcripts now and in the future; and (c) evidence of the issuance of transcripts for any students wishing to transfer to another institution (Teach-Out Plans and Agreements Policy and Procedures). In accordance with Commission policy and federal regulations, the teach-out plan must provide for the equitable treatment of students to complete their education, if the Commission were to withdraw accreditation, and include any teach-out agreements that the institution has entered into or intends to enter into with another institution. To direct a show cause visit following submission of the report. The purpose of the show cause visit is to verify the information provided in the show cause report and the institution's ongoing and sustainable compliance with the Commission's standards for accreditation, requirements of affiliation, policies and procedures, and applicable federal regulatory requirements. To remind the institution of its obligation to make freely available to the Commission accurate, fair, and complete information on all aspects of the institution and its operations, including making additional information available to the Commission representatives when requested (Requirement of Affiliation 14 and Accreditation Review Cycle and Monitoring Policy and Procedures). To direct a prompt Commission liaison guidance visit to discuss the Commission's expectations. To note that the institution will be invited to present before the Commission when it meets to consider the institution's show cause report. The date of the next evaluation will be determined upon reaffirmation of accreditation.",active,2023-03-09,2023,,TRUE,TRUE,https://www.msche.org/institution/0363/,MSCHE Statement of Accreditation Status - Alliance University,"To acknowledge receipt of the monitoring report. To note the follow-up visit by the Commission's representatives on January 12-13, 2023. To note further that the verification visit required by USDE guidelines as noted in the action of June 23, 2022, has been completed. To require the institution to show cause, by April 14, 2023, to demonstrate why its accreditation should not be withdrawn because of insufficient evidence that the institution is in compliance with the Commission's standards for accreditation, requirements of affiliation, policies and procedures, and applicable federal regulatory requirements. To note that the institution remains accredited while on show cause. To note further that federal regulations limit the period during which an institution may be in non-compliance, which started on June 23, 2022. To require a show cause report, due April 14, 2023, documenting evidence that the institution has achieved and can sustain ongoing compliance with Standard VI (Planning, Resources, and Institutional Improvement) and Requirement of Affiliation 11. The show cause report must include evidence of: (1) sufficiency of resources to fulfill its mission and goals and to support its educational purposes and programs (Standard VI and Requirement of Affiliation 11); (2) documented financial resources, funding base, and plans for financial development, including those from any related entities (Requirement of Affiliation 11 and Related Entities Policy and Procedures); (3) sufficiency of planning and budgeting processes to fulfill its mission and goals, and to support its educational purposes and programs (Standard VI and Requirement of Affiliation 10); and (4) enrollment management planning linked to budget development (Standard VI). The show cause report must also provide evidence of (1) honesty and truthfulness in the representation of the institution's name and identity in all publications and communications, in all formats, for internal and external communities (Standard II and Public Disclosures Policies and Procedures); (2) strategies to address enrollment decline (Standard VI); (3) updated financial information relating to the institution's Heightened Cash Monitoring (HCM) status (Standard VI); and (4) adequate financial information that allows Commission representatives to assess the financial viability and management of the institution, including where appropriate, an accurate description of the flow of funding to or from the institution and the related entity (Related Entities Policy and Procedures). To acknowledge receipt of the teach-out plan. To require that the institution complete and submit for approval, by April 14, 2023, an updated comprehensive, implementable teach-out plan with (a) signed copies of teach-out agreements, including any documentation supporting the agreements; (b) evidence of arrangements for the permanent disposition of student records so that students and alumni will be able to obtain accurate and complete transcripts now and in the future; and (c) evidence of the issuance of transcripts for any students wishing to transfer to another institution (Teach-Out Plans and Agreements Policy and Procedures). In accordance with Commission policy and federal regulations, the teach-out plan must provide for the equitable treatment of students to complete their education, if the Commission were to withdraw accreditation, and include any teach-out agreements that the institution has entered into or intends to enter into with another institution. To direct a show cause visit following submission of the report. The purpose of the show cause visit is to verify the information provided in the show cause report and the institution's ongoing and sustainable compliance with the Commission's standards for accreditation, requirements of affiliation, policies and procedures, and applicable federal regulatory requirements. To remind the institution of its obligation to make freely available to the Commission accurate, fair, and complete information on all aspects of the institution and its operations, including making additional information available to the Commission representatives when requested (Requirement of Affiliation 14 and Accreditation Review Cycle and Monitoring Policy and Procedures). To direct a prompt Commission liaison guidance visit to discuss the Commission's expectations. To note that the institution will be invited to present before the Commission when it meets to consider the institution's show cause report. The date of the next evaluation will be determined upon reaffirmation of accreditation.",https://www.msche.org/institution/0363/,2026-06-30,2026-07-01 13:46:39.04451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alliance University,alliance university,New York,New York,,,unmatched,MSCHE,adverse_action,"To acknowledge receipt of the teach-out plan. To require that the institution complete and submit for approval, by April 14, 2023, an updated comprehensive, implementable teach-out plan with (a) signed copies of teach-out agreements, including any documentation supporting the agreements; (b) evidence of arrangements for the permanent disposition of student records so that students and alumni will be able to obtain accurate and complete transcripts now and in the future; and (c) evidence of the issuance of transcripts for any students wishing to transfer to another institution (Teach-Out Plans and Agreements Policy and Procedures). In accordance with Commission policy and federal regulations, the teach-out plan must provide for the equitable treatment of students to complete their education, if the Commission were to withdraw accreditation, and include any teach-out agreements that the institution has entered into or intends to enter into with another institution.",active,2023-03-09,2023,,FALSE,FALSE,https://www.msche.org/institution/0363/,MSCHE Statement of Accreditation Status - Alliance University,"To acknowledge receipt of the teach-out plan. To require that the institution complete and submit for approval, by April 14, 2023, an updated comprehensive, implementable teach-out plan with (a) signed copies of teach-out agreements, including any documentation supporting the agreements; (b) evidence of arrangements for the permanent disposition of student records so that students and alumni will be able to obtain accurate and complete transcripts now and in the future; and (c) evidence of the issuance of transcripts for any students wishing to transfer to another institution (Teach-Out Plans and Agreements Policy and Procedures). In accordance with Commission policy and federal regulations, the teach-out plan must provide for the equitable treatment of students to complete their education, if the Commission were to withdraw accreditation, and include any teach-out agreements that the institution has entered into or intends to enter into with another institution.",https://www.msche.org/institution/0363/,2026-06-30,2026-07-01 13:46:39.04451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alliance University,alliance university,New York,New York,,,unmatched,MSCHE,other,"To note that the Commission Liaison Guidance Visit occurred on August 9, 2022.",active,2022-11-17,2022,,FALSE,FALSE,https://www.msche.org/institution/0363/,MSCHE Statement of Accreditation Status - Alliance University,"To note that the Commission Liaison Guidance Visit occurred on August 9, 2022.",https://www.msche.org/institution/0363/,2026-06-30,2026-07-01 13:46:39.04451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
