grant_id,status,terminated_award_numbers,event_history,termination_date,termination_indicator,reinstatement_date,reinstatement_indicator,org_name,title,project_start_date,project_original_end_date,award_value,award_outlaid,award_remaining,org_state,org_city,org_type,org_congdist,us_rep,us_rep_phone,program_office_name,activity_type,award_class,funding_office_name,cfda_number,cfda_title,nofo,usaspending_url,taggs_url
NU84DD000015,❌ Terminated,22NU84DD000015,"- 2022-07-29: Grant awarded
- 2022-07-29: Obligation of $280,000
- 2023-06-07: Obligation of $325,000
- 2024-07-12: Obligation of $308,750
- 2024-11-08: End date cut off from 2026-09-29 to 2025-10-01
- 2024-11-30: Outlay of $21,326
- 2024-12-31: Outlay of $84,031
- 2025-01-31: Outlay of $18,869
- 2025-02-28: Outlay of $11,439
- 2025-08-04: Obligation of $308,750
- 2025-08-26: [(22NU84DD000015) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-08-29: [(22NU84DD000015) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2026-01-30: Deobligation of -$113,359
- 2026-01-30: Deobligation of -$308,750
- 2026-01-30: Deobligation of -$730,859",2025-08-26,HHS TAGGS PDF,NA,NA,AMERICAN COLLEGE OF OBSTETRICIANS AND GYNECOLOGISTS,ACOG National Partnerships to Address Prenatal Alcohol and Other Substances Use and FASD,2022-09-30,2026-09-29,1222500,491640.55,730859.45,DC,WASHINGTON,Other Health Organization,DC-98,NA,NA,National Center On Birth Defects and Developmental Disabilities,HEALTH SERVICES,DISCRETIONARY,CDC NATIONAL CENTER ON BIRTH DEFECTS AND DEVELOPMENTAL DISABILITIES,93.184,Birth Defects and Developmental Disabilities - Prevention and Surveillance,CDC-RFA-DD22-2201,https://www.usaspending.gov/award/ASST_NON_NU84DD000015_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NU84DD000015&arg_ProgOfficeCode=281
NU84DD000021,🔄 Possibly Reinstated,6NU84DD000021-04-01,"- 2023-03-17: Grant awarded
- 2023-03-17: Obligation of $100,000
- 2023-06-07: Obligation of $325,000
- 2024-07-12: Obligation of $308,750
- 2024-11-30: Outlay of $52,378
- 2024-12-31: Outlay of $18,653
- 2025-01-31: Outlay of $82,616
- 2025-02-28: Outlay of $21,129
- 2025-03-31: Outlay of $19,087
- 2025-04-30: Outlay of $18,995
- 2025-05-31: Outlay of $31,818
- 2025-07-31: Outlay of $19,588
- 2025-08-04: Obligation of $308,750
- 2025-08-31: Outlay of $28,870
- 2025-09-30: Outlay of $28,695
- 2025-11-30: End date cut off from 2026-09-29 to 2025-12-22
- 2025-12-16: [Grant terminated](https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NU84DD000021&arg_ProgOfficeCode=281)
- 2025-12-16: [(6NU84DD000021-04-01) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-12-18: [(6NU84DD000021-04-01) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-12-31: End date extended from 2025-12-22 to 2026-09-29
- 2026-01-09: [(6NU84DD000021-04-01) Removed from TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)",2025-12-16,"HHS TAGGS, HHS TAGGS PDF",2026-01-09,Removed from HHS TAGGS PDF,AMERICAN ACADEMY OF PEDIATRICS,National Partnerships to Address Prenatal Alcohol and Other Substance Use and Fetal Alcohol Spectrum Disorders,2023-04-01,2026-09-29,1042500,632918.94,409581.06000000006,IL,ITASCA,Other Health Organization,IL-08,Raja Krishnamoorthi (D),202-225-3711,National Center On Birth Defects and Developmental Disabilities,HEALTH SERVICES,DISCRETIONARY,CDC NATIONAL CENTER ON BIRTH DEFECTS AND DEVELOPMENTAL DISABILITIES,93.184,Birth Defects and Developmental Disabilities - Prevention and Surveillance,CDC-RFA-DD22-2201,https://www.usaspending.gov/award/ASST_NON_NU84DD000021_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NU84DD000021&arg_ProgOfficeCode=281
NUE1EH001451,🔄 Possibly Reinstated,NA,"- 2021-08-17: Grant awarded
- 2021-08-17: Obligation of $299,936
- 2022-06-01: Obligation of $299,936
- 2023-05-24: Obligation of $299,936
- 2024-06-10: Obligation of $299,936
- 2024-11-30: Outlay of $104,387
- 2025-01-31: Outlay of $430
- 2025-05-31: Outlay of $15,090
- 2025-08-31: Outlay of $195,406
- 2025-09-02: Obligation of $299,936
- 2025-11-30: Outlay of $221,280
- 2026-02-09: [Reported at-risk for termination](https://grant-witness.us/posts/2026-02-10-cdc-terminations/)
- 2026-02-11: [Grant terminated](https://grant-witness.us/posts/2026-02-10-cdc-terminations/)
- 2026-02-13: [Court-ordered reinstatement (IL v. Vought)](https://www.courtlistener.com/docket/72265112/state-of-illinois-v-vought/)",2026-02-11,Other reporting,2026-02-13,Other reporting,COUNTY OF SANTA CLARA,Building Resilience to Heat and Air Quality in Santa Clara County,2021-09-01,2026-08-31,1499680,988667.01,511012.99,CA,SAN JOSE,Health Department,CA-18,Zoe Lofgren (D),202-225-3072,National Center for Environmental Health,HEALTH SERVICES,DISCRETIONARY,CDC NATIONAL CENTER FOR ENVIROMENTAL HEALTH,93.283,Environmental Public Health and Emergency Response,CDC-RFA-EH21-2101,https://www.usaspending.gov/award/ASST_NON_NUE1EH001451_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NUE1EH001451&arg_ProgOfficeCode=121
NUE1EH001455,🔄 Possibly Reinstated,NA,"- 2021-08-11: Grant awarded
- 2021-08-11: Obligation of $300,000
- 2022-05-27: Obligation of $300,000
- 2023-05-24: Obligation of $300,000
- 2024-05-26: Obligation of $300,000
- 2024-11-30: Outlay of $49,585
- 2024-12-31: Outlay of $15,062
- 2025-01-31: Outlay of $31,665
- 2025-02-28: Outlay of $15,349
- 2025-03-31: Outlay of $40,773
- 2025-05-31: Outlay of $41,428
- 2025-06-30: Outlay of $36,023
- 2025-09-02: Obligation of $300,000
- 2025-09-30: Outlay of $74,810
- 2025-11-30: Outlay of $56,523
- 2025-12-31: Outlay of $19,803
- 2026-02-09: [Reported at-risk for termination](https://grant-witness.us/posts/2026-02-10-cdc-terminations/)
- 2026-02-11: [Grant terminated](https://grant-witness.us/posts/2026-02-10-cdc-terminations/)
- 2026-02-13: [Court-ordered reinstatement (IL v. Vought)](https://www.courtlistener.com/docket/72265112/state-of-illinois-v-vought/)",2026-02-11,Other reporting,2026-02-13,Other reporting,CITY & COUNTY OF SAN FRANCISCO,San Francisco Department of Public Health Climate and Health Program actions to reduce the disproportionate impacts of climate change,2021-09-01,2026-08-31,1500000,1178036,321964,CA,SAN FRANCISCO,Hospital,CA-11,Nancy Pelosi (D),202-225-4965,National Center for Environmental Health,HEALTH SERVICES,DISCRETIONARY,CDC NATIONAL CENTER FOR ENVIROMENTAL HEALTH,93.283,Environmental Public Health and Emergency Response,CDC-RFA-EH21-2101,https://www.usaspending.gov/award/ASST_NON_NUE1EH001455_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NUE1EH001455&arg_ProgOfficeCode=121
NUE1EH001458,🔄 Possibly Reinstated,NA,"- 2021-08-11: Grant awarded
- 2021-08-11: Obligation of $500,000
- 2022-05-27: Obligation of $500,000
- 2023-05-24: Obligation of $500,000
- 2024-05-26: Obligation of $500,000
- 2024-11-30: Outlay of $65,966
- 2024-12-31: Outlay of $14,205
- 2025-01-31: Outlay of $35,521
- 2025-02-28: Outlay of $4,466
- 2025-03-31: Outlay of $62,922
- 2025-04-30: Outlay of $18,121
- 2025-05-31: Outlay of $60,781
- 2025-06-30: Outlay of $84,213
- 2025-07-31: Outlay of $74,337
- 2025-08-31: Outlay of $40,532
- 2025-09-02: Obligation of $500,000
- 2025-09-30: Outlay of $19,347
- 2025-11-30: Outlay of $90,683
- 2025-12-31: Outlay of $62,064
- 2026-02-09: [Reported at-risk for termination](https://grant-witness.us/posts/2026-02-10-cdc-terminations/)
- 2026-02-11: [Grant terminated](https://grant-witness.us/posts/2026-02-10-cdc-terminations/)
- 2026-02-13: [Court-ordered reinstatement (IL v. Vought)](https://www.courtlistener.com/docket/72265112/state-of-illinois-v-vought/)",2026-02-11,Other reporting,2026-02-13,Other reporting,"Public Health, California Department of",CalBRACE: Implementing and Evaluating Adaptation Strategies that Protect and Promote Human Health,2021-09-01,2026-08-31,2500000,1574603.97,925396.03,CA,SACRAMENTO,Other Health Organization,CA-07,Doris O. Matsui (D),202-225-7163,National Center for Environmental Health,HEALTH SERVICES,DISCRETIONARY,"CDC OFFICE FOR STATE, TRIBAL, LOCAL, AND TERRITORIAL SUPPORT",93.283,Environmental Public Health and Emergency Response,CDC-RFA-EH21-2101,https://www.usaspending.gov/award/ASST_NON_NUE1EH001458_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NUE1EH001458&arg_ProgOfficeCode=121
R01CE003434,⚠️ At-risk,NA,"- 2022-08-17: Grant awarded
- 2022-08-17: Obligation of $649,979
- 2023-04-07: Obligation of $649,721
- 2023-07-25: Obligation of $5,817
- 2024-06-07: Obligation of $649,997
- 2024-11-30: Outlay of $207,702
- 2024-12-31: Outlay of $80,911
- 2025-01-31: Outlay of $77,586
- 2025-02-28: Outlay of $32,274
- 2025-03-31: Outlay of $47,857
- 2025-04-30: Outlay of $43,676
- 2025-06-30: End date extended from 2025-09-29 to 2026-09-29
- 2025-07-31: Outlay of $9,406
- 2025-08-31: Outlay of $68,639
- 2025-09-30: Outlay of $23,137
- 2025-11-30: Outlay of $37,331
- 2026-02-11: [Reported at-risk for termination](https://grant-witness.us/posts/2026-02-10-cdc-terminations/)",NA,NA,NA,NA,NATIONAL OPINION RESEARCH CENTER,"RFA-CE-22-004, Firearm Violence Perpetration: A Nationally Representative Multi-Wave Survey of Youth and Young Adults Across the United States",2022-09-30,2026-09-29,1955514,1571100.41,384413.5900000001,IL,Chicago,"Research Institution, Foundation and Laboratory",IL-07,Danny K. Davis (D),202-225-5006,National Center for Injury Prevention and Control,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,CDC NATIONAL CENTER FOR INJURY PREVENTION AND CONTROL,93.136,Injury Prevention and Control Research and State and Community Based Programs,RFA-CE-22-004,https://www.usaspending.gov/award/ASST_NON_R01CE003434_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=R01CE003434&arg_ProgOfficeCode=111
R01CE003582,🔄 Possibly Reinstated,NA,"- 2023-08-08: Grant awarded
- 2023-08-08: Obligation of $383,599
- 2024-06-07: Obligation of $383,599
- 2024-11-30: Outlay of $335,091
- 2024-12-31: Outlay of $31,817
- 2025-01-31: Outlay of $25,802
- 2025-02-28: Outlay of $31,795
- 2025-03-31: Outlay of $28,004
- 2025-04-30: Outlay of $28,350
- 2025-06-30: Outlay of $19,654
- 2025-07-31: Outlay of $30,261
- 2025-08-31: Outlay of $52,941
- 2025-09-03: Obligation of $383,599
- 2025-09-30: Outlay of $80,598
- 2025-11-30: Outlay of $13,360
- 2026-02-09: [Reported at-risk for termination](https://grant-witness.us/posts/2026-02-10-cdc-terminations/)
- 2026-02-11: [Grant terminated](https://grant-witness.us/posts/2026-02-10-cdc-terminations/)
- 2026-02-13: [Court-ordered reinstatement (IL v. Vought)](https://www.courtlistener.com/docket/72265112/state-of-illinois-v-vought/)",2026-02-11,Other reporting,2026-02-13,Other reporting,UNIVERSITY OF CHICAGO,RFA-CE-23-004 Experimental Evidence on the Effects of Academic Remediation on Violence,2023-09-30,2026-09-29,1150797,677673.31,473123.68999999994,IL,Chicago,"Junior College, College & University",IL-01,Jonathan L. Jackson (D),202-225-4372,National Center for Injury Prevention and Control,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,CDC NATIONAL CENTER FOR INJURY PREVENTION AND CONTROL,93.136,Injury Prevention and Control Research and State and Community Based Programs,RFA-CE-23-004,https://www.usaspending.gov/award/ASST_NON_R01CE003582_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=R01CE003582&arg_ProgOfficeCode=111
R01CE003644,⚠️ At-risk,NA,"- 2024-08-09: Grant awarded
- 2024-08-09: Obligation of $397,402
- 2024-12-31: Outlay of $13,286
- 2025-01-31: Outlay of $17,068
- 2025-02-28: Outlay of $17,481
- 2025-03-31: Outlay of $17,602
- 2025-04-30: Outlay of $21,496
- 2025-06-23: Obligation of $390,814
- 2025-06-30: Outlay of $177,467
- 2025-08-31: Outlay of $53,045
- 2025-09-30: Outlay of $19,985
- 2025-11-30: Outlay of $30,541
- 2025-12-31: Outlay of $16,836
- 2026-02-11: [Reported at-risk for termination](https://grant-witness.us/posts/2026-02-10-cdc-terminations/)",NA,NA,NA,NA,"UNIVERSITY OF CALIFORNIA, DAVIS",CE24-030 Exploring the Effectiveness of Housing Policy as a Structural Intervention to Reduce Community Violence: An Evaluation of Choice Neighborhoods and Source of Income Anti-Discrimination Laws,2024-09-30,2027-09-29,788216,400529.59,387686.41,CA,DAVIS,"Junior College, College & University",CA-04,Mike Thompson (D),202-225-3311,National Center for Injury Prevention and Control,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,CDC NATIONAL CENTER FOR INJURY PREVENTION AND CONTROL,93.136,Injury Prevention and Control Research and State and Community Based Programs,RFA-CE-24-030,https://www.usaspending.gov/award/ASST_NON_R01CE003644_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=R01CE003644&arg_ProgOfficeCode=111
R01CE003649,⚠️ At-risk,NA,"- 2024-08-09: Grant awarded
- 2024-08-09: Obligation of $396,321
- 2024-11-30: Outlay of $6,846
- 2024-12-31: Outlay of $11,459
- 2025-01-31: Outlay of $17,211
- 2025-02-28: Outlay of $13,687
- 2025-03-31: Outlay of $11,588
- 2025-04-30: Outlay of $23,339
- 2025-06-16: Obligation of $399,442
- 2025-06-30: Outlay of $68,307
- 2025-08-31: Outlay of $48,935
- 2025-09-30: Outlay of $71,422
- 2025-11-30: Outlay of $36,123
- 2025-12-31: Outlay of $17,056
- 2026-02-11: [Reported at-risk for termination](https://grant-witness.us/posts/2026-02-10-cdc-terminations/)",NA,NA,NA,NA,"UNIVERSITY OF CALIFORNIA, DAVIS","RFA-CE-24-030, Preventing Community Violence and Advancing Racial and Health Equity:  The Role of Anti-Poverty Policy",2024-09-30,2027-09-29,795763,343342.2,452420.8,CA,DAVIS,"Junior College, College & University",CA-04,Mike Thompson (D),202-225-3311,National Center for Injury Prevention and Control,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,CDC NATIONAL CENTER FOR INJURY PREVENTION AND CONTROL,93.136,Injury Prevention and Control Research and State and Community Based Programs,RFA-CE-24-030,https://www.usaspending.gov/award/ASST_NON_R01CE003649_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=R01CE003649&arg_ProgOfficeCode=111
R01TS000315,❌ Terminated,20R01TS000315,"- 2024-11-30: Outlay of $46,334
- 2024-12-31: Outlay of $4,251
- 2025-01-31: Outlay of $2,800
- 2025-03-31: Outlay of $219,347
- 2025-04-30: Clawback of -$2,221
- 2025-05-20: [(20R01TS000315) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-05-23: [(20R01TS000315) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-07-31: End date extended from 2025-05-20 to 2026-03-29
- 2025-09-30: Outlay of $74,061
- 2025-11-30: Outlay of $366,100",2025-05-20,HHS TAGGS PDF,NA,NA,President and Fellows of Harvard College,"RFA-TS-20-001: Pre-disease biomarkers of persistent organic pollutants, immune system, and amyotrophic lateral sclerosis",NA,NA,NA,NA,NA,MA,Cambridge,"Junior College, College & University",MA-05,Katherine M. Clark (D),202-225-2836,Agency for Toxic Substances and Disease Registry,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,NA,NA,Innovations in Applied Public Health Research,RFA-TS-20-001,NA,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=R01TS000315&arg_ProgOfficeCode=25
R01TS000318,❌ Terminated,20R01TS000318,"- 2024-11-30: Outlay of $14,911
- 2024-12-31: Outlay of $7,912
- 2025-01-31: Outlay of $6,315
- 2025-03-31: Outlay of $48,819
- 2025-05-20: [(20R01TS000318) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-05-23: [(20R01TS000318) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-07-31: End date extended from 2025-05-20 to 2026-03-29
- 2025-09-30: Outlay of $22,999
- 2025-11-30: Outlay of $123,488
- 2025-12-31: Outlay of $8,500",2025-05-20,HHS TAGGS PDF,NA,NA,President and Fellows of Harvard College,TS17-001:20-001(R01TS): Serological profiling of the human virome and ALS risk in a military population,NA,NA,NA,NA,NA,MA,Cambridge,"Junior College, College & University",MA-05,Katherine M. Clark (D),202-225-2836,Agency for Toxic Substances and Disease Registry,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,NA,NA,Innovations in Applied Public Health Research,RFA-TS-20-001,NA,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=R01TS000318&arg_ProgOfficeCode=25
R01TS000338,❌ Terminated,22R01TS000338,"- 2024-11-30: Outlay of $64,446
- 2024-12-31: Outlay of $28,334
- 2025-01-31: Outlay of $35,673
- 2025-03-31: Outlay of $52,068
- 2025-04-30: Outlay of $15,616
- 2025-05-20: [(22R01TS000338) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-05-23: [(22R01TS000338) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-07-31: End date extended from 2025-05-20 to 2026-03-29
- 2025-09-30: Outlay of $35,450
- 2025-11-30: Outlay of $171,468
- 2025-12-31: Outlay of $82,750",2025-05-20,HHS TAGGS PDF,NA,NA,President and Fellows of Harvard College,Military exposures and ALS in a large veteran population,NA,NA,NA,NA,NA,MA,Cambridge,"Junior College, College & University",MA-05,Katherine M. Clark (D),202-225-2836,Agency for Toxic Substances and Disease Registry,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,NA,NA,Health Program for Toxic Substances and Disease Registry,RFA-TS-22-001,NA,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=R01TS000338&arg_ProgOfficeCode=25
R21OH012626,❌ Terminated,23R21OH012626,"- 2023-07-31: Grant awarded
- 2023-07-31: Obligation of $260,266
- 2024-04-17: Obligation of $239,647
- 2024-11-30: Outlay of $48,148
- 2024-12-31: Outlay of $16,039
- 2025-01-31: Outlay of $10,178
- 2025-03-31: Outlay of $49,572
- 2025-04-30: Outlay of $2,736
- 2025-05-20: [(23R21OH012626) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-05-20: End date extended from 2025-06-30 to 2026-04-30
- 2025-05-23: [(23R21OH012626) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-07-31: End date extended from 2025-05-20 to 2026-04-30
- 2025-09-30: Outlay of $20,443
- 2025-11-30: Outlay of $45,131
- 2025-12-31: Outlay of $3,756",2025-05-20,HHS TAGGS PDF,NA,NA,President and Fellows of Harvard College,WTC-Work Study: World Trade Center Non-Traditional Responders' Employment and Mental Health,2023-07-01,2026-04-30,499913,372033.46,127879.53999999998,MA,Cambridge,"Junior College, College & University",MA-05,Katherine M. Clark (D),202-225-2836,Office of Health and Safety,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,CDC NATIONAL INSTITUTE FOR OCCUPATIONAL SAFETY AND HEALTH,93.283,Occupational Safety and Health Program,RFA-OH-23-001,https://www.usaspending.gov/award/ASST_NON_R21OH012626_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=R21OH012626&arg_ProgOfficeCode=90
T42OH008416,❌ Terminated,"18T42OH008416, 23T42OH008416","- 2020-07-23: Obligation of $1,686,041
- 2021-05-18: Obligation of $1,686,041
- 2022-07-25: Obligation of $1,606,087
- 2023-07-18: Obligation of $1,381,785
- 2023-10-18: End date extended from 2023-06-30 to 2028-06-30
- 2023-12-01: Deobligation of -$1
- 2024-06-13: Obligation of $1,498,355
- 2024-07-16: Obligation of $301,645
- 2024-11-30: Outlay of $276,710
- 2024-12-31: Outlay of $95,815
- 2025-01-31: Outlay of $72,699
- 2025-03-31: Outlay of $418,225
- 2025-04-30: Outlay of $26,805
- 2025-05-20: [(18T42OH008416) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-05-20: [(23T42OH008416) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-05-23: [(18T42OH008416) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-05-23: [(23T42OH008416) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-07-31: End date extended from 2025-05-20 to 2028-06-30
- 2025-09-23: Obligation of $1,800,000
- 2025-09-30: Outlay of $184,843
- 2025-11-30: Outlay of $226,757
- 2025-12-31: Outlay of $29,257",2025-05-20,HHS TAGGS PDF,NA,NA,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,Harvard TH Chan Education and Research Center for Occupational Safety and Health,2018-07-01,2028-06-30,27663182.98,6999158.65,20664024.33,MA,Cambridge,"Junior College, College & University",MA-05,Katherine M. Clark (D),202-225-2836,Office of Health and Safety,TRAINING/TRAINEESHIP,DISCRETIONARY,CDC NATIONAL INSTITUTE FOR OCCUPATIONAL SAFETY AND HEALTH,93.262,Occupational Safety and Health Program,RFA-OH-23-003,https://www.usaspending.gov/award/ASST_NON_T42OH008416_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=T42OH008416&arg_ProgOfficeCode=90
U01CE003753,🔄 Possibly Reinstated,NA,"- 2025-09-24: Grant awarded or renewed
- 2025-09-24: Obligation of $500,000
- 2025-09-24: Grant awarded
- 2026-02-09: [Reported at-risk for termination](https://grant-witness.us/posts/2026-02-10-cdc-terminations/)
- 2026-02-11: [Grant terminated](https://grant-witness.us/posts/2026-02-10-cdc-terminations/)
- 2026-02-13: [Court-ordered reinstatement (IL v. Vought)](https://www.courtlistener.com/docket/72265112/state-of-illinois-v-vought/)",2026-02-11,Other reporting,2026-02-13,Other reporting,"Regents of the University of California, The",Evaluation of State-Level Sexual and Gender Minority Laws for the Primary Prevention of Sexual and Intimate Partner Violence Among Sexual and Gender Minority Youth in the U.S.,2025-09-30,2029-09-29,500000,23086.25,476913.75,CA,Berkeley,"Junior College, College & University",CA-12,Lateefah Simon (D),202-225-2661,National Center for Injury Prevention and Control,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,CDC NATIONAL CENTER FOR INJURY PREVENTION AND CONTROL,93.136,Injury Prevention and Control Research and State and Community Based Programs,RFA-CE-25-031,https://www.usaspending.gov/award/ASST_NON_U01CE003753_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=U01CE003753&arg_ProgOfficeCode=111
U01CK000643,✅ Reinstated,22U01CK000643C6,"- 2022-04-08: Grant awarded
- 2022-04-08: Obligation of $300,000
- 2022-08-12: Obligation of $13,613,293
- 2023-04-03: Obligation of $1,958,781
- 2023-04-03: Obligation of $3,989
- 2023-05-03: Obligation of $250,000
- 2023-06-12: Obligation of $368,449
- 2024-01-08: Obligation of $2,000,000
- 2024-11-30: Outlay of $1,928,946
- 2024-12-31: Outlay of $278,410
- 2025-01-31: Outlay of $277,573
- 2025-02-28: Outlay of $567,833
- 2025-03-24: [(22U01CK000643C6) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-28: [(22U01CK000643C6) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-31: Outlay of $211,987
- 2025-04-29: Obligation of $10,000
- 2025-04-30: Outlay of $109,907
- 2025-06-06: [(22U01CK000643C6) Removed from TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-07-31: End date extended from 2026-04-30 to 2027-04-30
- 2025-08-31: Outlay of $1,459,559
- 2025-09-30: Outlay of $7,574
- 2025-11-30: Outlay of $17",2025-03-24,HHS TAGGS PDF,2025-06-06,Removed from HHS TAGGS PDF,"University Of California, Los Angeles","RFA-CK-22-003, Emerging Infections Sentinel Networks (EISN) Research - 2022",2022-05-01,2027-04-30,18504512,13162566.91,5341945.09,CA,LOS ANGELES,"Junior College, College & University",CA-36,Ted Lieu (D),202-225-3976,"National Center for Zoonotic, Vector-Borne, and Enteric Diseases",SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,CDC NATIONAL CENTER FOR EMERGING AND ZOONOTIC INFECTIOUS DISEASES,93.323,Emerging Infections Sentinel Networks,RFA-CK-22-003,https://www.usaspending.gov/award/ASST_NON_U01CK000643_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=U01CK000643&arg_ProgOfficeCode=252
U01GH002231,❌ Terminated,18U01GH002231,"- 2021-09-03: Obligation of $895,000
- 2022-08-30: Obligation of $1,030,000
- 2023-01-19: End date extended from 2023-09-29 to 2024-09-29
- 2023-08-23: Obligation of $289,396
- 2024-02-12: End date extended from 2024-09-29 to 2025-09-29
- 2025-01-31: End date cut off from 2025-09-29 to 2025-06-15
- 2025-06-06: [(18U01GH002231) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-06-13: [(18U01GH002231) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2026-03-10: Deobligation of -$612,684",2025-06-06,HHS TAGGS PDF,NA,NA,AFRICAN FIELD EPIDEMIOLOGY NETWORK LTD,"RFA-GH-18-005, Enhancing capacity for Strategic and Applied Research Activities in Support of Control and Elimination of Neglected Tropical Diseases",2018-09-30,2025-09-29,3276896,1970945.5,1305950.5,province,KAMPALA,Other Social Services Organization,province-NA,NA,NA,Coordinating Office of Global Health,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,CDC CENTER FOR GLOBAL HEALTH,93.421,"Strengthening Public Health through Surveillance, Epidemiologic Research, Disease Detection and Prevention",RFA-GH-18-005,https://www.usaspending.gov/award/ASST_NON_U01GH002231_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=U01GH002231&arg_ProgOfficeCode=253
