cut_id,unitid,institution_name,state,announcement_date,announcement_year,cut_type,program_name,generated_cut_label,generated_cut_summary,source_url,source_title,source_publication,row_origin
e0a80355-15ec-4c0e-a773-9bf0e54aa758,153658,University of Iowa,Iowa,2026-04-23,2026,program_suspension,7 programs approved for elimination by Iowa Board of Regents,"7 programs approved for elimination by Iowa Board of Regents: BA in African American Studies (CIP 05.0201), BA in Classical Languages, BA in Gender Women's and…","7 programs approved for elimination by Iowa Board of Regents: BA in African American Studies (CIP 05.0201), BA in Classical Languages, BA in Gender Women's and Sexuality Studies (CIP 05.0207), BA in Italian (CIP 16.0902), BA in Russian (CIP 16.0402), BS in Applied Physics (CIP 40.0801), and MA in African American World Studies (suspended since 2021; no enrolled students for 5 years). Also dissolves two admin units: African American Studies Program and Dept of Gender Women's and Sexuality Studies in College of Liberal Arts and Sciences. Minors in African American and women's studies will continue. French program exempted after faculty grew enrollment above 30. UI found 13 undergrad and 16 grad programs underenrolled but only requested closure of 7. Financial savings described as minimal by regents.",https://www.highereddive.com/news/iowa-regents-approve-10-program-cuts-at-2-universities/818384/,,Higher Ed Dive,scraper
8a35d40f-31ac-42f4-aff4-4a1024340466,154095,University of Northern Iowa,Iowa,2026-04-23,2026,program_suspension,3 graduate programs approved for closure by Iowa Board of Regents,"3 graduate programs approved for closure by Iowa Board of Regents: MA in Psychology (suspended Fall 2024; no enrolled students), Professional Science Master's…","3 graduate programs approved for closure by Iowa Board of Regents: MA in Psychology (suspended Fall 2024; no enrolled students), Professional Science Master's in Industrial Mathematics (lost lead faculty 2021; no students since Fall 2019), and a third graduate program (not named in available reporting). Part of board-mandated low-enrollment review (graduate threshold: 10 or fewer students). Financial savings described as minimal. Current enrolled students may finish degrees; no new admissions.",https://www.highereddive.com/news/iowa-regents-approve-10-program-cuts-at-2-universities/818384/,,Higher Ed Dive,scraper
c0cd2740-1ba6-49ad-9b28-3d1e48b61cd6,181464,University of Nebraska-Lincoln,Nebraska,2026-04-22,2026,department_closure,Gender and Sexuality Center closed,Gender and Sexuality Center closed,"Director position (vacant since Pat Tetreault 2024 retirement, budgeted $102K) eliminated. Remaining staff absorbed into Student Culture and Community under Office of Student Life, relocating to Jackie Gaughan Multicultural Center fall 2026. GSC established 2023 via merger of LGBTQA+ Center and Women's Center. Services redistributed: safer sex kits to University Health Center; menstrual products to Husker Pantry; Lavender Closet to Husker Closet; library content to University Library. Monthly STI drop-in testing discontinued entirely.",https://www.dailynebraskan.com/news/unl-s-gender-and-sexuality-center-to-shut-down/article_3860c048-34b3-4a53-83ba-f17f64f8e53a.html,,Daily Nebraskan,scraper
7f287969-863e-4b9d-91bf-e9272ea4677b,110635,University of California-Berkeley,California,2026-04-11,2026,staff_layoff,Staff layoff,"Cal Athletics laid off ~25 staff in marketing, athletic communications and creative services units, effective early June 2026. Framed as ""complete…","Cal Athletics laid off ~25 staff in marketing, athletic communications and creative services units, effective early June 2026. Framed as ""complete redefinition"" of external operations transitioning to new ""Strawberry Creek Studios"" revenue generation model. Driven by $24.3M projected shortfall for 2024-25 fiscal year and broader college sports landscape changes (conference realignment, transfer portal, NIL). Co-ADs Jenny Simon-O'Neill and Jay Larson announced cuts April 11. Athletics department action; no academic programs affected. New football coach Tosh Lupoi hired December 2025.",https://www.essentiallysports.com/ncaa-college-football-news-college-athletics-to-cut-twenty-staffers-despite-twenty-two-million-dollars-raised-after-hiring-new-football-hc-california-tosh-lupoi/,,Essentially Sports,scraper
3c52cfb3-2269-4efe-bdbd-c39b84d69613,153603,Iowa State University,Iowa,2026-04-02,2026,program_suspension,10 degree programs eliminated and 13 consolidated under Iowa Board of Regents mandate,10 degree programs eliminated and 13 consolidated under Iowa Board of Regents mandate,"Provost Jason Keith announced April 2 elimination of 10 degree programs and consolidation of 13 others following Iowa Board of Regents Workforce Alignment Review. Programs closed include undergrad: BS Bioinformatics and Computational Biology (CIP 26.1103), BS Environmental Studies (CIP 03.0103), BS Interdisciplinary Design, BS Religious Studies (CIP 38.0201), BS Women's and Gender Studies (CIP 05.0207); grad: MS/PhD Accounting Analytics, PhD Biophysics, PhD Energy Systems Engineering, PhD Interdisciplinary Graduate Studies, PhD Toxicology. Programs consolidated/merged: 4 physics PhDs (applied, condensed matter, high energy, nuclear) → 1 degree; Sociology + Rural Sociology → 1 graduate program; Earth Science + Geology → 1 program at each level; Rhetoric Composition and Professional Communication merged into larger program; graduate Gerontology merged into College of Health and Human Sciences program; Experiential Graphic Design consolidated into multi-credential pathway. 7 programs exempted despite low enrollment (nursing, veterinary science, math/science education). 15 programs given 2-year extension. Board of Regents approval June 15 meeting.",https://www.highereddive.com/news/iowa-state-university-program-cuts-review-regents/817262/,,Higher Ed Dive,scraper
3ceedaec-67c3-4af1-b344-1d86ead0401a,151324,Indiana State University,Indiana,2026-04-01,2026,program_suspension,11 programs suspended or eliminated under Indiana HEA 1001 mandate,11 programs suspended or eliminated under Indiana HEA 1001 mandate,"Indiana Commission for Higher Education voted April 1 to act on 11 Indiana State programs. Named cuts include: Master of Music, MA Geography, MS Genetic Counseling, MA Industrial Technology. Part of statewide HEA 1001 compliance cutting 584 programs across 7 Indiana public universities. Students enrolled in suspended/eliminated programs may finish degrees; new admissions cease fall 2026; full elimination by fall 2027.",,,,scraper
cd64be19-048f-4290-bb37-a42cc32bd1d0,196413,Syracuse University,New York,2026-04-01,2026,program_suspension,Programs suspended,"93 programs sunsetted (closed or paused) out of ~460 total following 7-month academic portfolio review begun August 2025. Breakdown: 41 bachelor's degrees, 19…","93 programs sunsetted (closed or paused) out of ~460 total following 7-month academic portfolio review begun August 2025. Breakdown: 41 bachelor's degrees, 19 graduate degrees, 33 certificates (28 advanced). 55 of the 93 had zero enrolled students. 258 students affected (1.2% of 22K+ enrollment); all may complete degrees via teach-out. No positions eliminated. Affected programs include classics, ceramics, sculpture, painting, German, Italian, French, Russian, Middle Eastern studies, African American studies, digital humanities, Modern Jewish studies, and others. Driven by enrollment concentration: 34% of programs serve 80% of students.",https://www.nytimes.com/2026/04/01/nyregion/syracuse-university-degrees-eliminated.html,,New York Times,scraper
71cdee54-e08c-45ee-8203-a3042c87079a,101709,University of Montevallo,Alabama,2026-04-01,2026,program_suspension,MADE Program,MADE (Minorities Achieving Dreams of Excellence) student support program closing end of spring 2026 semester after 7 years.,"MADE (Minorities Achieving Dreams of Excellence) student support program closing end of spring 2026 semester after 7 years. Founded 2019 as a president's office initiative to support underserved first-year students. Program coordinator Jason Perry also departing after graduation. Program offered early orientation, scholarships, monthly meetings, coaching, mentoring, study space, ambassadorships, and internships.",https://www.wbrc.com/2026/04/23/made-program-closing-university-montevallo-after-7-years-coordinator-says/,,WBRC,scraper
a1650707-d0fb-4419-a489-7f8662eefe6f,159939,University of New Orleans,Louisiana,2026-04-01,2026,program_suspension,Programs suspended,"Multiple program discontinuations and restructurings as UNO transitions to LSU New Orleans in 2026. Discontinued: BA International Studies (→ minor), BS…","Multiple program discontinuations and restructurings as UNO transitions to LSU New Orleans in 2026. Discontinued: BA International Studies (→ minor), BS Elementary Ed & Special Ed (Grades 1-5), MAT Elementary Ed & Special Ed (Grades 1-5), MAT Secondary Ed & Special Ed (Grades 6-12), MFA theatre-related tracks/concentrations. Restructured: BA Art History → BA Studio Art (Art History as minor); BA Film and Theatre → BA Film Arts (Theatre Arts as minor); MFA renamed. Taught out: BS Mathematics (while new BS Data Science is developed); MS Tax Accounting (existing teach-out continues). MA Arts Administration merged into MPA.",https://www.fox8live.com/2026/04/01/uno-announces-degree-cuts-program-changes-lsu-new-orleans-transition-begins/,,Fox 8 WVUE,scraper
c9c03630-3fd9-4251-bc82-db72c42199c3,151306,University of Southern Indiana,Indiana,2026-04-01,2026,program_suspension,4 programs suspended or eliminated under Indiana HEA 1001 mandate,4 programs suspended or eliminated under Indiana HEA 1001 mandate,"Indiana Commission for Higher Education voted April 1 to act on 4 USI programs — fewest of any Indiana institution. Named cuts include: AS Early Childhood Education, MA Liberal Studies, undergraduate Electronic Business degree, Master in Social Health Services and Allied Professions. Part of statewide HEA 1001 compliance cutting 584 programs across 7 Indiana public universities.",,,,scraper
545e9f63-6e2a-461f-bebc-a384f7e6b80a,144281,Columbia College Chicago,Illinois,2026-03-31,2026,staff_layoff,Senior leadership layoffs and executive restructuring to close $40M deficit,Senior leadership layoffs and executive restructuring to close $40M deficit,"Three senior administrators laid off March 31: Jerry Tarrer (former interim president/CEO, at college since 2017), Laurent Pernot (VP of strategic partnerships, previously chief of staff for 8 years), Jeffrey Reuter (associate VP of budget, planning and analysis since 2019). CIO Kathie Koch also departed same month. Part of broader restructuring announced by President Shantay Bolton including hiring freeze for nonessential admin positions and further spending cuts. Since January 2025: 48 full-time faculty laid off (32 tenured); year prior: 70 staff cut.",https://columbiachronicle.com/campus/exclusive-columbia-cuts-former-interim-president-two-other-senior-leaders-amid-40-million-deficit/,,Columbia Chronicle,scraper
8f5ca122-adfe-4e42-b6cc-d9c8498cb317,174899,The College of Saint Scholastica,Minnesota,2026-03-27,2026,staff_layoff,Staff layoff,Non-renewal letters sent by Provost Dr.,"Non-renewal letters sent by Provost Dr. Ryan Sandefer citing ""current financial constraints"" and institutional restructuring. Sources indicate more than a dozen faculty affected; college declined to confirm any personnel figures. College described cuts as ""necessary budget adjustments."" Letters stated non-renewals do not reflect negatively on performance.",https://www.fox21online.com/news/cuts-at-college-of-st-scholastica/article_fd38acf1-b26b-4178-8784-6feded1605ea.html,,Fox 21,scraper
6dacb975-b4a3-43e5-9d72-81c9e42011de,186131,Princeton University,New Jersey,2026-03-24,2026,staff_layoff,Staff layoff,All 9 staff at Keller Center for Innovation in Engineering Education laid off.,All 9 staff at Keller Center for Innovation in Engineering Education laid off. Tenured faculty salaries frozen; all other staff raises capped at 1%. All departments cut 5-10% of budgets. Most staff hiring frozen.,https://www.nj.com/education/2026/03/princeton-u-cuts-jobs-freezes-professors-salaries-even-though-it-has-a-36b-endowment.html,,NJ.com,scraper
b3a97f93-11f1-483c-a139-0516cabb197b,227216,University of North Texas,Texas,2026-03-19,2026,program_suspension,Programs suspended,"70+ programs, minors and certificates cut or consolidated to address $45M deficit.","70+ programs, minors and certificates cut or consolidated to address $45M deficit. Major cuts: all linguistics degrees phased out (dept merged with World Languages, Literatures and Cultures effective Sept. 1); BA in Latino and Latin American Studies eliminated; MA in Women's and Gender Studies cut. 25 undergraduate minors eliminated including women's and gender studies, LGBTQ studies, Mexican American studies, Africana studies, Asian studies, dance, geology, and special education. 40+ certificate programs cut (avg. fewer than 2 students/year). Driven by sharp decline in international enrollment and reduced state funding. Faculty buyouts offered to those with 15+ years service (deadline April 10).",https://www.texastribune.org/2026/03/20/university-north-texas-deficit-program-cuts/,,Texas Tribune,scraper
9a478997-e54f-4893-ab6c-d169d3c6e6fb,204857,Ohio University-Main Campus,Ohio,2026-03-16,2026,program_suspension,Programs suspended,17 programs sunset per Ohio Advance Higher Education Act (SB1) mandate requiring 5+ annual degree conferrals averaged over 3 years.,"17 programs sunset per Ohio Advance Higher Education Act (SB1) mandate requiring 5+ annual degree conferrals averaged over 3 years. Originally 36 programs fell below threshold; 16 approved to merge with similar programs, 3 received ODHE waivers, 17 sunset. Programs closed include BA in African American Studies, BA in French, BA in Chemistry, BA in Dance, BFA in Interdisciplinary Arts, BM in Music Therapy, BA in Mathematics, BA in Physics, BA in Geological Sciences, and several associate degrees. Most disciplines continue via minors, BS alternatives or related programs. 16 additional programs being merged/combined.",https://www.ohio.edu/news/2026/03/following-review-state-ohio-university-will-sunset-select-academic-programs-graduating,,Ohio University News,scraper
7fd5cebe-0d57-43e9-8e77-5cf572afa8fd,166018,Hampshire College,Massachusetts,2026-03-14,2026,institution_closure,Institution closure,"Board of Trustees voted to permanently close the college at the end of Fall 2026. Announced by President Jennifer Chrisler on March 14, 2026. Driven by $20M+…","Board of Trustees voted to permanently close the college at the end of Fall 2026. Announced by President Jennifer Chrisler on March 14, 2026. Driven by $20M+ in debt, $3.7M operating deficit (2025), chronic enrollment decline since 2019 (when college did not admit an incoming class), and NECHE accreditor sustainability requirement. Five-year sustainability plan (2019-2024) fell short: raised $55M of $60M goal but could not grow enrollment sufficiently. Two student pathways offered: Completion (Division III students finish at Hampshire through Dec 2026) and Transfer (to Five College Consortium partners and others). Founded 1965; known for independent liberal arts model.",https://www.amherstindy.org/2026/04/14/hampshire-college-to-close-permanently-at-years-end/,,Amherst Indy,scraper
b3650f1e-0764-4fbf-b8e8-27b255d4df36,170976,University of Michigan-Ann Arbor,Michigan,2026-03-13,2026,staff_layoff,School of Public Health staff and lecturer layoffs amid FY2027 budget shortfall,School of Public Health conducting Reduction in Force (RIF) including mid-contract lecturer layoffs and staff cuts.,"School of Public Health conducting Reduction in Force (RIF) including mid-contract lecturer layoffs and staff cuts. Lecturer Lex Eisenberg received layoff notice March 13 mid-contract. ~50 students, faculty and staff demonstrated April 22 outside annual awards ceremony demanding halt to cuts and financial transparency. Compensation allocation cut from $39.3M (FY2025) to $37M (FY2026); FY2027 shortfall projected. Root causes: 65-student drop in international enrollment 2024-25 (accelerating due to Trump travel ban affecting 19 countries and visa scrutiny); declining indirect cost recovery from federal research disruptions; 2023 one-time $2M investment in faculty/staff pay (including 19 new tenure-track faculty) created unsustainable compensation baseline.",https://www.mlive.com/news/ann-arbor/2026/05/university-of-michigan-school-of-public-health-lays-off-staff-amid-budget-issues.html,,MLive,scraper
f0aaa945-86b1-4549-b897-1105d6924146,161253,University of Maine,Maine,2026-03-12,2026,program_suspension,Spanish degree (eliminated) and Medical Laboratory Science degree (suspended),Spanish degree (eliminated) and Medical Laboratory Science degree (suspended),"UMaine announced it will end its Spanish degree program and suspend new admissions to the Medical Laboratory Science degree, citing an $18M structural deficit. The university is also cutting $5.6M in costs and laying off staff. A Budget Town Hall was held March 23, 2026.",https://themainemonitor.org/umaine-end-spanish-degree-suspend-medical-lab-degree/,,The Maine Monitor,scraper
85eca4c1-85e8-42b6-95e3-6c403cda5bbe,209807,Portland State University,Oregon,2026-03-09,2026,department_closure,Dance program eliminated; two legacy programs cut; 52 staff laid off,Dance program eliminated; two legacy programs cut; 52 staff laid off,"Portland State declared a financial crisis amid a $35M deficit and declining enrollment (down ~25% since 2010). PSU eliminated dance programming (April 2026), cut two additional legacy programs, and laid off 52 faculty and staff (confirmed May 14, 2026 by OPB). The university is also evaluating cuts or consolidations across 19 academic departments.",https://www.opb.org/article/2026/03/09/portland-state-university-cuts-layoffs-retrenchment/,,OPB,scraper
b286155b-2127-427d-9437-bf8f8d3e777e,185129,New Jersey City University,New Jersey,2026-02-27,2026,staff_layoff,Various Programs,"NJCU announced the reduction of its academic portfolio by 37 percent, which involved sunsetting 48 undergraduate programs, 24 minors, 28 graduate programs, 10…","NJCU announced the reduction of its academic portfolio by 37 percent, which involved sunsetting 48 undergraduate programs, 24 minors, 28 graduate programs, 10 certificate programs, and one doctoral program.",https://www.nj.com/education/2026/02/nj-university-will-lay-off-151-employees-ahead-of-massive-merger-report-says.html,,nj.com,scraper
a82051be-4c64-42df-a662-bdf788dd63a3,201690,Central State University,Ohio,2026-02-20,2026,staff_layoff,Staff layoff,"At least 16 faculty laid off, mostly in humanities, effective end of academic year (pay and benefits through August).","At least 16 faculty laid off, mostly in humanities, effective end of academic year (pay and benefits through August). Board of trustees approved cuts in early February 2026. Driven by Ohio Advance Higher Education Act (SB1) compliance — requires eliminating programs with fewer than 5 graduates/year over 3 years — and ongoing fiscal distress including a $26M student tuition/fee backlog. Ohio Dept. of Higher Education placed CSU on fiscal watch in 2024. Prior year cuts included 33 staff and 7 faculty. HBCU; secured $400K+ in emergency student aid via UNCF partnership in January 2026.",https://www.wyso.org/news/2026-02-20/csu-to-lay-off-faculty-amid-financial-strain-complying-with-new-ohio-law,,WYSO,scraper
2a893ffc-bef3-4f49-b458-0bfa1f12d804,101709,University of Montevallo,Alabama,2026-02-13,2026,program_suspension,Programs suspended,"Board unanimously voted to eliminate 9 minors and 7 concentrations (16 total), saving ~$400K.","Board unanimously voted to eliminate 9 minors and 7 concentrations (16 total), saving ~$400K. Minors cut include African American Studies, Cybersecurity, Economics, Latin American Studies, Management Information Systems, Non-profit Studies, Peace and Justice Studies, Philosophy and Religion, and Professional Writing. Current students with declared minors/concentrations may finish via teach-out. Second round of cuts after 6 programs were eliminated in May 2025. Part of effort to close ~$8M shortfall.",https://www.shelbycountyreporter.com/news/um-board-of-trustees-approves-elimination-of-16-minors-concentrations-b0bf5602,,Shelby County Reporter,scraper
7f372b93-9079-432c-bbfd-3b264318e655,203757,Lourdes University,Ohio,2026-02-11,2026,institution_closure,Permanent institution closure after 68 years,"387 total employees losing jobs via WARN filing: 26 assistant professors, 106 adjuncts, 14 head coaches, ~31 federal work-study students, ~49 student…","387 total employees losing jobs via WARN filing: 26 assistant professors, 106 adjuncts, 14 head coaches, ~31 federal work-study students, ~49 student employees, and remaining admin/staff. Terminations begin May 15 through Sept. 30, 2026. Founded 1958 by Sisters of St. Francis of Sylvania; owned and subsidized by Sisters for nearly 25 years. Closure driven by declining enrollment, rising costs, and unsustainable funding model.",https://www.wtol.com/article/news/local/lourdes-university-387-employees-to-lose-jobs-permanent-closure/512-a4e5f0bc-ad9c-4adf-b694-a64c2ca4c6f1,,WTOL,scraper
1e452028-bcc4-42d2-a379-91ab55250e9a,196130,SUNY Buffalo State University,New York,2026-02-07,2026,program_suspension,Programs suspended,"Deactivating 1 undergraduate program (Environmental Geography, B.S.), 2 graduate programs (Conflict Analysis and Resolution, M.S.; Higher Education and Student…","Deactivating 1 undergraduate program (Environmental Geography, B.S.), 2 graduate programs (Conflict Analysis and Resolution, M.S.; Higher Education and Student Affairs Administration, M.S.), 2 minors, and 3 certificates. 19 students in impacted bachelor's programs, 29 in master's programs (48 total; 0.8% of enrollment). Enrolled students may complete degrees via teach-out. Part of SUNY-mandated Framework for Fiscal Stability Plan targeting elimination of $16-17M structural deficit by 2027-28. Deficit attributed to Great Recession-era state cuts and COVID-19 financial losses. Prior year cuts included sociology.",https://www.wivb.com/news/local-news/buffalo-state-program-cuts-spark-strong-reactions-from-students/,,WIVB News 4,scraper
8693231e-a88f-4fb0-b9ef-82f032c33952,455770,Providence Christian College,California,2026-02-07,2026,institution_closure,Permanent institution closure after 20 years of operation,"Board of Trustees voted February 7, 2026 to cease academic operations at end of 2025-2026 academic year.","Board of Trustees voted February 7, 2026 to cease academic operations at end of 2025-2026 academic year. Founded 2002, incorporated in CA; first class admitted 2005; Reformed Christian liberal arts institution in Old Town Pasadena. Closure driven by declining enrollment, rising operational costs (Southern California), heightened accreditation expectations, and loss of federal funds. Accreditation held by WASC Senior (on probation at time of closure).",https://www.providencecc.edu/announcement/,,Providence Christian College,scraper
7037ad4d-3f25-4f05-ade7-73aa5ae82dc1,206589,The College of Wooster,Ohio,2026-02-06,2026,staff_layoff,Staff layoff,"22 staff laid off (18 full-time, 4 part-time) via reorganizations, staffing consolidations and reductions across administrative offices.","22 staff laid off (18 full-time, 4 part-time) via reorganizations, staffing consolidations and reductions across administrative offices. Majority are non-student-facing roles. No faculty affected. Enrollment has dropped from 2,033 in 2011-12 to 1,600+ currently.",https://www.ideastream.org/education/2026-02-09/the-college-of-wooster-lays-off-staff-as-it-adjusts-to-a-smaller-student-body,,Ideastream Public Media,scraper
063f09da-fef1-46ac-b1bf-fde15f9a03ed,142276,Idaho State University,Idaho,2026-02-06,2026,department_closure,Department closure,"45 total positions eliminated (12 faculty, 21 staff, 11 administrators; ~40% currently vacant).","45 total positions eliminated (12 faculty, 21 staff, 11 administrators; ~40% currently vacant). College of Education (est. 1958) dissolved and absorbed into new College of Humanities, Education and Social Science (CHESS), saving ~$1.8M. Biology dept split: biochemistry, microbiology, and anatomy & physiology merged with pharmacy's pharmaceutical sciences into new Dept of Biomedical Sciences under Kasiska Division of Health Sciences. Driven by $8M deficit from 3% state-mandated budget cut plus $3M health insurance increases and $2.2M in unfunded cost adjustments.",https://www.idahostatejournal.com/freeaccess/45-layoffs-as-isu-axes-college-of-education-splits-biology-department-in-mass-restructuring/article_11660917-46c1-4ff9-b34c-b1c942eb4910.html,,Idaho State Journal,scraper
02f6e71c-973b-47c4-8932-1d0871f9f26c,196866,Union College,New York,2026-02-02,2026,staff_layoff,Staff layoff,All ~40 college-employed dining staff positions eliminated after spring 2026 semester; staff may apply to continue with dining contractor Bon Appétit.,"All ~40 college-employed dining staff positions eliminated after spring 2026 semester; staff may apply to continue with dining contractor Bon Appétit. Early retirement incentive offered to all employees 60+ with 10+ years of service (2 weeks pay per year worked, up to 18 months). Driven by missed enrollment goals for 2 consecutive years. No faculty positions affected.",https://www.timesunion.com/education/article/union-college-laying-dozens-offering-early-21350169.php,,Times Union,scraper
9d4dc3b2-9398-49d6-8723-dd93ce30a1b9,228723,Texas A&M University-College Station,Texas,2026-01-30,2026,department_closure,Department closure,Women's and Gender Studies (WGST) program closed effective immediately per Interim President Tommy Williams.,"Women's and Gender Studies (WGST) program closed effective immediately per Interim President Tommy Williams. Impacts BA/BS degrees, undergraduate minor, and graduate certificate. 25 enrolled majors and 31 enrolled minors (56 total) will be taught out over up to 6 semesters. 50+ affiliated faculty employment status unaffected. Cited Texas A&M System policy compliance and limited enrollment. Part of broader spring 2026 course review covering ~5,400 syllabi; 6 courses also canceled for non-compliance.",https://www.kbtx.com/2026/01/30/texas-am-ends-womens-gender-studies-program-comply-with-system-policies/,,KBTX,scraper
346a58e4-5bf0-46c3-bda4-05f58e2b2332,156125,Wichita State University,Kansas,2026-01-27,2026,staff_layoff,Staff layoff,"WSU Athletics eliminated five staff positions in late January 2026 to ""structure and right-size"" its operations.","WSU Athletics eliminated five staff positions in late January 2026 to ""structure and right-size"" its operations. Cuts driven by financial pressures from the House vs. NCAA settlement, which requires universities to directly compensate student-athletes. AD Kevin Saal had requested $1M in NIL donations in April 2025 to support men's basketball.",https://www.kansas.com/sports/college/wichita-state/article315647702.html,,The Wichita Eagle (kansas.com),scraper
de8c4406-240e-4326-9bf4-eddf2a7d7f19,131469,George Washington University,District of Columbia,2026-01-19,2026,program_suspension,Admissions paused for 5 Ph.D. programs for fall 2026,"Admissions paused for fall 2026 in 5 Ph.D. programs: Clinical Psychology, Anthropology, Human Paleobiology, Political Science, and Mathematics.","Admissions paused for fall 2026 in 5 Ph.D. programs: Clinical Psychology, Anthropology, Human Paleobiology, Political Science, and Mathematics. Applicants notified week of Jan 19; application fees refunded; offered consideration for master's programs instead. University cited need to limit new funding commitments to protect existing Ph.D. student packages. Not described as permanent closure.",https://www.insidehighered.com/news/students/graduate-students-and-postdocs/2026/01/26/george-washington-u-pauses-admissions-5-phd,,Inside Higher Ed,scraper
97ee17d8-a96e-4bdc-9354-f0dc8074afe4,235097,Eastern Washington University,Washington,2026-01-15,2026,department_closure,Adaptive Athletics Program (Wheelchair Basketball) Discontinued,Eastern Washington University announced the discontinuation of its Division I adaptive athletics program (wheelchair basketball) at the end of the 2025-26…,Eastern Washington University announced the discontinuation of its Division I adaptive athletics program (wheelchair basketball) at the end of the 2025-26 academic season due to sustainability and financial challenges. The program was the first of its kind in the Pacific Northwest.,https://www.kxly.com/news/eastern-washington-university-cuts-wheelchair-basketball-program/article_d29f0032-c281-47df-aebb-d8a207afbc3a.html,,KXLY,scraper
395262f9-eff4-4965-94ee-102c03b8b431,110370,California College of the Arts,California,2026-01-13,2026,institution_closure,Institution closure,California College of the Arts closing permanently end of 2026-27 academic year after 119 years.,California College of the Arts closing permanently end of 2026-27 academic year after 119 years. Founded 1907 in East Bay; moved to SF Design District campus ($123M building opened 2025). Vanderbilt University acquiring SF campus and original Oakland property; will establish own undergraduate and graduate programming. CCA Institute and Wattis Institute of Contemporary Arts museum preserved at campus.,https://www.sfchronicle.com/entertainment/article/california-college-arts-layoffs-21307770.php,,SF Chronicle,scraper
990d9d98-5fc7-4bb8-bb94-a822f38007cd,110644,University of California-Davis,California,2026-01-09,2026,program_suspension,NCAA Division I women's equestrian program eliminated — replaced by STUNT varsity program,NCAA Division I women's equestrian program eliminated — replaced by STUNT varsity program,"Athletic Director Rocko DeLuca announced January 9 elimination of NCAA Division I women's equestrian team effective end of 2025-26 season — team had just won its third conference championship (undefeated season). 33 student-athletes affected. Program transitioned to club sport; STUNT simultaneously elevated from club to NCAA varsity status. Decision made primarily on budget grounds citing $1M+ annual savings. Three active lawsuits alleging fraud and misrepresentation: parents' suit (filed Feb 9), wire fraud investigation by UC Davis police department (AD DeLuca continued soliciting donations after decision was made internally), Title IX concerns (program elevated to D1 as part of Title IX settlement, then eliminated despite championship success while men's programs retained).",https://nypost.com/2026/06/28/us-news/uc-davis-cuts-entire-equestrian-team-then-furious-parents-investigated/,,New York Post,scraper
d7db3ff3-4741-413c-bb09-c525c31f7d28,213598,Lincoln University,California,2026-01-05,2026,program_suspension,Football Program Suspended,"Program suspended after multiple seasons of losses, financial unsustainability, and media investigations.","Program suspended after multiple seasons of losses, financial unsustainability, and media investigations. Head coach Desmond Gumbs stepped down; intent to return in Division II.",https://www.usatoday.com/story/sports/2026/01/08/lincoln-university-football-oakland-coach-program-suspend/88088321007/,,USA Today,scraper
05b33f52-a722-4e2c-b1e1-e86fc28a6759,150455,Earlham College,Indiana,2025-12-18,2025,staff_layoff,109 positions eliminated including 45 teaching faculty amid $18M budget cuts,109 positions eliminated including 45 teaching faculty amid $18M budget cuts,"109 total positions reduced: 47 eliminated/non-renewed Dec 18 (25 teaching faculty incl. 5 tenured, 22 admin faculty), plus 31 from hiring freeze since May 2025, 22 voluntary separations/incentivized retirements, 9 recent retirements. 45 teaching faculty + 64 admin faculty/staff total. Non-tenured staff/admin conclude June 30, 2026; tenured faculty conclude June 30, 2027 (or early retirement option). Earlham was Wayne County's 7th-largest employer (388 total employees pre-cuts). Enrollment dropped from ~1,200 students (2007) to 671 fall 2025. Structural cash-flow deficit of ~$15M/year for nearly a decade; board mandated balanced budget by 2030 requiring $18M in recurring expense cuts.",https://westernwaynenews.com/earlham-staffing-reductions-109-positions/,,Western Wayne News,scraper
028e6be7-2dd3-464d-9447-8c775ff7312d,219833,Christian Brothers University,Tennessee,2025-12-17,2025,staff_layoff,Staff layoff,16 full-time faculty members issued non-renewal notices effective end of spring 2026 semester as university targets a 12:1 student-faculty ratio.,16 full-time faculty members issued non-renewal notices effective end of spring 2026 semester as university targets a 12:1 student-faculty ratio. Layoffs follow the lifting of financial probation by the Southern Association of Colleges and Schools (SACSCOC). Affected faculty represent multiple academic departments at the Memphis institution.,https://www.actionnews5.com/2025/12/17/christian-brothers-university-announces-faculty-layoffs/,,Action News 5,scraper
3e920bc0-bb34-4097-a007-f70dfb1b3954,144740,DePaul University,Illinois,2025-12-15,2025,staff_layoff,Staff layoff,"114 staff members laid off effective December 12, 2025, representing 7.6% of 1,493 full-time and part-time employees.","114 staff members laid off effective December 12, 2025, representing 7.6% of 1,493 full-time and part-time employees. Cuts announced jointly by President Robert L. Manuel, Provost Salma Ghanem, and CFO. DePaul has faced declining enrollment and rising costs for several years; layoffs framed as necessary for structural financial sustainability.",https://www.yahoo.com/news/articles/depaul-university-lays-off-114-194000783.html,,Yahoo News,scraper
99ca38ea-837c-4ed5-90e5-c90503f029cd,142294,The College of Idaho,Idaho,2025-12-09,2025,program_suspension,Program suspension and Staff layoff,"The private liberal arts college announced it will cut theater, communication arts, and philosophy majors — all programs with low enrollment numbers.","The private liberal arts college announced it will cut theater, communication arts, and philosophy majors — all programs with low enrollment numbers.",https://www.kivitv.com/canyon-county/college-of-idaho-cuts-three-majors-lays-off-10-employees-in-academic-restructuring,,Idaho6 News,scraper
